Time,Satellite,Target,Bin
24513.0,4,9,243
24534.0,4,10,317
24548.0,4,15,100
24561.0,4,1,54
24573.0,4,9,252
24594.0,4,10,1
24608.0,4,15,91
24613.688008811,4,1,45
24633.0,4,9,262
24654.0,4,10,9
24656.824676862,4,14,234
24668.0,4,15,73
24678.19146305,4,8,171
24690.712318895,4,2,234
24693.0,4,9,271
24700.696670584,4,4,243
24714.0,4,10,9
24716.0,4,14,234
24728.0,4,15,63
24738.0,4,8,162
24750.0,4,2,234
24753.0,4,9,289
24760.0,4,4,252
24774.0,4,10,9
24774.373148018,4,10,9
24776.0,4,14,225
24785.401131242,4,5,252
24788.0,4,15,54
24798.0,4,8,153
24810.0,4,2,225
24813.0,4,9,307
24820.0,4,4,252
24836.0,4,14,226
24845.0,4,5,252
24848.0,4,15,45
24858.0,4,8,144
24870.0,4,2,226
24873.0,4,9,316
24880.0,4,4,253
24896.0,4,14,227
24903.72821184,4,15,45
24905.0,4,5,252
24918.0,4,8,136
24930.0,4,2,218
24933.0,4,9,10
24940.0,4,4,263
24945.577934198,8,7,108
24956.0,4,14,220
24965.0,4,5,262
24978.0,4,8,118
24990.0,4,2,210
24993.0,4,9,18
25000.0,4,4,273
25005.0,8,7,117
25016.0,4,14,186
25025.0,4,5,263
25038.0,4,8,109
25050.0,4,2,176
25053.0,4,9,18
25060.0,4,4,311
25065.0,8,7,117
25076.0,4,14,104
25085.0,4,5,265
25098.0,4,8,99
25110.0,4,2,130
25110.245230494,4,9,27
25120.0,4,4,40
25125.0,8,7,136
25136.0,4,14,93
25145.0,4,5,295
25158.0,4,8,90
25170.0,4,2,101
25180.0,4,4,56
25185.0,8,7,145
25196.0,4,14,82
25205.0,4,5,86
25218.0,4,8,81
25230.0,4,2,100
25240.0,4,4,64
25245.0,8,7,163
25256.0,4,14,82
25265.0,4,5,93
25265.037080685,4,8,72
25275.459374014,2,6,279
25290.0,4,2,91
25300.0,4,4,73
25305.0,8,7,172
25316.0,4,14,81
25325.0,4,5,91
25335.0,2,6,279
25350.0,4,2,90
25360.0,4,4,72
25360.266669746,2,13,288
25365.0,8,7,189
25376.0,4,14,81
25385.0,4,5,91
25385.107896841,2,15,270
25395.0,2,6,288
25400.439115502,4,14,81
25410.0,4,2,90
25420.0,2,13,288
25420.0,4,4,72
25425.0,8,7,198
25426.306657053,4,2,90
25426.488605398,5,7,108
25443.915794597,4,4,72
25445.0,2,15,270
25445.0,4,5,90
25448.430263892,1,8,297
25455.0,2,6,289
25464.247953916,2,1,288
25479.084288223,11,5,108
25480.0,2,13,288
25485.0,8,7,207
25486.0,5,7,108
25493.900065791,2,12,306
25505.0,2,15,261
25505.0,4,5,90
25508.0,1,8,297
25512.873160619,2,11,306
25515.0,2,6,290
25524.0,2,1,288
25532.355224679,4,5,90
25538.322474168,8,7,207
25539.0,11,5,117
25540.0,2,13,289
25546.0,5,7,117
25553.0,2,12,306
25565.0,2,15,252
25568.0,1,8,288
25572.0,2,11,315
25575.0,2,6,300
25584.0,2,1,288
25599.0,11,5,126
25600.0,2,13,290
25606.0,5,7,126
25611.111304436,11,4,99
25613.0,2,12,315
25625.0,2,15,244
25628.0,1,8,280
25632.0,2,11,0
25635.0,2,6,14
25644.0,2,1,289
25658.329080361,1,15,297
25659.0,11,5,135
25660.0,2,13,300
25666.0,5,7,145
25671.0,11,4,108
25673.0,2,12,1
25685.0,2,15,226
25688.0,1,8,271
25688.963900476,1,6,315
25692.0,2,11,9
25695.0,2,6,77
25704.0,2,1,290
25718.0,1,15,297
25719.0,11,5,144
25719.295974287,1,2,297
25720.0,2,13,6
25726.0,5,7,163
25731.0,11,4,117
25733.0,2,12,10
25745.0,2,15,208
25748.0,1,6,315
25748.0,1,8,253
25752.0,2,11,19
25755.0,2,6,102
25758.443007569,1,14,297
25764.0,2,1,283
25778.0,1,15,306
25779.0,11,5,153
25779.0,1,2,288
25780.0,2,13,96
25786.0,5,7,172
25791.0,11,4,126
25792.063219946,1,13,0
25793.0,2,12,20
25805.0,2,15,199
25808.0,1,8,235
25808.0,1,6,0
25812.0,2,11,28
25815.0,2,6,110
25818.0,1,14,288
25824.0,2,1,267
25838.0,1,15,307
25839.0,11,5,162
25839.0,1,2,279
25840.0,2,13,111
25846.0,5,7,180
25851.0,11,4,135
25852.0,1,13,0
25853.0,2,12,47
25865.0,2,15,189
25868.0,1,6,9
25868.0,1,8,226
25872.0,2,11,46
25875.0,2,6,109
25878.0,1,14,279
25884.0,2,1,159
25884.634456538,2,10,261
25885.471270066,1,1,0
25896.015986839,11,5,171
25898.0,1,15,317
25899.0,1,2,270
25900.0,2,13,119
25906.0,5,7,189
25911.0,11,4,153
25912.0,1,13,9
25913.0,2,12,65
25925.0,2,15,180
25928.0,1,6,18
25928.0,1,8,208
25932.0,2,11,64
25935.0,2,6,108
25938.0,1,14,270
25944.0,2,10,252
25944.0,2,1,138
25945.0,1,1,9
25953.505834105,11,4,153
25958.0,1,15,12
25959.0,1,2,261
25960.0,2,13,118
25966.0,5,7,198
25972.0,1,13,18
25973.0,2,12,73
25985.0,2,15,171
25987.965854022,11,9,90
25988.0,1,8,198
25988.0,1,6,36
25988.614178009,5,7,198
25990.729924942,1,2,261
25992.0,2,11,72
25995.0,2,6,108
25998.0,1,14,261
26004.0,2,10,243
26004.0,2,1,137
26005.0,1,1,18
26011.870914198,1,9,279
26017.136960449,10,11,216
26018.0,1,15,31
26018.676899283,1,10,306
26020.0,2,13,117
26025.266785832,2,15,171
26032.0,1,13,27
26033.0,2,12,91
26038.659587219,1,14,252
26040.505923079,2,6,117
26047.0,11,9,99
26048.0,1,6,45
26048.0,1,8,198
26052.0,2,11,81
26054.433370238,2,3,279
26064.0,2,1,136
26064.0,2,10,234
26065.0,1,1,27
26071.0,1,9,270
26077.0,10,11,216
26078.0,1,15,67
26078.0,1,10,306
26080.0,2,13,117
26086.258246483,10,12,216
26092.0,1,13,45
26093.0,2,12,90
26107.0,11,9,108
26108.0,1,6,54
26108.0,1,8,189
26112.0,2,11,90
26114.0,2,3,270
26124.0,2,1,135
26124.0,2,10,225
26125.0,1,1,36
26125.602083678,2,13,117
26131.0,1,9,261
26132.186214886,1,8,189
26137.0,10,11,207
26138.0,1,10,306
26138.0,1,15,92
26146.0,10,12,207
26152.0,1,13,54
26153.0,2,12,99
26167.0,11,9,117
26168.0,1,6,54
26171.358994184,2,11,90
26174.0,2,3,261
26184.0,2,1,135
26184.0,2,10,216
26184.501784931,1,6,63
26185.0,1,1,45
26191.0,1,9,252
26197.0,10,11,198
26198.0,1,15,101
26198.0,1,10,307
26201.005130827,2,12,99
26206.0,10,12,198
26212.0,1,13,54
26227.0,11,9,126
26227.118109785,2,1,135
26232.983820615,2,10,207
26234.0,2,3,252
26234.807873584,11,9,126
26241.727646433,2,7,279
26245.0,1,1,54
26251.0,1,9,243
26255.059346016,3,11,162
26257.0,10,11,189
26258.0,1,10,308
26258.0,1,15,109
26266.0,10,12,189
26268.98221662,1,13,63
26293.131237623,3,12,162
26294.0,2,3,244
26301.0,2,7,279
26305.0,1,1,63
26311.0,1,9,234
26315.0,3,11,153
26317.0,10,11,181
26318.0,1,15,117
26318.0,1,10,309
26326.0,10,12,180
26341.57331136,1,3,0
26353.0,3,12,162
26354.0,2,3,226
26361.0,2,7,270
26365.0,1,1,72
26371.0,1,9,225
26375.0,3,11,153
26377.0,10,11,163
26378.0,1,15,117
26378.0,1,10,321
26386.0,10,12,171
26401.0,1,3,0
26412.526212474,1,1,81
26413.0,3,12,153
26414.0,2,3,217
26421.0,2,7,262
26424.269383817,1,15,117
26431.0,1,9,216
26435.0,3,11,144
26437.0,10,11,153
26438.0,1,10,150
26443.698217159,9,5,99
26444.532144025,1,9,216
26446.0,10,12,162
26448.210778354,3,1,180
26461.0,1,3,9
26473.0,3,12,145
26474.0,2,3,199
26481.0,2,7,253
26495.0,3,11,127
26497.0,10,11,144
26498.0,1,10,147
26503.0,9,5,108
26506.0,10,12,153
26508.0,3,1,171
26508.803472987,3,13,153
26521.0,1,3,19
26528.626870245,9,4,90
26533.0,3,12,136
26534.0,2,3,189
26541.0,2,7,236
26555.0,3,11,118
26557.0,10,11,135
26558.0,1,10,146
26563.0,9,5,108
26566.0,10,12,144
26568.0,3,1,171
26568.0,3,13,144
26578.24885674,1,7,9
26581.0,1,3,28
26581.461826406,9,2,99
26588.0,9,4,90
26593.0,3,12,118
26594.0,2,3,180
26599.787699897,9,14,90
26601.0,2,7,218
26615.0,3,11,100
26617.0,10,11,126
26618.0,1,10,145
26623.0,9,5,118
26626.0,10,12,135
26628.0,3,1,163
26628.0,3,13,135
26638.0,1,7,9
26641.0,9,2,108
26641.0,1,3,47
26648.0,9,4,99
26651.335127456,10,12,135
26653.0,3,12,109
26654.0,2,3,180
26654.738120756,3,6,126
26656.3562718,10,11,126
26659.0,9,14,99
26661.0,2,7,199
26675.0,3,11,91
26678.0,1,10,144
26683.0,9,5,136
26683.812040653,2,3,171
26688.0,3,13,126
26688.0,3,1,145
26693.93715166,3,10,234
26698.0,1,7,18
26701.0,1,3,65
26701.0,9,2,117
26708.0,9,4,109
26713.0,3,12,91
26714.0,3,6,117
26719.0,9,14,108
26721.0,2,7,190
26722.661401655,11,7,72
26729.096395415,10,3,234
26735.0,3,11,81
26736.516529095,3,15,171
26738.0,1,10,144
26743.0,9,5,154
26748.0,3,13,117
26748.0,3,1,136
26753.0,3,10,234
26758.0,1,7,28
26761.0,9,2,126
26761.0,1,3,92
26768.0,9,4,118
26770.158740125,10,7,261
26773.0,3,12,82
26774.0,3,6,108
26779.0,9,14,117
26781.0,2,7,180
26782.0,11,7,81
26789.0,10,3,225
26789.744067988,1,10,144
26795.0,3,11,72
26796.0,3,15,162
26797.914194863,9,9,54
26803.0,9,5,172
26808.0,3,1,119
26808.0,3,13,108
26813.0,3,10,243
26818.0,1,7,37
26821.0,1,3,100
26821.0,9,2,144
26823.033461346,3,3,288
26828.0,9,4,137
26830.0,10,7,261
26833.0,3,12,72
26834.0,3,6,99
26839.0,9,14,136
26841.0,2,7,171
26842.0,11,7,90
26849.0,10,3,225
26855.0,3,11,63
26856.0,3,15,153
26857.0,9,9,54
26863.0,9,5,190
26868.0,3,1,100
26868.0,3,13,99
26873.0,3,10,244
26878.0,1,7,55
26881.0,9,2,153
26881.0,1,3,118
26883.0,3,3,297
26888.0,9,4,155
26890.0,10,7,252
26893.0,3,12,63
26894.0,3,6,90
26899.0,9,14,145
26901.0,2,7,162
26902.0,11,7,99
26903.404575736,3,11,63
26909.0,10,3,216
26915.838639548,3,6,90
26916.0,3,15,144
26917.0,9,9,54
26923.0,9,5,199
26928.0,3,1,82
26928.0,3,13,90
26931.398927014,2,7,162
26933.0,3,10,253
26938.0,1,7,74
26941.0,1,3,117
26941.0,9,2,162
26943.0,3,3,306
26948.0,9,4,181
26950.0,10,7,253
26951.75819095,3,3,306
26953.0,3,12,63
26959.0,9,14,163
26960.680692284,3,12,63
26962.0,11,7,108
26969.0,10,3,199
26976.0,3,15,135
26977.0,9,9,64
26983.0,9,5,207
26988.0,3,13,81
26988.0,3,1,73
26993.0,3,10,272
26998.0,1,7,91
27001.0,1,3,126
27001.0,9,2,180
27008.0,9,4,190
27010.0,10,7,245
27019.0,9,14,171
27022.0,11,7,126
27029.0,10,3,190
27032.385592402,3,9,234
27036.0,3,15,126
27037.0,9,9,74
27043.0,9,5,216
27048.0,3,13,72
27048.0,3,1,72
27053.0,3,10,291
27054.286340043,3,13,72
27058.0,1,7,100
27061.0,1,3,126
27061.0,9,2,189
27068.0,9,4,198
27069.355130574,1,3,126
27070.0,10,7,237
27079.0,9,14,180
27082.0,11,7,135
27089.0,10,3,181
27092.0,3,9,234
27096.0,3,15,108
27097.0,9,9,85
27103.0,9,5,216
27104.177605266,9,5,216
27108.0,3,1,63
27113.0,3,10,3
27118.0,1,7,118
27121.0,9,2,189
27128.0,9,4,207
27129.205068528,9,2,189
27130.0,10,7,220
27139.0,9,14,189
27142.0,11,7,144
27149.0,10,3,171
27152.0,3,9,234
27154.107430954,3,1,63
27156.0,3,15,99
27157.0,9,9,131
27167.541496585,9,10,45
27173.0,3,10,20
27178.0,1,7,117
27183.535087834,9,14,189
27188.0,9,4,207
27190.0,10,7,176
27202.0,11,7,153
27202.244312387,9,4,207
27209.0,10,3,153
27212.0,3,9,235
27215.432088842,11,7,153
27216.0,3,15,90
27217.0,9,9,175
27227.0,9,10,54
27233.0,3,10,28
27238.0,1,7,126
27250.0,10,7,148
27269.0,10,3,153
27272.0,3,9,227
27275.729342981,1,7,126
27276.0,3,15,90
27277.0,9,9,191
27287.0,9,10,54
27293.0,3,10,37
27310.0,10,7,128
27311.646346238,3,15,81
27329.0,10,3,144
27332.0,3,9,219
27337.0,9,9,199
27347.0,9,10,64
27353.0,3,10,45
27370.0,10,7,118
27372.266819834,3,4,216
27375.473845786,10,3,135
27377.527923514,3,14,198
27392.0,3,9,203
27397.0,9,9,198
27407.0,9,10,82
27413.0,3,10,45
27421.193534975,9,3,27
27430.0,10,7,118
27432.0,3,4,216
27437.0,3,14,189
27452.0,3,9,140
27457.0,9,9,198
27459.404110906,3,10,45
27467.0,9,10,101
27481.0,9,3,27
27490.0,10,7,117
27492.0,3,4,207
27497.0,3,14,189
27512.0,3,9,111
27516.213297124,9,9,198
27527.0,9,10,119
27541.0,9,3,27
27550.0,10,7,108
27552.0,3,4,198
27557.0,3,14,180
27572.0,3,9,101
27585.430511406,10,7,108
27587.0,9,10,137
27601.0,9,3,28
27610.361049834,9,7,9
27612.0,3,4,189
27617.0,3,14,171
27628.131570807,3,14,171
27632.0,3,9,100
27647.0,9,10,154
27661.0,9,3,29
27670.0,9,7,9
27672.0,3,4,180
27692.0,3,9,90
27707.0,9,10,162
27721.0,9,3,31
27730.0,9,7,0
27732.0,3,4,171
27752.0,3,9,90
27767.0,9,10,171
27781.0,9,3,287
27790.0,9,7,316
27792.0,3,4,162
27797.283649733,3,4,162
27812.0,3,9,90
27814.706839247,3,9,90
27827.0,9,10,171
27839.013783319,9,10,171
27841.0,9,3,202
27850.0,9,7,307
27901.0,9,3,200
27910.0,9,7,290
27961.0,9,3,199
27970.0,9,7,263
28021.0,9,3,198
28030.0,9,7,244
28081.0,9,3,198
28090.0,9,7,235
28138.23423851,9,3,189
28150.0,9,7,225
28184.528312385,12,8,297
28210.0,9,7,216
28244.0,12,8,306
28270.0,9,7,216
28270.246334272,9,7,216
28304.0,12,8,306
28339.257750749,12,2,0
28364.0,12,8,316
28373.796019546,12,14,0
28399.0,12,2,9
28407.07479731,12,5,9
28424.0,12,8,1
28433.0,12,14,0
28443.498444119,12,4,0
28459.0,12,2,9
28467.0,12,5,0
28484.0,12,8,11
28493.0,12,14,9
28503.0,12,4,0
28519.0,12,2,10
28527.0,12,5,0
28544.0,12,8,38
28553.0,12,14,10
28563.0,12,4,9
28579.0,12,2,11
28587.0,12,5,1
28604.0,12,8,56
28613.0,12,14,20
28623.0,12,4,10
28639.0,12,2,21
28647.0,12,5,317
28664.0,12,8,74
28673.0,12,14,30
28683.0,12,4,11
28699.0,12,2,50
28703.258843605,7,3,81
28707.0,12,5,309
28724.0,12,8,91
28730.570033614,7,7,54
28733.0,12,14,58
28739.522517893,12,9,18
28743.0,12,4,21
28759.0,12,2,113
28763.0,7,3,90
28767.0,12,5,284
28784.0,12,8,100
28790.0,7,7,54
28793.0,12,14,94
28799.0,12,9,27
28803.0,12,4,42
28819.0,12,2,138
28823.0,7,3,90
28827.0,12,5,239
28844.0,12,8,99
28850.0,7,7,54
28853.0,12,14,120
28859.0,12,9,36
28863.0,12,4,123
28879.0,12,2,146
28883.0,7,3,100
28887.0,12,5,210
28904.0,12,8,108
28910.0,7,7,55
28913.0,12,14,137
28919.0,12,9,45
28923.0,12,4,148
28939.0,12,2,154
28939.907605957,12,8,108
28943.0,7,3,118
28947.0,12,5,200
28970.0,7,7,56
28973.0,12,14,136
28979.0,12,9,54
28983.0,12,4,155
28999.0,12,2,153
29003.0,7,3,136
29007.0,12,5,190
29030.0,7,7,49
29033.0,12,14,144
29039.0,12,9,63
29043.0,12,4,154
29059.0,12,2,153
29063.0,7,3,145
29067.0,12,5,189
29090.0,7,7,16
29093.0,12,14,144
29099.0,12,9,72
29103.0,12,4,162
29119.0,12,2,153
29123.0,7,3,163
29127.0,12,5,189
29128.224863722,12,2,153
29150.0,7,7,239
29153.0,12,14,144
29155.596339974,12,14,144
29159.0,12,9,81
29163.0,12,4,162
29183.0,7,3,172
29187.0,12,5,180
29187.491142386,12,5,180
29210.0,7,7,228
29219.0,12,9,90
29223.0,12,4,162
29233.273059611,12,4,162
29243.0,7,3,180
29270.0,7,7,226
29279.0,12,9,99
29283.68611956,12,9,99
29303.0,7,3,189
29330.0,7,7,226
29348.662922623,7,3,198
29390.0,7,7,225
29450.0,7,7,225
29464.766068278,7,7,225
29654.375701728,4,11,144
29677.586026466,4,12,153
29714.0,4,11,144
29737.0,4,12,153
29774.0,4,11,135
29796.809056055,4,1,171
29797.0,4,12,144
29834.0,4,11,127
29848.085638821,4,13,153
29856.0,4,1,171
29857.0,4,12,136
29894.0,4,11,118
29908.0,4,13,144
29916.0,4,1,171
29917.0,4,12,127
29928.381041722,4,6,135
29954.0,4,11,100
29968.0,4,13,144
29976.0,4,1,172
29977.0,4,12,110
29988.0,4,6,126
30014.0,4,11,82
30028.0,4,13,136
30031.579712398,4,15,180
30036.0,4,1,164
30037.0,4,12,83
30048.0,4,6,117
30074.0,4,11,64
30088.0,4,13,127
30091.0,4,15,180
30096.0,4,1,157
30097.0,4,12,65
30105.089745243,4,10,252
30108.0,4,6,108
30134.0,4,11,55
30148.0,4,13,110
30151.0,4,15,180
30156.0,4,1,113
30157.0,4,12,55
30165.0,4,10,261
30168.0,4,6,100
30194.0,4,11,45
30208.0,4,13,83
30211.0,4,15,172
30216.0,4,1,58
30217.0,4,12,45
30225.0,4,10,270
30228.0,4,6,82
30254.0,4,11,36
30268.0,4,13,64
30271.0,4,15,173
30276.0,4,1,38
30277.0,4,12,36
30285.0,4,10,279
30288.0,4,6,73
30311.031944378,4,11,36
30328.0,4,13,55
30331.0,4,15,156
30336.0,4,1,37
30337.0,4,12,27
30345.0,4,10,288
30348.0,4,6,63
30361.317856927,8,7,108
30362.280187615,4,12,27
30388.0,4,13,45
30391.0,4,15,122
30396.0,4,1,28
30405.0,4,10,297
30408.0,4,6,54
30420.785876795,4,8,198
30421.0,8,7,108
30438.692085932,4,9,270
30448.0,4,13,36
30451.0,4,15,76
30456.0,4,1,27
30465.0,4,10,306
30468.0,4,6,45
30480.0,4,8,189
30481.0,8,7,117
30491.809950292,4,14,252
30498.0,4,9,279
30508.0,4,13,36
30510.029997485,4,6,45
30511.0,4,15,56
30514.93086586,4,2,252
30516.0,4,1,27
30522.443450406,4,13,36
30525.0,4,10,315
30531.680478621,4,1,27
30540.0,4,8,180
30541.0,8,7,127
30547.664565261,4,10,315
30551.0,4,14,252
30558.0,4,9,288
30558.27759643,4,4,261
30571.0,4,15,46
30574.0,4,2,243
30600.0,4,8,171
30601.0,8,7,145
30611.0,4,14,243
30618.0,4,9,297
30618.0,4,4,261
30628.708237695,4,5,270
30631.0,4,15,46
30634.0,4,2,243
30660.0,4,8,163
30661.0,8,7,163
30671.0,4,14,244
30678.0,4,9,306
30678.0,4,4,261
30688.0,4,5,261
30691.0,4,15,36
30694.0,4,2,244
30720.0,4,8,145
30721.0,8,7,172
30731.0,4,14,245
30738.0,4,4,262
30738.0,4,9,315
30748.0,4,5,261
30751.0,4,15,36
30754.0,4,2,236
30764.333629231,4,15,36
30780.0,4,8,136
30781.0,8,7,189
30791.0,4,14,228
30797.846820023,5,7,99
30798.0,4,4,272
30798.0,4,9,9
30808.0,4,5,262
30814.0,4,2,219
30840.0,4,8,118
30841.0,8,7,198
30851.0,4,14,194
30857.0,5,7,99
30858.0,4,4,274
30858.0,4,9,18
30868.0,4,5,254
30874.0,4,2,183
30900.0,4,8,108
30901.0,8,7,207
30911.0,4,14,139
30917.0,5,7,108
30918.0,4,9,27
30918.0,4,4,295
30928.0,4,5,237
30934.0,4,2,156
30950.213589182,8,7,207
30960.0,4,8,99
30971.0,4,14,119
30977.0,5,7,118
30978.0,4,4,95
30978.0,4,9,36
30988.0,4,5,202
30994.0,4,2,137
31007.578784027,4,9,36
31020.0,4,8,90
31028.862010374,11,5,117
31031.0,4,14,109
31037.0,5,7,136
31038.0,4,4,102
31039.993351849,4,8,90
31048.0,4,5,166
31054.0,4,2,127
31088.0,11,5,126
31091.0,4,14,109
31097.0,5,7,154
31098.0,4,4,100
31108.0,4,5,146
31114.0,4,2,117
31117.724198205,11,4,99
31148.0,11,5,135
31151.0,4,14,99
31157.0,5,7,172
31158.0,4,4,100
31168.0,4,5,136
31174.0,4,2,117
31174.884670949,2,6,279
31177.0,11,4,108
31208.0,11,5,144
31211.0,4,14,99
31217.0,5,7,181
31218.0,4,4,99
31228.0,4,5,127
31231.45592899,4,14,99
31234.0,4,2,108
31234.0,2,6,270
31237.0,11,4,117
31239.622551339,4,2,108
31243.292174142,1,8,315
31268.0,11,5,153
31269.357168055,2,13,279
31272.70185483,11,14,117
31277.0,5,7,198
31278.0,4,4,99
31288.0,4,5,126
31294.0,2,6,270
31297.0,11,4,126
31303.0,1,8,306
31304.733436804,4,4,99
31328.0,11,5,162
31329.0,2,13,270
31332.0,11,14,126
31337.0,5,7,198
31348.0,4,5,126
31354.0,2,6,262
31357.0,11,4,144
31362.075603899,4,5,126
31363.0,1,8,297
31370.572599173,11,9,72
31373.867798421,2,12,288
31374.988774251,2,11,288
31388.0,11,5,180
31389.0,2,13,270
31392.0,11,14,135
31397.0,5,7,207
31402.421887299,5,7,207
31404.226217954,2,1,270
31414.0,2,6,253
31417.0,11,4,153
31423.0,1,8,288
31430.0,11,9,72
31433.0,2,12,288
31434.0,2,11,288
31448.0,11,5,189
31449.0,2,13,262
31452.0,11,14,144
31464.0,2,1,261
31474.0,2,6,236
31477.0,11,4,162
31483.0,1,8,280
31490.0,11,9,81
31493.0,2,12,279
31494.0,2,11,288
31503.093300758,11,14,153
31508.0,11,5,198
31509.0,2,13,244
31511.179294928,1,15,297
31517.896296652,11,5,198
31524.0,2,1,261
31524.861550589,1,6,306
31534.0,2,6,218
31537.0,11,4,171
31543.0,1,8,271
31550.0,11,9,91
31553.0,2,12,280
31554.0,2,11,289
31569.0,2,13,235
31571.0,1,15,297
31584.0,1,6,315
31584.0,2,1,243
31594.0,2,6,200
31597.0,11,4,180
31598.040834864,1,13,306
31603.0,1,8,253
31610.0,11,9,109
31613.0,2,12,272
31614.0,2,11,281
31619.959251169,11,4,189
31629.0,2,13,217
31631.0,1,15,288
31644.0,2,1,234
31644.0,1,6,315
31654.0,2,6,181
31658.0,1,13,315
31663.0,1,8,244
31670.0,11,9,127
31673.0,2,12,255
31674.0,2,11,273
31678.553299341,1,1,306
31689.0,2,13,199
31691.0,1,15,289
31704.0,1,6,1
31704.0,2,1,225
31714.0,2,6,172
31718.0,1,13,315
31723.0,1,8,234
31730.0,11,9,145
31733.0,2,12,228
31734.0,2,11,248
31738.0,1,1,315
31749.0,2,13,190
31751.0,1,15,281
31764.0,1,6,10
31764.0,2,1,216
31774.0,2,6,162
31778.0,1,13,1
31783.0,1,8,225
31788.142819202,1,12,0
31790.0,11,9,154
31793.0,2,12,201
31794.0,2,11,185
31798.0,1,1,315
31804.966275175,11,10,72
31809.0,2,13,180
31811.0,1,15,273
31824.0,1,6,29
31824.0,2,1,198
31834.0,2,6,162
31838.0,1,13,10
31838.192085927,1,11,9
31843.0,1,8,216
31848.0,1,12,9
31850.0,11,9,162
31853.0,2,12,173
31854.0,2,11,156
31858.0,1,1,316
31864.0,11,10,81
31866.25744055,1,8,216
31869.0,2,13,171
31871.0,1,15,247
31882.845359811,2,6,153
31884.0,1,6,47
31884.0,2,1,189
31898.0,1,13,29
31898.0,1,11,18
31908.0,1,12,18
31910.0,11,9,171
31913.0,2,12,163
31914.0,2,11,155
31918.0,1,1,2
31924.0,11,10,90
31929.0,2,13,162
31931.0,1,15,210
31938.180852297,2,13,162
31939.257364319,1,10,279
31944.0,2,1,189
31944.0,1,6,65
31958.0,1,13,47
31958.0,1,11,27
31968.0,1,12,27
31970.0,11,9,180
31972.250898313,2,1,180
31973.0,2,12,154
31974.0,2,11,145
31977.708966602,11,3,54
31978.0,1,1,21
31978.637614584,11,9,180
31984.0,11,10,99
31991.0,1,15,191
31999.0,1,10,279
32004.0,1,6,82
32018.0,1,13,74
32018.0,1,11,36
32028.0,1,12,37
32033.0,2,12,153
32034.0,2,11,144
32037.0,11,3,54
32038.0,1,1,49
32044.0,11,10,117
32051.0,1,15,172
32059.0,1,10,270
32064.0,1,6,91
32075.257913758,9,5,126
32078.0,1,13,92
32078.0,1,11,45
32088.0,1,12,46
32093.0,2,12,153
32094.0,2,11,144
32097.0,11,3,63
32098.0,1,1,85
32104.0,11,10,126
32109.4962485,11,7,27
32111.0,1,15,172
32112.387305528,2,12,153
32119.0,1,10,261
32124.0,1,6,99
32130.571590856,2,11,144
32134.360086604,9,4,108
32135.0,9,5,126
32138.0,1,11,54
32138.0,1,13,100
32148.0,1,12,64
32157.0,11,3,64
32158.0,1,1,111
32164.0,11,10,135
32164.075371926,3,11,207
32169.0,11,7,27
32171.0,1,15,162
32179.0,1,10,243
32184.0,1,6,99
32194.0,9,4,108
32195.0,9,5,135
32198.0,1,11,63
32198.0,1,13,108
32208.0,1,12,72
32212.991924158,3,12,207
32217.0,11,3,83
32217.556595871,1,3,288
32218.0,1,1,119
32222.223791316,9,2,117
32222.740262861,9,14,108
32224.0,11,10,144
32224.0,3,11,207
32229.0,11,7,27
32231.0,1,15,162
32239.0,1,10,234
32243.942010408,1,6,108
32254.0,9,4,117
32254.922959212,11,10,144
32255.0,9,5,145
32258.0,1,13,108
32258.0,1,11,72
32265.63501382,1,15,162
32268.0,1,12,81
32272.0,3,12,207
32277.0,11,3,101
32277.0,1,3,279
32278.0,1,1,127
32282.0,9,14,117
32282.0,9,2,126
32283.201872609,10,11,207
32284.0,3,11,207
32289.0,11,7,28
32299.0,1,10,225
32314.0,9,4,127
32315.0,9,5,163
32318.0,1,11,81
32318.0,1,13,117
32328.0,1,12,90
32332.0,3,12,207
32336.284380801,1,13,117
32337.0,1,3,270
32337.0,11,3,128
32338.0,1,1,126
32342.0,9,2,135
32342.0,9,14,126
32343.0,10,11,198
32344.0,3,11,208
32349.0,11,7,29
32353.569564879,9,9,54
32356.730863136,3,13,189
32359.0,1,10,216
32370.33699602,1,11,90
32372.349291565,3,6,180
32374.0,9,4,136
32375.0,9,5,172
32388.0,1,12,99
32388.9724015,3,1,216
32392.0,3,12,208
32397.0,1,3,261
32397.0,11,3,146
32398.0,1,1,126
32402.0,9,2,144
32402.0,9,14,135
32403.0,10,11,189
32404.0,3,11,200
32409.0,11,7,14
32409.478341006,1,12,99
32413.0,9,9,54
32416.0,3,13,189
32419.0,1,10,207
32432.0,3,6,171
32434.0,9,4,155
32435.0,9,5,190
32436.770733796,1,7,288
32443.738621197,1,1,135
32448.0,3,1,207
32452.0,3,12,209
32457.0,1,3,253
32457.0,11,3,163
32462.0,9,14,145
32462.0,9,2,162
32463.0,10,11,180
32464.0,3,11,201
32466.25076339,1,10,207
32469.0,11,7,259
32473.0,9,9,54
32476.0,3,13,189
32492.0,3,6,162
32494.0,9,4,173
32495.0,9,5,208
32496.0,1,7,279
32508.0,3,1,207
32512.0,3,12,210
32517.0,1,3,244
32517.0,11,3,171
32522.0,9,14,163
32522.0,9,2,171
32523.0,10,11,171
32524.0,3,11,195
32529.0,11,7,211
32533.0,9,9,55
32536.0,3,13,181
