Time,Satellite,Target,Bin
13561.0,4,5,57
13566.0,4,2,82
13585.0,4,14,64
13586.0,2,13,279
13587.951273739,2,15,270
13597.0,4,8,63
13598.0,4,4,55
13599.0,2,6,280
13621.0,4,5,55
13626.0,4,2,73
13645.0,4,14,54
13646.0,2,13,288
13647.0,2,15,270
13656.187385799,2,8,252
13657.0,4,8,54
13658.0,4,4,45
13659.0,2,6,298
13679.243564579,2,1,297
13681.0,4,5,55
13686.0,4,2,63
13695.643474399,1,6,270
13695.992354882,4,8,54
13705.0,4,14,54
13706.0,2,13,297
13707.0,2,15,270
13716.0,2,8,243
13718.0,4,4,45
13719.0,2,6,307
13735.150041375,4,4,45
13737.057029977,4,14,54
13739.0,2,1,297
13741.0,4,5,54
13746.0,4,2,54
13747.669099194,10,11,198
13755.0,1,6,279
13766.0,2,13,315
13767.0,2,15,271
13776.0,2,8,234
13779.0,2,6,1
13779.645190572,4,2,54
13799.0,2,1,306
13801.0,4,5,54
13807.0,10,11,198
13809.40326459,10,12,198
13815.0,1,6,288
13822.312608417,1,8,270
13826.0,2,13,1
13826.334729436,4,5,54
13827.0,2,15,281
13836.0,2,8,225
13839.0,2,6,19
13859.0,2,1,315
13867.0,10,11,189
13869.0,10,12,189
13875.0,1,6,297
13882.0,1,8,270
13882.098143457,1,15,279
13886.0,2,13,9
13887.0,2,15,291
13896.0,2,8,216
13899.0,2,6,28
13919.0,2,1,9
13927.0,10,11,180
13929.0,10,12,189
13935.0,1,6,306
13942.0,1,8,261
13942.0,1,15,288
13946.0,2,13,27
13947.0,2,15,5
13956.0,2,8,207
13959.0,2,6,36
13979.0,2,1,18
13985.329277991,2,10,306
13987.0,10,11,172
13989.0,10,12,180
13995.0,1,6,315
14002.0,1,15,297
14002.0,1,8,262
14006.0,2,13,36
14007.0,2,15,49
14012.029884352,2,9,279
14016.0,2,8,198
14019.0,2,6,45
14024.97901594,1,2,297
14038.997214287,1,14,297
14039.0,2,1,27
14045.0,2,10,306
14047.0,10,11,163
14049.0,10,12,172
14055.0,1,6,0
14062.0,1,8,254
14062.0,1,15,306
14066.0,2,13,45
14067.0,2,15,75
14070.160508995,10,1,189
14072.0,2,9,270
14076.0,2,8,189
14079.0,2,6,45
14084.0,1,2,288
14095.802874978,2,6,54
14098.0,1,14,288
14098.749493752,8,7,108
14099.0,2,1,36
14105.0,2,10,315
14107.0,10,11,145
14109.0,10,12,154
14112.093938308,1,6,0
14122.0,1,8,237
14122.0,1,15,315
14123.520354239,2,8,180
14126.0,2,13,45
14127.0,2,15,83
14130.0,10,1,180
14132.0,2,9,261
14132.080469444,2,13,45
14133.901457927,1,4,297
14144.0,1,2,288
14158.0,1,14,288
14158.0,8,7,108
14159.0,2,1,45
14162.823940294,1,5,297
14165.0,2,10,1
14167.0,10,11,136
14169.0,10,12,145
14182.0,1,15,9
14182.0,1,8,210
14187.0,2,15,91
14190.0,10,1,171
14192.0,2,9,253
14193.0,1,4,288
14199.05341662,2,1,45
14204.0,1,2,280
14210.18647643,3,7,198
14218.0,1,14,280
14218.0,8,7,117
14222.0,1,5,288
14225.0,2,10,10
14227.0,10,11,118
14229.0,10,12,136
14234.00636324,1,9,306
14242.0,1,15,18
14242.0,1,8,183
14247.0,2,15,90
14250.0,10,1,162
14252.0,2,9,244
14253.0,1,4,288
14264.0,1,2,271
14270.0,3,7,198
14278.0,8,7,127
14278.0,1,14,271
14282.0,1,5,279
14285.0,2,10,28
14287.0,10,11,108
14289.0,10,12,126
14294.0,1,9,315
14302.0,1,15,27
14302.0,1,8,155
14307.0,2,15,90
14310.0,10,1,153
14312.0,2,9,226
14313.0,1,4,280
14320.550998275,10,3,252
14324.0,1,2,254
14330.0,3,7,198
14338.0,8,7,136
14338.0,1,14,254
14342.0,1,5,270
14345.0,2,10,46
14347.0,10,11,108
14349.0,10,12,117
14351.31813565,2,15,90
14354.0,1,9,315
14362.0,1,15,36
14362.0,1,8,145
14370.0,10,1,144
14372.0,2,9,217
14373.0,1,4,271
14380.0,10,3,252
14384.0,1,2,236
14390.0,3,7,199
14394.743928308,3,3,180
14398.0,8,7,154
14398.0,1,14,236
14402.0,1,5,261
14405.0,2,10,64
14407.0,10,11,99
14409.0,10,12,108
14414.0,1,9,1
14421.472010927,10,10,216
14422.0,1,8,136
14422.0,1,15,45
14430.0,10,1,135
14432.0,2,9,199
14433.0,1,4,253
14434.609280284,10,11,99
14440.0,10,3,261
14444.0,1,2,217
14450.0,3,7,209
14454.0,3,3,180
14455.954229871,1,15,45
14458.0,1,14,218
14458.0,8,7,172
14462.0,1,5,252
14465.0,2,10,73
14465.63359963,10,12,99
14474.0,1,9,10
14474.599123747,10,7,288
14481.0,10,10,207
14482.0,1,8,135
14490.0,10,1,126
14492.0,2,9,190
14493.0,1,4,236
14500.0,10,3,262
14504.0,1,2,208
14510.0,3,7,219
14514.0,3,3,171
14518.0,8,7,190
14518.0,1,14,200
14522.0,1,5,234
14524.458014177,10,1,126
14525.0,2,10,81
14534.0,10,7,288
14534.0,1,9,20
14541.0,10,10,198
14542.0,1,8,135
14552.0,2,9,180
14553.0,1,4,217
14560.0,10,3,263
14564.0,1,2,190
14570.0,3,7,248
14574.0,3,3,172
14578.0,1,14,181
14578.0,8,7,198
14578.012295286,1,8,135
14582.0,1,5,225
14585.0,2,10,90
14594.0,1,9,48
14594.0,10,7,297
14601.0,10,10,189
14612.0,2,9,171
14613.0,1,4,208
14620.0,10,3,273
14624.0,1,2,189
14630.0,3,7,302
14634.0,3,3,164
14638.0,1,14,180
14638.0,8,7,207
14642.0,1,5,216
14645.0,2,10,99
14654.0,10,7,306
14654.0,1,9,74
14661.0,10,10,180
14666.216158465,2,9,171
14672.394574827,2,10,99
14673.0,1,4,199
14679.251812583,5,7,117
14680.0,10,3,293
14684.0,1,2,180
14690.0,3,7,3
14694.0,3,3,147
14698.0,8,7,216
14698.0,1,14,171
14702.0,1,5,207
14714.0,10,7,315
14714.0,1,9,92
14721.0,10,10,171
14724.312385403,8,7,216
14726.648978765,1,2,180
14733.0,1,4,189
14739.0,5,7,126
14739.342050819,1,5,207
14740.0,10,3,24
14750.0,3,7,11
14754.0,3,3,120
14758.0,1,14,171
14764.210538327,3,10,162
14767.387144221,1,14,171
14774.0,10,7,1
14774.0,1,9,100
14781.0,10,10,162
14793.0,1,4,180
14799.0,5,7,135
14800.0,10,3,58
14810.0,3,7,19
14814.0,3,3,93
14824.0,3,10,153
14829.339159236,1,4,180
14834.0,10,7,19
14834.0,1,9,109
14841.0,10,10,153
14859.0,5,7,144
14860.0,10,3,74
14870.0,3,7,18
14874.0,3,3,65
14884.0,3,10,144
14894.0,1,9,117
14894.0,10,7,27
14901.0,10,10,144
14919.0,5,7,153
14920.0,10,3,82
14930.0,3,7,18
14934.0,3,3,55
14944.0,3,10,135
14954.0,1,9,117
14954.0,10,7,36
14961.0,10,10,135
14979.0,5,7,171
14980.0,10,3,82
14980.335874957,1,9,117
14986.588917027,3,7,27
14994.0,3,3,46
14997.702221292,10,10,135
15004.0,3,10,127
15014.0,10,7,45
15039.0,5,7,180
15040.0,10,3,81
15054.0,3,3,45
15064.0,3,10,109
15074.0,10,7,54
15081.670270415,3,9,189
15099.0,5,7,189
15100.0,10,3,81
15114.0,3,3,45
15118.491193799,10,7,54
15124.0,3,10,100
15141.0,3,9,189
15144.845268231,10,3,81
15156.182263113,3,3,36
15159.0,5,7,198
15183.098899934,5,7,198
15184.0,3,10,90
15201.0,3,9,180
15244.0,3,10,81
15254.617433909,9,5,81
15261.0,3,9,172
15304.0,3,10,72
15314.0,9,5,81
15321.0,3,9,163
15364.0,3,10,63
15374.0,9,5,90
15381.0,3,9,155
15384.617178988,9,4,81
15389.785270802,3,10,63
15434.0,9,5,108
15441.0,3,9,128
15444.0,9,4,81
15451.919773618,3,4,198
15453.041498931,9,2,99
15494.0,9,5,117
15501.0,3,9,110
15504.0,9,4,90
15511.0,3,4,189
15513.0,9,2,108
15518.099665041,3,14,171
15530.96020197,9,14,99
15554.0,9,5,126
15561.0,3,9,91
15564.0,9,4,108
15567.578405067,3,5,207
15571.0,3,4,180
15573.0,9,2,117
15578.0,3,14,171
15590.0,9,14,108
15605.10284177,3,2,171
15614.0,9,5,144
15621.0,3,9,82
15624.0,9,4,117
15627.0,3,5,198
15628.25454551,9,2,126
15631.0,3,4,171
15638.0,3,14,162
15641.113053723,9,14,117
15665.0,3,2,162
15674.0,9,5,153
15681.0,3,9,72
15684.0,9,4,126
15687.0,3,5,189
15691.0,3,4,162
15698.0,3,14,153
15725.0,3,2,153
15734.0,9,5,162
15741.0,3,9,72
15744.0,9,4,135
15747.0,3,5,180
15751.0,3,4,154
15758.0,3,14,144
15758.018982329,12,11,198
15785.0,3,2,144
15794.0,9,5,171
15801.0,3,9,72
15804.0,9,4,144
15807.0,3,5,171
15811.0,3,4,144
15811.585416174,3,9,63
15817.187739486,9,5,171
15818.0,3,14,135
15818.0,12,11,207
15830.985104123,12,12,216
15845.0,3,2,135
15856.387175643,9,4,153
15867.0,3,5,162
15871.0,3,4,126
15878.0,12,11,216
15878.0,3,14,126
15890.0,12,12,216
15905.0,3,2,126
15909.223968277,3,2,126
15923.233611734,3,14,117
15927.0,3,5,153
15931.0,3,4,117
15938.0,12,11,225
15950.0,12,12,225
15969.025693127,12,6,198
15987.0,3,5,144
15991.0,3,4,117
15998.0,12,11,234
16003.026797067,12,13,216
16010.0,12,12,234
16029.0,12,6,207
16047.0,3,5,135
16051.0,3,4,108
16053.661198745,3,4,108
16058.0,12,11,252
16063.0,12,13,225
16070.0,12,12,243
16089.0,12,6,207
16107.0,3,5,126
16118.0,12,11,261
16123.0,12,13,234
16128.698196055,3,5,126
16130.0,12,12,261
16149.0,12,6,216
16178.0,12,11,270
16183.0,12,13,243
16190.0,12,12,270
16209.0,12,6,235
16238.0,12,11,279
16243.0,12,13,252
16250.0,12,12,279
16269.0,12,6,244
16298.0,12,11,288
16303.0,12,13,261
16310.0,12,12,279
16329.0,12,6,262
16331.909620654,12,12,288
16333.181711749,12,11,288
16363.0,12,13,270
16389.0,12,6,271
16413.737890768,12,15,261
16423.0,12,13,279
16449.0,12,6,279
16469.847721573,12,8,261
16473.0,12,15,270
16483.0,12,13,288
16509.0,12,6,288
16521.341440962,12,13,297
16529.0,12,8,261
16533.0,12,15,279
16569.0,12,6,297
16589.0,12,8,270
16593.0,12,15,288
16597.684954396,12,15,288
16628.623862241,12,6,306
16649.0,12,8,280
16699.906952095,12,2,315
16709.0,12,8,289
16736.696306753,12,14,315
16759.0,12,2,315
16769.0,12,8,307
16796.0,12,14,0
16810.240520995,12,5,0
16819.0,12,2,0
16829.0,12,8,317
16856.0,12,14,0
16856.497456173,12,4,0
16870.0,12,5,9
16879.0,12,2,9
16889.0,12,8,10
16916.0,12,4,9
16916.0,12,14,9
16930.0,12,5,9
16939.0,12,2,19
16949.0,12,8,28
16976.0,12,4,18
16976.0,12,14,27
16990.0,12,5,18
16999.0,12,2,37
17009.0,12,8,37
17036.0,12,4,27
17036.0,12,14,36
17050.0,12,5,37
17059.0,12,2,46
17069.0,12,8,45
17096.0,12,4,36
17096.0,12,14,45
17110.0,12,5,46
17119.0,12,2,54
17129.0,12,8,54
17156.0,12,4,45
17156.0,12,14,54
17170.0,12,5,64
17179.0,12,2,63
17189.0,12,8,54
17192.829786761,12,8,54
17216.0,12,14,63
17216.0,12,4,54
17230.0,12,5,73
17239.0,12,2,72
17276.0,12,14,72
17276.0,12,4,63
17290.0,12,5,81
17298.333968955,12,14,72
17299.0,12,2,81
17336.0,12,4,72
17337.589437119,12,2,81
17350.0,12,5,90
17362.723080854,12,4,72
17410.0,12,5,99
17470.0,12,5,108
17478.778801334,12,5,108
17693.809583395,4,7,162
17753.0,4,7,162
17813.0,4,7,153
17873.0,4,7,154
17903.697285662,7,7,99
17924.270100049,4,3,153
17933.0,4,7,146
17963.0,7,7,108
17984.0,4,3,144
17993.0,4,7,129
18023.0,7,7,117
18044.0,4,3,144
18053.0,4,7,94
18083.0,7,7,126
18104.0,4,3,136
18113.0,4,7,57
18143.0,7,7,135
18164.0,4,3,118
18173.0,4,7,38
18203.0,7,7,144
18224.0,4,3,101
18233.0,4,7,28
18258.859559674,4,10,144
18263.0,7,7,153
18284.0,4,3,83
18293.0,4,7,27
18318.0,4,10,144
18323.0,7,7,162
18344.0,4,3,64
18353.0,4,7,27
18378.0,4,10,135
18383.0,7,7,171
18392.831492104,7,7,171
18404.0,4,3,46
18409.648783932,4,7,18
18438.0,4,10,127
18464.0,4,3,36
18498.0,4,10,118
18521.912113203,4,9,198
18524.0,4,3,36
18558.0,4,10,100
18581.0,4,9,198
18584.0,4,3,27
18600.980887335,4,3,27
18618.0,4,10,82
18641.0,4,9,198
18678.0,4,10,64
18701.0,4,9,208
18738.0,4,10,55
18761.0,4,9,209
18798.0,4,10,45
18821.0,4,9,229
18831.679699279,4,14,207
18835.956515488,4,4,225
18858.0,4,10,36
18873.872610665,4,2,207
18881.0,4,9,266
18891.0,4,14,207
18895.0,4,4,225
18916.818952234,4,10,36
18930.456070849,4,5,234
18933.0,4,2,207
18941.0,4,9,319
18951.0,4,14,198
18955.0,4,4,225
18966.005286624,4,8,144
18990.0,4,5,234
18993.0,4,2,207
19001.0,4,9,11
19011.0,4,14,199
19015.0,4,4,226
19026.0,4,8,135
19050.0,4,5,234
19053.0,4,2,199
19061.0,4,9,19
19071.0,4,14,191
19075.0,4,4,236
19086.0,4,8,126
19110.0,4,5,244
19113.0,4,2,191
19121.0,4,9,19
19131.0,4,14,183
19135.0,4,4,247
19146.0,4,8,117
19170.0,4,5,245
19173.0,4,2,174
19181.0,4,9,27
19191.0,4,14,139
19195.0,4,4,285
19206.0,4,8,108
19230.0,4,5,256
19233.0,4,2,148
19241.0,4,9,27
19251.0,4,14,103
19255.0,4,4,41
19262.389219154,4,9,27
19266.0,4,8,90
19290.0,4,5,294
19293.0,4,2,111
19311.0,4,14,83
19315.0,4,4,48
19326.0,4,8,81
19350.0,4,5,50
19353.0,4,2,92
19371.0,4,14,73
19371.03688969,2,6,279
19375.0,4,4,55
19386.0,4,8,72
19410.0,4,5,66
19413.0,4,2,82
19431.0,4,14,64
19431.0,2,6,279
19435.0,4,4,55
19446.0,4,8,63
19466.745945387,2,13,288
19470.0,4,5,64
19473.0,4,2,72
19484.219354153,2,15,270
19484.687629171,4,8,63
19491.0,4,14,63
19491.0,2,6,288
19495.0,4,4,54
19499.511966683,2,8,261
19524.251813322,8,7,108
19526.0,2,13,288
19530.0,4,5,64
19533.0,4,2,72
19544.0,2,15,270
19551.0,4,14,63
19551.0,2,6,298
19555.0,4,4,54
19559.0,2,8,252
19566.205957909,4,14,63
19581.82043464,2,1,297
19581.888412767,4,4,54
19584.0,8,7,108
19586.0,2,13,297
19590.0,4,5,72
19593.0,4,2,72
19602.317710156,4,2,72
19604.0,2,15,270
19611.0,2,6,307
19619.0,2,8,243
19640.632931234,1,8,288
19641.0,2,1,297
19644.0,8,7,117
19646.0,2,13,307
19650.0,4,5,72
19664.0,2,15,271
19671.0,2,6,2
19674.464069119,2,12,315
19676.93963252,4,5,72
19679.0,2,8,234
19700.0,1,8,279
19701.0,2,1,306
19704.0,8,7,127
19706.0,2,13,316
19724.0,2,15,263
19731.0,2,6,20
19734.0,2,12,0
19739.0,2,8,225
19760.0,1,8,279
19761.0,2,1,316
19764.0,8,7,145
19766.0,2,13,10
19784.0,2,15,255
19791.0,2,6,38
19791.18885478,2,11,9
19794.0,2,12,9
19794.74451401,1,15,297
19799.0,2,8,216
19799.335748771,2,8,216
19806.168180705,1,6,306
19820.0,1,8,271
19821.0,2,1,1
19824.0,8,7,163
19826.0,2,13,28
19844.0,2,15,221
19851.0,2,6,55
19851.0,2,11,18
19854.0,1,15,297
19854.0,2,12,18
19858.806284256,2,10,288
19859.541557615,10,11,216
19860.416322585,1,2,297
19866.0,1,6,315
19880.0,1,8,262
19881.0,2,1,19
19881.673926854,1,14,297
19884.0,8,7,172
19884.651752382,2,11,27
19886.0,2,13,46
19904.0,2,15,175
19911.0,2,6,64
19914.0,1,15,306
19914.0,2,12,27
19918.0,2,10,288
19919.0,10,11,207
19919.862846704,10,12,207
19920.0,1,2,297
19926.0,1,6,0
19940.0,1,8,245
19941.0,2,1,37
19941.0,1,14,288
19944.0,8,7,190
19946.0,2,13,55
19964.0,2,15,147
19971.0,2,6,72
19974.0,2,12,36
19974.0,1,15,315
19978.0,2,10,288
19979.0,10,11,207
19979.0,10,12,207
19980.0,1,2,288
19986.0,1,6,9
20000.0,1,8,227
20001.0,1,14,279
20001.0,2,1,55
20004.0,8,7,198
20006.0,2,13,63
20012.800530714,1,4,288
20024.0,2,15,137
20031.0,2,6,72
20034.0,1,15,1
20034.0,2,12,45
20038.0,2,10,280
20039.0,10,12,198
20039.0,10,11,198
20040.0,1,2,279
20043.855703619,1,6,18
20053.010965511,2,12,45
20056.220528243,5,7,108
20060.0,1,8,200
20061.0,2,1,64
20061.0,1,14,270
20064.0,8,7,207
20066.0,2,13,72
20072.0,1,4,279
20082.531265214,1,9,297
20082.930416225,2,6,81
20084.0,2,15,136
20094.0,1,15,19
20098.0,2,10,281
20099.0,10,11,190
20099.0,10,12,189
20100.0,1,2,261
20116.0,5,7,117
20120.0,1,8,190
20121.0,2,1,72
20121.0,1,14,261
20124.0,8,7,216
20126.0,2,13,81
20130.575309045,8,7,216
20132.0,1,4,270
20140.050845182,2,3,315
20142.0,1,9,297
20144.0,2,15,126
20154.0,1,15,28
20158.0,2,10,264
20159.0,10,11,172
20159.0,10,12,181
20160.0,1,2,252
20160.072705406,2,13,81
20176.0,5,7,126
20180.0,1,8,172
20181.0,2,1,81
20181.0,1,14,253
20192.0,1,4,261
20200.0,2,3,315
20202.0,1,9,297
20203.752257526,10,1,189
20204.0,2,15,126
20214.0,1,15,46
20218.0,2,10,238
20219.0,10,11,163
20219.0,10,12,172
20220.0,1,2,243
20232.909547304,1,10,9
20236.0,5,7,135
20240.0,1,8,171
20241.0,2,1,90
20241.0,1,14,243
20241.731544252,2,15,126
20252.0,1,4,252
20260.0,2,3,0
20262.0,1,9,289
20263.0,10,1,189
20274.0,1,15,55
20274.984274468,2,1,90
20278.0,2,10,193
20279.0,10,11,145
20279.0,10,12,154
20280.0,1,2,234
20292.0,1,10,9
20296.0,5,7,153
20300.0,1,8,162
20301.0,1,14,225
20312.0,1,4,243
20320.0,2,3,1
20322.0,1,9,281
20323.0,10,1,180
20334.0,1,15,63
20338.0,2,10,164
20339.0,10,11,136
20339.0,10,12,145
20340.0,1,2,225
20352.0,1,10,18
20356.0,5,7,162
20360.0,1,8,162
20361.0,1,14,216
20369.438704403,1,8,162
20372.0,1,4,234
20380.0,2,3,19
20382.0,1,9,273
20383.0,10,1,171
20391.391000235,2,7,0
20394.0,1,15,72
20398.0,2,10,154
20399.0,10,12,135
20399.0,10,11,126
20400.0,1,2,216
20412.0,1,10,27
20413.233816122,1,2,216
20416.0,5,7,180
20421.0,1,14,216
20432.0,1,4,225
20439.422825072,3,3,225
20440.0,2,3,29
20442.0,1,9,246
20443.0,10,1,162
20451.0,2,7,9
20453.378451678,3,7,252
20454.0,1,15,81
20454.852238475,1,4,225
20458.0,2,10,154
20459.0,10,11,117
20459.0,10,12,126
20465.761704641,1,15,81
20468.443501903,1,14,207
20472.0,1,10,36
20476.0,5,7,189
20497.59489811,10,3,252
20499.0,3,3,225
20500.0,2,3,56
20502.0,1,9,210
20503.0,10,1,153
20511.0,2,7,18
20513.0,3,7,261
20518.0,2,10,144
20519.0,10,11,108
20519.0,10,12,117
20532.0,1,10,54
20536.0,5,7,198
20557.0,10,3,252
20559.0,3,3,234
20560.0,2,3,74
20562.0,1,9,191
20563.0,10,1,144
20571.0,2,7,27
20571.082673711,10,11,108
20572.79578924,10,1,144
20573.0,3,7,270
20578.0,2,10,144
20579.0,10,12,117
20580.168002048,5,7,198
20590.526471951,10,12,108
20592.0,1,10,63
20606.627206049,2,10,144
20609.395488592,10,7,279
20617.0,10,3,243
20619.0,3,3,244
20620.0,2,3,91
20622.0,1,9,181
20631.0,2,7,37
20633.0,3,7,279
20652.0,1,10,72
20658.485288914,3,10,198
20669.0,10,7,279
20677.0,10,3,244
20679.0,3,3,253
20680.0,2,3,109
20682.0,1,9,172
20691.0,2,7,55
20693.0,3,7,288
20712.0,1,10,81
20718.0,3,10,198
20729.0,10,7,279
20737.0,10,3,236
20739.0,3,3,271
20740.0,2,3,108
20742.0,1,9,171
20751.0,2,7,64
20753.0,3,7,297
20762.74028124,3,1,117
20772.0,1,10,90
20778.0,3,10,198
20787.996100277,10,10,189
20789.0,10,7,289
20797.0,10,3,227
20799.0,3,3,289
20800.0,2,3,117
20802.0,1,9,162
20805.60746627,1,10,90
20807.48108759,3,7,306
20811.0,2,7,82
20812.071304523,10,10,180
20822.0,3,1,108
20831.054176483,1,9,162
20836.14650877,10,10,180
20838.0,3,10,199
20838.581114818,9,5,90
20849.0,10,7,298
20857.0,10,3,211
20859.0,3,3,298
20859.737028518,2,3,117
20871.0,2,7,90
20882.0,3,1,99
20898.0,3,10,200
20898.0,9,5,90
20909.0,10,7,308
20917.0,10,3,175
20919.0,3,3,316
20931.0,2,7,99
20939.956375068,9,4,81
20942.0,3,1,90
20958.0,9,5,99
20958.0,3,10,192
20969.0,10,7,3
20973.29056811,9,2,90
20976.757209847,3,1,90
20977.0,10,3,147
20979.0,3,3,0
20991.0,2,7,108
20999.0,9,4,81
21006.08071817,9,14,90
21018.0,9,5,109
21018.0,3,10,168
21029.0,10,7,30
21030.402776151,2,7,108
21033.0,9,2,99
21036.75605139,3,9,216
21037.0,10,3,128
21039.0,3,3,9
21059.0,9,4,90
21066.0,9,14,90
21078.0,9,5,118
21078.0,3,10,87
21089.0,10,7,47
21093.0,9,2,108
21096.0,3,9,216
21097.0,10,3,118
21099.0,3,3,9
21119.0,9,4,100
21126.0,9,14,99
21138.0,3,10,66
21138.0,9,5,136
21142.055492536,3,3,18
21149.0,10,7,64
21153.0,9,2,117
21156.0,3,9,216
21157.0,10,3,118
21179.0,9,4,109
21186.0,9,14,117
21198.0,3,10,56
21198.0,9,5,154
21209.0,10,7,73
21213.0,9,2,126
21216.0,3,9,217
21217.0,10,3,108
21239.0,9,4,127
21246.0,9,14,126
21258.0,9,5,172
21258.0,3,10,55
21259.617429355,9,9,63
21269.0,10,7,72
21273.0,9,2,144
21276.0,3,9,209
21277.0,10,3,108
21299.0,9,4,145
21306.0,9,14,135
21307.608687559,10,3,108
21318.0,9,5,181
21318.0,3,10,54
21319.0,9,9,63
21329.0,10,7,81
21333.0,9,2,153
21336.0,3,9,201
21359.0,9,4,163
21366.0,9,14,144
21378.0,9,5,189
21378.0,3,10,45
21379.0,9,9,72
21384.781540361,3,4,216
21389.0,10,7,81
21393.0,9,2,162
21396.0,3,9,175
21399.31593022,10,7,81
21404.075876184,3,14,198
21419.0,9,4,171
21426.0,9,14,153
21438.0,9,5,198
21438.0,3,10,45
21439.0,9,9,82
21440.943309063,9,2,162
21441.48665983,3,10,45
21444.0,3,4,207
21456.0,3,9,130
21464.0,3,14,189
21479.0,9,4,180
21483.18078579,9,5,198
21486.0,9,14,162
21494.030753069,9,14,162
21499.0,9,9,91
21503.088044568,3,2,189
21504.0,3,4,198
21516.0,3,9,102
21524.0,3,14,180
21527.620526395,3,5,216
21539.0,9,4,180
21559.0,9,9,109
21563.0,3,2,180
21564.0,3,4,189
21566.918027496,9,4,189
21576.0,3,9,83
21584.0,3,14,171
21587.0,3,5,207
21619.0,9,9,127
21623.0,3,2,171
21624.0,3,4,180
21636.0,3,9,82
21644.0,3,14,162
21647.0,3,5,198
21679.0,9,9,136
21683.0,3,2,162
21684.0,3,4,171
21696.0,3,9,81
21704.0,3,14,153
21707.0,3,5,189
21739.0,9,9,153
21743.0,3,2,153
21744.0,3,4,162
21756.0,3,9,72
21764.0,3,14,144
21767.0,3,5,180
21775.720636674,3,2,153
21799.0,9,9,162
21804.0,3,4,144
21816.0,3,9,72
21816.409450457,3,9,72
21824.0,3,14,135
21825.529709045,3,14,135
21827.0,3,5,171
21859.0,9,9,162
21864.0,3,4,135
21876.367450305,9,9,162
21887.0,3,5,162
21924.0,3,4,135
21947.0,3,5,153
21965.819667486,3,4,126
21986.156910953,3,5,153
21986.772951959,9,3,63
22046.0,9,3,72
22077.194975746,9,7,45
22106.0,9,3,81
22137.0,9,7,54
22166.0,9,3,90
22197.0,9,7,63
22226.0,9,3,108
22257.0,9,7,73
22286.0,9,3,117
22317.0,9,7,82
22335.421167331,12,8,279
22346.0,9,3,126
22377.0,9,7,101
22395.0,12,8,288
22406.0,9,3,135
22437.0,9,7,118
22455.0,12,8,288
22458.377633566,9,3,144
22497.0,9,7,136
22515.0,12,8,298
22528.852372784,12,2,0
22557.0,9,7,145
22563.583014435,12,14,0
22575.0,12,8,307
22588.0,12,2,0
22610.972407258,12,5,0
22617.0,9,7,153
22623.0,12,14,0
22635.0,12,8,2
22646.864196462,12,4,0
22648.0,12,2,9
22670.0,12,5,9
22677.0,9,7,162
22683.0,12,14,9
22695.0,12,8,20
22706.0,12,4,9
22708.0,12,2,10
22725.068156587,9,7,162
22730.0,12,5,9
22743.0,12,14,19
22755.0,12,8,38
22766.0,12,4,9
22768.0,12,2,19
22790.0,12,5,10
22803.0,12,14,28
22815.0,12,8,55
22826.0,12,4,19
22828.0,12,2,38
22850.0,12,5,20
22863.0,12,14,37
22875.0,12,8,64
22886.0,12,4,28
22888.0,12,2,56
22910.0,12,5,39
22923.0,12,14,55
22935.0,12,8,72
22946.0,12,4,46
22948.0,12,2,74
22970.0,12,5,58
22983.0,12,14,73
22995.0,12,8,72
23006.0,12,4,65
23008.0,12,2,91
23030.0,12,5,94
23043.0,12,14,82
23055.0,12,8,81
23066.0,12,4,82
23068.0,12,2,100
23068.189315083,12,8,81
23090.0,12,5,120
23103.0,12,14,90
23126.0,12,4,91
23128.0,12,2,108
23150.0,12,5,128
23163.0,12,14,99
23186.0,12,4,100
23188.0,12,2,117
23210.0,12,5,136
23223.0,12,14,108
23246.0,12,4,108
23248.0,12,2,117
23269.09229661,12,14,108
23269.214294688,12,2,117
23270.0,12,5,144
23275.256155037,7,7,72
23306.0,12,4,117
23330.0,12,5,144
23335.0,7,7,72
23351.494369418,7,3,108
23364.639559067,12,4,117
23388.490375571,12,5,144
23395.0,7,7,81
23411.0,7,3,117
23455.0,7,7,91
23471.0,7,3,126
23515.0,7,7,100
23531.0,7,3,135
23575.0,7,7,119
23591.0,7,3,144
23635.0,7,7,146
23649.00323242,4,7,216
23651.0,7,3,153
23695.0,7,7,164
23709.0,4,7,225
23711.0,7,3,162
23721.317227398,7,3,162
23755.0,7,7,181
23769.0,4,7,234
23778.622708869,4,3,207
23815.0,7,7,190
23829.0,4,7,243
23838.0,4,3,216
23875.0,7,7,189
23889.0,4,7,261
23898.0,4,3,216
23935.0,7,7,198
23949.0,4,7,270
23958.0,4,3,226
23964.539015498,7,7,198
24009.0,4,7,279
24018.0,4,3,244
24054.957059289,4,10,198
24069.0,4,7,288
24078.0,4,3,253
24114.0,4,10,198
24126.493643212,4,7,297
24138.0,4,3,271
24141.431520038,4,1,117
24174.0,4,10,207
24198.0,4,3,289
24201.0,4,1,108
24234.0,4,10,208
24258.0,4,3,297
24261.0,4,1,99
24294.0,4,10,227
24308.50860361,4,15,135
24318.0,4,3,306
24321.0,4,1,90
24354.0,4,10,246
24368.0,4,15,135
24378.0,4,3,315
24381.0,4,1,81
24414.0,4,10,273
24415.614579683,4,3,315
24428.0,4,15,126
24441.0,4,1,72
24453.441923996,4,9,234
24474.0,4,10,300
24488.0,4,15,117
24501.0,4,1,63
