,Lon,Lat,Index
1122,116.25,76.822581,0
1123,123.75,76.822581,1
1114,101.25,76.822581,2
1115,108.75,76.822581,3
1124,131.25,76.822581,4
1119,116.25,74.854839,5
1120,123.75,74.854839,6
1121,131.25,74.854839,7
1111,93.75,74.854839,8
1112,101.25,74.854839,9
1128,138.75,74.854839,10
1129,146.25,74.854839,11
1130,153.75,74.854839,12
1113,108.75,74.854839,13
1107,86.25,72.887097,14
1106,78.75,72.887097,15
1105,71.25,72.887097,16
1108,93.75,72.887097,17
1109,101.25,72.887097,18
1110,108.75,72.887097,19
1131,161.25,72.887097,20
1117,123.75,72.887097,21
1118,131.25,72.887097,22
1125,138.75,72.887097,23
1126,146.25,72.887097,24
1127,153.75,72.887097,25
1116,116.25,72.887097,26
1036,35.454545,70.919355,27
1076,122.727273,70.919355,28
1085,139.090909,70.919355,29
1084,133.636364,70.919355,30
1049,73.636364,70.919355,31
1050,79.090909,70.919355,32
1077,128.181818,70.919355,33
1058,90.0,70.919355,34
1075,117.272727,70.919355,35
1057,84.545455,70.919355,36
1059,95.454545,70.919355,37
1068,111.818182,70.919355,38
1067,106.363636,70.919355,39
1086,144.545455,70.919355,40
1066,100.909091,70.919355,41
1104,177.272727,70.919355,42
1103,171.818182,70.919355,43
1093,150.0,70.919355,44
1094,155.454545,70.919355,45
1102,166.363636,70.919355,46
1095,160.909091,70.919355,47
1029,30.0,70.919355,48
1028,24.545455,70.919355,49
1040,51.818182,68.951613,50
1065,111.818182,68.951613,51
1064,106.363636,68.951613,52
1063,100.909091,68.951613,53
1025,19.090909,68.951613,54
1026,24.545455,68.951613,55
1056,95.454545,68.951613,56
1055,90.0,68.951613,57
1041,57.272727,68.951613,58
1054,84.545455,68.951613,59
1033,35.454545,68.951613,60
1048,79.090909,68.951613,61
1047,73.636364,68.951613,62
1035,46.363636,68.951613,63
1046,68.181818,68.951613,64
1042,62.727273,68.951613,65
1027,30.0,68.951613,66
1034,40.909091,68.951613,67
1099,166.363636,68.951613,68
1101,177.272727,68.951613,69
1091,155.454545,68.951613,70
1092,160.909091,68.951613,71
1083,144.545455,68.951613,72
1082,139.090909,68.951613,73
1081,133.636364,68.951613,74
1100,171.818182,68.951613,75
1090,150.0,68.951613,76
1074,128.181818,68.951613,77
1073,122.727273,68.951613,78
1072,117.272727,68.951613,79
1024,30.0,66.983871,80
1038,57.272727,66.983871,81
1098,177.272727,66.983871,82
1097,171.818182,66.983871,83
1023,24.545455,66.983871,84
1022,19.090909,66.983871,85
1031,40.909091,66.983871,86
1032,46.363636,66.983871,87
1096,166.363636,66.983871,88
1021,13.636364,66.983871,89
1070,122.727273,66.983871,90
1037,51.818182,66.983871,91
1069,117.272727,66.983871,92
1030,35.454545,66.983871,93
1039,62.727273,66.983871,94
1051,84.545455,66.983871,95
1089,160.909091,66.983871,96
1062,111.818182,66.983871,97
1061,106.363636,66.983871,98
1060,100.909091,66.983871,99
1071,128.181818,66.983871,100
1079,139.090909,66.983871,101
1053,95.454545,66.983871,102
1052,90.0,66.983871,103
1078,133.636364,66.983871,104
1080,144.545455,66.983871,105
1087,150.0,66.983871,106
1045,79.090909,66.983871,107
1044,73.636364,66.983871,108
1043,68.181818,66.983871,109
1088,155.454545,66.983871,110
978,100.0,65.016129,111
969,86.666667,65.016129,112
970,91.111111,65.016129,113
923,15.555556,65.016129,114
977,95.555556,65.016129,115
986,108.888889,65.016129,116
979,104.444444,65.016129,117
988,117.777778,65.016129,118
987,113.333333,65.016129,119
916,11.111111,65.016129,120
924,20.0,65.016129,121
968,82.222222,65.016129,122
932,28.888889,65.016129,123
925,24.444444,65.016129,124
961,77.777778,65.016129,125
960,73.333333,65.016129,126
959,68.888889,65.016129,127
952,64.444444,65.016129,128
951,60.0,65.016129,129
950,55.555556,65.016129,130
943,51.111111,65.016129,131
942,46.666667,65.016129,132
941,42.222222,65.016129,133
995,122.222222,65.016129,134
933,33.333333,65.016129,135
915,6.666667,65.016129,136
934,37.777778,65.016129,137
1018,166.666667,65.016129,138
1020,175.555556,65.016129,139
1005,140.0,65.016129,140
1006,144.444444,65.016129,141
1017,162.222222,65.016129,142
1019,171.111111,65.016129,143
1004,135.555556,65.016129,144
1013,157.777778,65.016129,145
1012,153.333333,65.016129,146
997,131.111111,65.016129,147
996,126.666667,65.016129,148
1011,148.888889,65.016129,149
1014,162.222222,63.048387,150
958,77.777778,63.048387,151
957,73.333333,63.048387,152
956,68.888889,63.048387,153
929,28.888889,63.048387,154
994,131.111111,63.048387,155
949,64.444444,63.048387,156
1015,166.666667,63.048387,157
1016,171.111111,63.048387,158
1009,153.333333,63.048387,159
948,60.0,63.048387,160
947,55.555556,63.048387,161
930,33.333333,63.048387,162
931,37.777778,63.048387,163
940,51.111111,63.048387,164
939,46.666667,63.048387,165
938,42.222222,63.048387,166
1010,157.777778,63.048387,167
965,82.222222,63.048387,168
993,126.666667,63.048387,169
976,104.444444,63.048387,170
992,122.222222,63.048387,171
914,11.111111,63.048387,172
913,6.666667,63.048387,173
1001,135.555556,63.048387,174
985,117.777778,63.048387,175
984,113.333333,63.048387,176
983,108.888889,63.048387,177
920,15.555556,63.048387,178
1003,144.444444,63.048387,179
1002,140.0,63.048387,180
975,100.0,63.048387,181
974,95.555556,63.048387,182
921,20.0,63.048387,183
922,24.444444,63.048387,184
1008,148.888889,63.048387,185
967,91.111111,63.048387,186
966,86.666667,63.048387,187
926,28.888889,61.080645,188
928,37.777778,61.080645,189
919,24.444444,61.080645,190
918,20.0,61.080645,191
927,33.333333,61.080645,192
911,6.666667,61.080645,193
917,15.555556,61.080645,194
935,42.222222,61.080645,195
912,11.111111,61.080645,196
980,108.888889,61.080645,197
936,46.666667,61.080645,198
972,100.0,61.080645,199
937,51.111111,61.080645,200
1000,144.444444,61.080645,201
999,140.0,61.080645,202
998,135.555556,61.080645,203
991,131.111111,61.080645,204
990,126.666667,61.080645,205
989,122.222222,61.080645,206
982,117.777778,61.080645,207
981,113.333333,61.080645,208
973,104.444444,61.080645,209
1007,148.888889,61.080645,210
971,95.555556,61.080645,211
954,73.333333,61.080645,212
945,60.0,61.080645,213
946,64.444444,61.080645,214
953,68.888889,61.080645,215
944,55.555556,61.080645,216
955,77.777778,61.080645,217
962,82.222222,61.080645,218
963,86.666667,61.080645,219
964,91.111111,61.080645,220
816,27.272727,59.112903,221
880,107.272727,59.112903,222
879,103.636364,59.112903,223
878,100.0,59.112903,224
871,96.363636,59.112903,225
870,92.727273,59.112903,226
869,89.090909,59.112903,227
862,85.454545,59.112903,228
861,81.818182,59.112903,229
860,78.181818,59.112903,230
815,23.636364,59.112903,231
851,67.272727,59.112903,232
817,30.909091,59.112903,233
853,74.545455,59.112903,234
852,70.909091,59.112903,235
824,34.545455,59.112903,236
844,63.636364,59.112903,237
843,60.0,59.112903,238
842,56.363636,59.112903,239
835,52.727273,59.112903,240
834,49.090909,59.112903,241
833,45.454545,59.112903,242
806,12.727273,59.112903,243
807,16.363636,59.112903,244
808,20.0,59.112903,245
825,38.181818,59.112903,246
898,129.090909,59.112903,247
905,136.363636,59.112903,248
904,132.727273,59.112903,249
896,121.818182,59.112903,250
910,158.181818,59.112903,251
897,125.454545,59.112903,252
889,118.181818,59.112903,253
888,114.545455,59.112903,254
887,110.909091,59.112903,255
826,41.818182,59.112903,256
906,140.0,59.112903,257
903,136.363636,57.145161,258
841,63.636364,57.145161,259
850,74.545455,57.145161,260
849,70.909091,57.145161,261
848,67.272727,57.145161,262
821,34.545455,57.145161,263
840,60.0,57.145161,264
839,56.363636,57.145161,265
885,114.545455,57.145161,266
822,38.181818,57.145161,267
823,41.818182,57.145161,268
908,158.181818,57.145161,269
909,161.818182,57.145161,270
832,52.727273,57.145161,271
831,49.090909,57.145161,272
830,45.454545,57.145161,273
902,132.727273,57.145161,274
886,118.181818,57.145161,275
857,78.181818,57.145161,276
803,12.727273,57.145161,277
876,103.636364,57.145161,278
893,121.818182,57.145161,279
894,125.454545,57.145161,280
895,129.090909,57.145161,281
877,107.272727,57.145161,282
868,96.363636,57.145161,283
867,92.727273,57.145161,284
804,16.363636,57.145161,285
805,20.0,57.145161,286
866,89.090909,57.145161,287
812,23.636364,57.145161,288
813,27.272727,57.145161,289
814,30.909091,57.145161,290
859,85.454545,57.145161,291
858,81.818182,57.145161,292
884,110.909091,57.145161,293
875,100.0,57.145161,294
809,23.636364,55.177419,295
802,20.0,55.177419,296
810,27.272727,55.177419,297
811,30.909091,55.177419,298
801,16.363636,55.177419,299
820,41.818182,55.177419,300
819,38.181818,55.177419,301
818,34.545455,55.177419,302
800,12.727273,55.177419,303
799,9.090909,55.177419,304
836,56.363636,55.177419,305
827,45.454545,55.177419,306
872,100.0,55.177419,307
828,49.090909,55.177419,308
907,158.181818,55.177419,309
900,136.363636,55.177419,310
