,Lon,Lat,Index
899,132.727273,55.177419,311
892,129.090909,55.177419,312
891,125.454545,55.177419,313
890,121.818182,55.177419,314
883,118.181818,55.177419,315
882,114.545455,55.177419,316
881,110.909091,55.177419,317
874,107.272727,55.177419,318
873,103.636364,55.177419,319
901,140.0,55.177419,320
865,96.363636,55.177419,321
846,70.909091,55.177419,322
829,52.727273,55.177419,323
864,92.727273,55.177419,324
837,60.0,55.177419,325
838,63.636364,55.177419,326
845,67.272727,55.177419,327
847,74.545455,55.177419,328
854,78.181818,55.177419,329
855,81.818182,55.177419,330
856,85.454545,55.177419,331
863,89.090909,55.177419,332
759,102.631579,53.209677,333
704,42.631579,53.209677,334
703,39.473684,53.209677,335
757,96.315789,53.209677,336
758,99.473684,53.209677,337
766,105.789474,53.209677,338
696,36.315789,53.209677,339
695,33.157895,53.209677,340
694,30.0,53.209677,341
750,93.157895,53.209677,342
767,108.947368,53.209677,343
705,45.789474,53.209677,344
714,55.263158,53.209677,345
749,90.0,53.209677,346
748,86.842105,53.209677,347
712,48.947368,53.209677,348
713,52.105263,53.209677,349
741,83.684211,53.209677,350
740,80.526316,53.209677,351
739,77.368421,53.209677,352
721,58.421053,53.209677,353
722,61.578947,53.209677,354
723,64.736842,53.209677,355
732,74.210526,53.209677,356
687,26.842105,53.209677,357
768,112.105263,53.209677,358
731,71.052632,53.209677,359
686,23.684211,53.209677,360
797,159.473684,53.209677,361
669,7.894737,53.209677,362
793,134.210526,53.209677,363
794,137.368421,53.209677,364
795,140.526316,53.209677,365
796,156.315789,53.209677,366
786,131.052632,53.209677,367
785,127.894737,53.209677,368
784,124.736842,53.209677,369
676,11.052632,53.209677,370
677,14.210526,53.209677,371
678,17.368421,53.209677,372
730,67.894737,53.209677,373
777,121.578947,53.209677,374
776,118.421053,53.209677,375
775,115.263158,53.209677,376
685,20.526316,53.209677,377
668,4.736842,53.209677,378
718,58.421053,51.241935,379
666,4.736842,51.241935,380
727,67.894737,51.241935,381
728,71.052632,51.241935,382
729,74.210526,51.241935,383
720,64.736842,51.241935,384
719,61.578947,51.241935,385
665,1.578947,51.241935,386
711,55.263158,51.241935,387
667,7.894737,51.241935,388
673,11.052632,51.241935,389
674,14.210526,51.241935,390
675,17.368421,51.241935,391
691,30.0,51.241935,392
710,52.105263,51.241935,393
709,48.947368,51.241935,394
702,45.789474,51.241935,395
701,42.631579,51.241935,396
700,39.473684,51.241935,397
682,20.526316,51.241935,398
693,36.315789,51.241935,399
692,33.157895,51.241935,400
684,26.842105,51.241935,401
683,23.684211,51.241935,402
781,124.736842,51.241935,403
791,137.368421,51.241935,404
755,99.473684,51.241935,405
754,96.315789,51.241935,406
782,127.894737,51.241935,407
783,131.052632,51.241935,408
747,93.157895,51.241935,409
746,90.0,51.241935,410
745,86.842105,51.241935,411
790,134.210526,51.241935,412
763,105.789474,51.241935,413
792,140.526316,51.241935,414
764,108.947368,51.241935,415
738,83.684211,51.241935,416
737,80.526316,51.241935,417
736,77.368421,51.241935,418
765,112.105263,51.241935,419
774,121.578947,51.241935,420
773,118.421053,51.241935,421
772,115.263158,51.241935,422
756,102.631579,51.241935,423
679,20.526316,49.274194,424
778,124.736842,49.274194,425
779,127.894737,49.274194,426
780,131.052632,49.274194,427
681,26.842105,49.274194,428
680,23.684211,49.274194,429
788,137.368421,49.274194,430
787,134.210526,49.274194,431
689,33.157895,49.274194,432
789,140.526316,49.274194,433
672,17.368421,49.274194,434
671,14.210526,49.274194,435
670,11.052632,49.274194,436
798,358.421053,49.274194,437
664,7.894737,49.274194,438
663,4.736842,49.274194,439
662,1.578947,49.274194,440
734,80.526316,49.274194,441
688,30.0,49.274194,442
733,77.368421,49.274194,443
690,36.315789,49.274194,444
753,102.631579,49.274194,445
735,83.684211,49.274194,446
771,121.578947,49.274194,447
726,74.210526,49.274194,448
725,71.052632,49.274194,449
724,67.894737,49.274194,450
742,86.842105,49.274194,451
744,93.157895,49.274194,452
717,64.736842,49.274194,453
716,61.578947,49.274194,454
715,58.421053,49.274194,455
751,96.315789,49.274194,456
752,99.473684,49.274194,457
743,90.0,49.274194,458
708,55.263158,49.274194,459
762,112.105263,49.274194,460
770,118.421053,49.274194,461
769,115.263158,49.274194,462
707,52.105263,49.274194,463
697,39.473684,49.274194,464
698,42.631579,49.274194,465
699,45.789474,49.274194,466
761,108.947368,49.274194,467
760,105.789474,49.274194,468
706,48.947368,49.274194,469
609,90.0,47.306452,470
529,15.714286,47.306452,471
545,27.142857,47.306452,472
610,92.857143,47.306452,473
538,24.285714,47.306452,474
537,21.428571,47.306452,475
546,30.0,47.306452,476
536,18.571429,47.306452,477
617,95.714286,47.306452,478
528,12.857143,47.306452,479
527,10.0,47.306452,480
520,7.142857,47.306452,481
519,4.285714,47.306452,482
518,1.428571,47.306452,483
608,87.142857,47.306452,484
618,98.571429,47.306452,485
547,32.857143,47.306452,486
599,78.571429,47.306452,487
554,35.714286,47.306452,488
555,38.571429,47.306452,489
626,104.285714,47.306452,490
591,72.857143,47.306452,491
590,70.0,47.306452,492
583,67.142857,47.306452,493
582,64.285714,47.306452,494
581,61.428571,47.306452,495
574,58.571429,47.306452,496
573,55.714286,47.306452,497
572,52.857143,47.306452,498
600,81.428571,47.306452,499
601,84.285714,47.306452,500
565,50.0,47.306452,501
564,47.142857,47.306452,502
563,44.285714,47.306452,503
556,41.428571,47.306452,504
619,101.428571,47.306452,505
592,75.714286,47.306452,506
645,124.285714,47.306452,507
646,127.142857,47.306452,508
635,112.857143,47.306452,509
644,121.428571,47.306452,510
651,132.857143,47.306452,511
650,130.0,47.306452,512
655,141.428571,47.306452,513
637,118.571429,47.306452,514
652,135.714286,47.306452,515
636,115.714286,47.306452,516
628,110.0,47.306452,517
627,107.142857,47.306452,518
648,130.0,45.33871,519
553,41.428571,45.33871,520
560,44.285714,45.33871,521
561,47.142857,45.33871,522
562,50.0,45.33871,523
649,132.857143,45.33871,524
552,38.571429,45.33871,525
551,35.714286,45.33871,526
624,107.142857,45.33871,527
607,92.857143,45.33871,528
605,87.142857,45.33871,529
625,110.0,45.33871,530
570,55.714286,45.33871,531
571,58.571429,45.33871,532
654,141.428571,45.33871,533
598,84.285714,45.33871,534
597,81.428571,45.33871,535
578,61.428571,45.33871,536
579,64.285714,45.33871,537
580,67.142857,45.33871,538
659,352.857143,45.33871,539
660,355.714286,45.33871,540
596,78.571429,45.33871,541
587,70.0,45.33871,542
588,72.857143,45.33871,543
589,75.714286,45.33871,544
661,358.571429,45.33871,545
569,52.857143,45.33871,546
606,90.0,45.33871,547
643,127.142857,45.33871,548
533,18.571429,45.33871,549
623,104.285714,45.33871,550
515,1.428571,45.33871,551
516,4.285714,45.33871,552
517,7.142857,45.33871,553
632,112.857143,45.33871,554
616,101.428571,45.33871,555
615,98.571429,45.33871,556
524,10.0,45.33871,557
525,12.857143,45.33871,558
642,124.285714,45.33871,559
633,115.714286,45.33871,560
614,95.714286,45.33871,561
526,15.714286,45.33871,562
534,21.428571,45.33871,563
641,121.428571,45.33871,564
544,32.857143,45.33871,565
543,30.0,45.33871,566
542,27.142857,45.33871,567
634,118.571429,45.33871,568
535,24.285714,45.33871,569
638,121.428571,43.370968,570
603,90.0,43.370968,571
593,78.571429,43.370968,572
613,101.428571,43.370968,573
622,110.0,43.370968,574
621,107.142857,43.370968,575
620,104.285714,43.370968,576
594,81.428571,43.370968,577
595,84.285714,43.370968,578
602,87.142857,43.370968,579
653,141.428571,43.370968,580
658,358.571429,43.370968,581
629,112.857143,43.370968,582
630,115.714286,43.370968,583
612,98.571429,43.370968,584
640,127.142857,43.370968,585
647,130.0,43.370968,586
657,355.714286,43.370968,587
656,352.857143,43.370968,588
611,95.714286,43.370968,589
639,124.285714,43.370968,590
604,92.857143,43.370968,591
631,118.571429,43.370968,592
566,52.857143,43.370968,593
586,75.714286,43.370968,594
548,35.714286,43.370968,595
512,1.428571,43.370968,596
513,4.285714,43.370968,597
514,7.142857,43.370968,598
521,10.0,43.370968,599
522,12.857143,43.370968,600
523,15.714286,43.370968,601
531,21.428571,43.370968,602
532,24.285714,43.370968,603
539,27.142857,43.370968,604
540,30.0,43.370968,605
541,32.857143,43.370968,606
530,18.571429,43.370968,607
549,38.571429,43.370968,608
567,55.714286,43.370968,609
550,41.428571,43.370968,610
584,70.0,43.370968,611
577,67.142857,43.370968,612
576,64.285714,43.370968,613
568,58.571429,43.370968,614
575,61.428571,43.370968,615
585,72.857143,43.370968,616
559,50.0,43.370968,617
558,47.142857,43.370968,618
557,44.285714,43.370968,619
408,48.26087,41.403226,620
399,40.434783,41.403226,621
462,95.217391,41.403226,622
463,97.826087,41.403226,623
464,100.434783,41.403226,624
401,45.652174,41.403226,625
400,43.043478,41.403226,626
390,32.608696,41.403226,627
471,103.043478,41.403226,628
472,105.652174,41.403226,629
473,108.26087,41.403226,630
392,37.826087,41.403226,631
391,35.217391,41.403226,632
410,53.478261,41.403226,633
409,50.869565,41.403226,634
437,76.956522,41.403226,635
455,92.608696,41.403226,636
454,90.0,41.403226,637
453,87.391304,41.403226,638
417,56.086957,41.403226,639
418,58.695652,41.403226,640
419,61.304348,41.403226,641
446,84.782609,41.403226,642
445,82.173913,41.403226,643
444,79.565217,41.403226,644
426,63.913043,41.403226,645
427,66.521739,41.403226,646
428,69.130435,41.403226,647
481,113.478261,41.403226,648
436,74.347826,41.403226,649
480,110.869565,41.403226,650
486,121.304348,41.403226,651
482,116.086957,41.403226,652
493,126.521739,41.403226,653
511,358.695652,41.403226,654
510,356.086957,41.403226,655
509,353.478261,41.403226,656
366,1.304348,41.403226,657
368,9.130435,41.403226,658
369,11.73913,41.403226,659
504,350.869565,41.403226,660
370,14.347826,41.403226,661
502,142.173913,41.403226,662
500,139.565217,41.403226,663
373,16.956522,41.403226,664
375,22.173913,41.403226,665
495,131.73913,41.403226,666
494,129.130435,41.403226,667
374,19.565217,41.403226,668
435,71.73913,41.403226,669
382,27.391304,41.403226,670
383,30.0,41.403226,671
485,118.695652,41.403226,672
381,24.782609,41.403226,673
487,123.913043,41.403226,674
389,37.826087,39.435484,675
387,32.608696,39.435484,676
433,74.347826,39.435484,677
432,71.73913,39.435484,678
367,14.347826,39.435484,679
425,69.130435,39.435484,680
396,40.434783,39.435484,681
434,76.956522,39.435484,682
424,66.521739,39.435484,683
378,24.782609,39.435484,684
405,48.26087,39.435484,685
371,19.565217,39.435484,686
416,61.304348,39.435484,687
415,58.695652,39.435484,688
398,45.652174,39.435484,689
372,22.173913,39.435484,690
414,56.086957,39.435484,691
388,35.217391,39.435484,692
380,30.0,39.435484,693
379,27.391304,39.435484,694
407,53.478261,39.435484,695
406,50.869565,39.435484,696
397,43.043478,39.435484,697
423,63.913043,39.435484,698
503,350.869565,39.435484,699
450,87.391304,39.435484,700
477,110.869565,39.435484,701
478,113.478261,39.435484,702
470,108.26087,39.435484,703
469,105.652174,39.435484,704
468,103.043478,39.435484,705
479,116.086957,39.435484,706
484,118.695652,39.435484,707
461,100.434783,39.435484,708
460,97.826087,39.435484,709
459,95.217391,39.435484,710
490,126.521739,39.435484,711
491,129.130435,39.435484,712
452,92.608696,39.435484,713
451,90.0,39.435484,714
492,131.73913,39.435484,715
443,84.782609,39.435484,716
508,358.695652,39.435484,717
507,356.086957,39.435484,718
506,353.478261,39.435484,719
498,136.956522,39.435484,720
441,79.565217,39.435484,721
499,139.565217,39.435484,722
501,142.173913,39.435484,723
442,82.173913,39.435484,724
385,35.217391,37.467742,725
505,353.478261,37.467742,726
483,118.695652,37.467742,727
386,37.826087,37.467742,728
376,27.391304,37.467742,729
384,32.608696,37.467742,730
496,134.347826,37.467742,731
439,82.173913,37.467742,732
488,129.130435,37.467742,733
489,131.73913,37.467742,734
497,136.956522,37.467742,735
475,113.478261,37.467742,736
377,30.0,37.467742,737
476,116.086957,37.467742,738
438,79.565217,37.467742,739
393,40.434783,37.467742,740
413,61.304348,37.467742,741
394,43.043478,37.467742,742
431,76.956522,37.467742,743
430,74.347826,37.467742,744
440,84.782609,37.467742,745
447,87.391304,37.467742,746
422,69.130435,37.467742,747
421,66.521739,37.467742,748
420,63.913043,37.467742,749
448,90.0,37.467742,750
449,92.608696,37.467742,751
456,95.217391,37.467742,752
429,71.73913,37.467742,753
412,58.695652,37.467742,754
402,48.26087,37.467742,755
411,56.086957,37.467742,756
395,45.652174,37.467742,757
474,110.869565,37.467742,758
466,105.652174,37.467742,759
467,108.26087,37.467742,760
403,50.869565,37.467742,761
404,53.478261,37.467742,762
465,103.043478,37.467742,763
458,100.434783,37.467742,764
457,97.826087,37.467742,765
274,49.2,35.5,766
337,99.6,35.5,767
326,87.6,35.5,768
336,97.2,35.5,769
335,94.8,35.5,770
281,51.6,35.5,771
282,54.0,35.5,772
283,56.4,35.5,773
328,92.4,35.5,774
327,90.0,35.5,775
317,80.4,35.5,776
290,58.8,35.5,777
291,61.2,35.5,778
292,63.6,35.5,779
319,85.2,35.5,780
318,82.8,35.5,781
299,66.0,35.5,782
300,68.4,35.5,783
301,70.8,35.5,784
310,78.0,35.5,785
272,44.4,35.5,786
309,75.6,35.5,787
273,46.8,35.5,788
263,37.2,35.5,789
308,73.2,35.5,790
264,39.6,35.5,791
256,34.8,35.5,792
360,116.4,35.5,793
361,118.8,35.5,794
355,114.0,35.5,795
354,111.6,35.5,796
353,109.2,35.5,797
362,128.4,35.5,798
363,130.8,35.5,799
364,133.2,35.5,800
265,42.0,35.5,801
365,135.6,35.5,802
346,106.8,35.5,803
345,104.4,35.5,804
344,102.0,35.5,805
255,32.4,35.5,806
254,34.8,33.532258,807
305,73.2,33.532258,808
298,70.8,33.532258,809
297,68.4,33.532258,810
306,75.6,33.532258,811
271,49.2,33.532258,812
296,66.0,33.532258,813
260,37.2,33.532258,814
289,63.6,33.532258,815
270,46.8,33.532258,816
287,58.8,33.532258,817
261,39.6,33.532258,818
262,42.0,33.532258,819
280,56.4,33.532258,820
279,54.0,33.532258,821
253,32.4,33.532258,822
278,51.6,33.532258,823
288,61.2,33.532258,824
269,44.4,33.532258,825
307,78.0,33.532258,826
352,114.0,33.532258,827
342,104.4,33.532258,828
343,106.8,33.532258,829
334,99.6,33.532258,830
333,97.2,33.532258,831
332,94.8,33.532258,832
350,109.2,33.532258,833
351,111.6,33.532258,834
325,92.4,33.532258,835
324,90.0,33.532258,836
323,87.6,33.532258,837
341,102.0,33.532258,838
316,85.2,33.532258,839
315,82.8,33.532258,840
314,80.4,33.532258,841
359,118.8,33.532258,842
358,116.4,33.532258,843
268,49.2,31.564516,844
311,80.4,31.564516,845
251,32.4,31.564516,846
347,109.2,31.564516,847
252,34.8,31.564516,848
258,39.6,31.564516,849
267,46.8,31.564516,850
259,42.0,31.564516,851
349,114.0,31.564516,852
357,118.8,31.564516,853
340,106.8,31.564516,854
257,37.2,31.564516,855
356,116.4,31.564516,856
348,111.6,31.564516,857
266,44.4,31.564516,858
339,104.4,31.564516,859
322,92.4,31.564516,860
304,78.0,31.564516,861
275,51.6,31.564516,862
303,75.6,31.564516,863
302,73.2,31.564516,864
312,82.8,31.564516,865
313,85.2,31.564516,866
320,87.6,31.564516,867
294,68.4,31.564516,868
293,66.0,31.564516,869
321,90.0,31.564516,870
295,70.8,31.564516,871
329,94.8,31.564516,872
330,97.2,31.564516,873
276,54.0,31.564516,874
286,63.6,31.564516,875
338,102.0,31.564516,876
331,99.6,31.564516,877
277,56.4,31.564516,878
284,58.8,31.564516,879
285,61.2,31.564516,880
222,91.698113,29.596774,881
223,93.962264,29.596774,882
159,41.886792,29.596774,883
221,89.433962,29.596774,884
152,39.622642,29.596774,885
214,87.169811,29.596774,886
213,84.90566,29.596774,887
212,82.641509,29.596774,888
205,80.377358,29.596774,889
204,78.113208,29.596774,890
203,75.849057,29.596774,891
176,55.471698,29.596774,892
160,44.150943,29.596774,893
196,73.584906,29.596774,894
195,71.320755,29.596774,895
194,69.056604,29.596774,896
161,46.415094,29.596774,897
187,66.792453,29.596774,898
186,64.528302,29.596774,899
185,62.264151,29.596774,900
178,60.0,29.596774,901
177,57.735849,29.596774,902
168,48.679245,29.596774,903
150,35.09434,29.596774,904
151,37.358491,29.596774,905
170,53.207547,29.596774,906
240,105.283019,29.596774,907
232,100.754717,29.596774,908
241,107.54717,29.596774,909
169,50.943396,29.596774,910
247,109.811321,29.596774,911
248,112.075472,29.596774,912
249,114.339623,29.596774,913
250,116.603774,29.596774,914
239,103.018868,29.596774,915
231,98.490566,29.596774,916
143,32.830189,29.596774,917
230,96.226415,29.596774,918
173,55.471698,27.629032,919
166,50.943396,27.629032,920
227,96.226415,27.629032,921
182,62.264151,27.629032,922
183,64.528302,27.629032,923
184,66.792453,27.629032,924
175,60.0,27.629032,925
246,114.339623,27.629032,926
245,112.075472,27.629032,927
244,109.811321,27.629032,928
167,53.207547,27.629032,929
191,69.056604,27.629032,930
192,71.320755,27.629032,931
193,73.584906,27.629032,932
174,57.735849,27.629032,933
165,48.679245,27.629032,934
149,39.622642,27.629032,935
158,46.415094,27.629032,936
156,41.886792,27.629032,937
228,98.490566,27.629032,938
229,100.754717,27.629032,939
220,93.962264,27.629032,940
219,91.698113,27.629032,941
218,89.433962,27.629032,942
148,37.358491,27.629032,943
147,35.09434,27.629032,944
211,87.169811,27.629032,945
210,84.90566,27.629032,946
209,82.641509,27.629032,947
157,44.150943,27.629032,948
236,103.018868,27.629032,949
237,105.283019,27.629032,950
202,80.377358,27.629032,951
201,78.113208,27.629032,952
200,75.849057,27.629032,953
238,107.54717,27.629032,954
155,46.415094,25.66129,955
145,37.358491,25.66129,956
164,53.207547,25.66129,957
146,39.622642,25.66129,958
163,50.943396,25.66129,959
162,48.679245,25.66129,960
154,44.150943,25.66129,961
144,35.09434,25.66129,962
153,41.886792,25.66129,963
171,57.735849,25.66129,964
208,87.169811,25.66129,965
172,60.0,25.66129,966
243,112.075472,25.66129,967
235,107.54717,25.66129,968
234,105.283019,25.66129,969
233,103.018868,25.66129,970
226,100.754717,25.66129,971
225,98.490566,25.66129,972
224,96.226415,25.66129,973
217,93.962264,25.66129,974
216,91.698113,25.66129,975
215,89.433962,25.66129,976
242,109.811321,25.66129,977
207,84.90566,25.66129,978
189,71.320755,25.66129,979
206,82.641509,25.66129,980
180,64.528302,25.66129,981
181,66.792453,25.66129,982
188,69.056604,25.66129,983
179,62.264151,25.66129,984
190,73.584906,25.66129,985
198,78.113208,25.66129,986
199,80.377358,25.66129,987
197,75.849057,25.66129,988
96,71.785714,23.693548,989
115,88.928571,23.693548,990
114,86.785714,23.693548,991
113,84.642857,23.693548,992
64,43.928571,23.693548,993
107,82.5,23.693548,994
106,80.357143,23.693548,995
105,78.214286,23.693548,996
98,76.071429,23.693548,997
97,73.928571,23.693548,998
89,69.642857,23.693548,999
71,46.071429,23.693548,1000
88,67.5,23.693548,1001
87,65.357143,23.693548,1002
83,63.214286,23.693548,1003
82,61.071429,23.693548,1004
81,54.642857,23.693548,1005
