,Lon,Lat,Index
322,2.608696,52.717742,155
345,49.565217,52.717742,156
363,80.869565,52.717742,157
346,54.782609,52.717742,158
383,122.608696,52.717742,159
374,106.956522,52.717742,160
373,101.73913,52.717742,161
365,91.304348,52.717742,162
364,86.086957,52.717742,163
372,96.521739,52.717742,164
390,127.826087,52.717742,165
356,75.652174,52.717742,166
355,70.434783,52.717742,167
354,65.217391,52.717742,168
391,133.043478,52.717742,169
392,138.26087,52.717742,170
347,60.0,52.717742,171
260,51.111111,49.766129,172
286,86.666667,49.766129,173
285,82.222222,49.766129,174
278,77.777778,49.766129,175
277,73.333333,49.766129,176
276,68.888889,49.766129,177
269,64.444444,49.766129,178
268,60.0,49.766129,179
267,55.555556,49.766129,180
240,15.555556,49.766129,181
259,46.666667,49.766129,182
258,42.222222,49.766129,183
251,37.777778,49.766129,184
250,33.333333,49.766129,185
249,28.888889,49.766129,186
242,24.444444,49.766129,187
241,20.0,49.766129,188
233,11.111111,49.766129,189
287,91.111111,49.766129,190
231,2.222222,49.766129,191
303,108.888889,49.766129,192
304,113.333333,49.766129,193
294,95.555556,49.766129,194
295,100.0,49.766129,195
296,104.444444,49.766129,196
232,6.666667,49.766129,197
313,126.666667,49.766129,198
319,140.0,49.766129,199
318,135.555556,49.766129,200
312,122.222222,49.766129,201
314,131.111111,49.766129,202
305,117.777778,49.766129,203
256,46.666667,46.814516,204
255,42.222222,46.814516,205
316,135.555556,46.814516,206
293,104.444444,46.814516,207
248,37.777778,46.814516,208
246,28.888889,46.814516,209
317,140.0,46.814516,210
239,24.444444,46.814516,211
238,20.0,46.814516,212
237,15.555556,46.814516,213
257,51.111111,46.814516,214
264,55.555556,46.814516,215
311,131.111111,46.814516,216
310,126.666667,46.814516,217
292,100.0,46.814516,218
265,60.0,46.814516,219
266,64.444444,46.814516,220
309,122.222222,46.814516,221
273,68.888889,46.814516,222
274,73.333333,46.814516,223
275,77.777778,46.814516,224
302,117.777778,46.814516,225
301,113.333333,46.814516,226
282,82.222222,46.814516,227
283,86.666667,46.814516,228
284,91.111111,46.814516,229
300,108.888889,46.814516,230
291,95.555556,46.814516,231
247,33.333333,46.814516,232
230,11.111111,46.814516,233
229,6.666667,46.814516,234
228,2.222222,46.814516,235
289,100.0,43.862903,236
263,64.444444,43.862903,237
270,68.888889,43.862903,238
271,73.333333,43.862903,239
272,77.777778,43.862903,240
279,82.222222,43.862903,241
280,86.666667,43.862903,242
281,91.111111,43.862903,243
288,95.555556,43.862903,244
297,108.888889,43.862903,245
290,104.444444,43.862903,246
261,55.555556,43.862903,247
298,113.333333,43.862903,248
299,117.777778,43.862903,249
306,122.222222,43.862903,250
307,126.666667,43.862903,251
308,131.111111,43.862903,252
321,357.777778,43.862903,253
315,140.0,43.862903,254
262,60.0,43.862903,255
320,353.333333,43.862903,256
252,42.222222,43.862903,257
227,11.111111,43.862903,258
245,37.777778,43.862903,259
244,33.333333,43.862903,260
243,28.888889,43.862903,261
253,46.666667,43.862903,262
225,2.222222,43.862903,263
226,6.666667,43.862903,264
234,15.555556,43.862903,265
236,24.444444,43.862903,266
254,51.111111,43.862903,267
235,20.0,43.862903,268
169,61.875,40.91129,269
178,73.125,40.91129,270
223,354.375,40.91129,271
159,46.875,40.91129,272
160,50.625,40.91129,273
161,54.375,40.91129,274
177,69.375,40.91129,275
188,88.125,40.91129,276
224,358.125,40.91129,277
170,65.625,40.91129,278
187,84.375,40.91129,279
186,80.625,40.91129,280
168,58.125,40.91129,281
196,95.625,40.91129,282
179,76.875,40.91129,283
195,91.875,40.91129,284
204,103.125,40.91129,285
197,99.375,40.91129,286
206,110.625,40.91129,287
213,121.875,40.91129,288
137,20.625,40.91129,289
218,125.625,40.91129,290
212,118.125,40.91129,291
211,114.375,40.91129,292
141,24.375,40.91129,293
142,28.125,40.91129,294
143,31.875,40.91129,295
219,129.375,40.91129,296
205,106.875,40.91129,297
136,16.875,40.91129,298
221,140.625,40.91129,299
150,35.625,40.91129,300
152,43.125,40.91129,301
151,39.375,40.91129,302
135,13.125,40.91129,303
140,31.875,37.959677,304
156,46.875,37.959677,305
157,50.625,37.959677,306
158,54.375,37.959677,307
149,43.125,37.959677,308
148,39.375,37.959677,309
147,35.625,37.959677,310
165,58.125,37.959677,311
167,65.625,37.959677,312
166,61.875,37.959677,313
139,28.125,37.959677,314
174,69.375,37.959677,315
138,24.375,37.959677,316
183,80.625,37.959677,317
175,73.125,37.959677,318
184,84.375,37.959677,319
202,106.875,37.959677,320
203,110.625,37.959677,321
194,99.375,37.959677,322
193,95.625,37.959677,323
192,91.875,37.959677,324
210,118.125,37.959677,325
185,88.125,37.959677,326
209,114.375,37.959677,327
216,129.375,37.959677,328
217,133.125,37.959677,329
220,136.875,37.959677,330
222,354.375,37.959677,331
176,76.875,37.959677,332
201,103.125,37.959677,333
214,129.375,35.008065,334
215,133.125,35.008065,335
200,110.625,35.008065,336
208,118.125,35.008065,337
144,35.625,35.008065,338
145,39.375,35.008065,339
146,43.125,35.008065,340
173,76.875,35.008065,341
207,114.375,35.008065,342
199,106.875,35.008065,343
164,65.625,35.008065,344
153,46.875,35.008065,345
180,80.625,35.008065,346
172,73.125,35.008065,347
171,69.375,35.008065,348
181,84.375,35.008065,349
189,91.875,35.008065,350
182,88.125,35.008065,351
163,61.875,35.008065,352
162,58.125,35.008065,353
190,95.625,35.008065,354
191,99.375,35.008065,355
198,103.125,35.008065,356
155,54.375,35.008065,357
154,50.625,35.008065,358
111,84.0,32.056452,359
86,60.0,32.056452,360
104,80.571429,32.056452,361
103,77.142857,32.056452,362
102,73.714286,32.056452,363
95,70.285714,32.056452,364
94,66.857143,32.056452,365
93,63.428571,32.056452,366
67,36.0,32.056452,367
85,56.571429,32.056452,368
84,53.142857,32.056452,369
77,49.714286,32.056452,370
76,46.285714,32.056452,371
66,32.571429,32.056452,372
75,42.857143,32.056452,373
68,39.428571,32.056452,374
113,90.857143,32.056452,375
112,87.428571,32.056452,376
131,111.428571,32.056452,377
133,114.857143,32.056452,378
120,94.285714,32.056452,379
130,108.0,32.056452,380
122,101.142857,32.056452,381
121,97.714286,32.056452,382
134,118.285714,32.056452,383
129,104.571429,32.056452,384
109,87.428571,29.104839,385
81,53.142857,29.104839,386
82,56.571429,29.104839,387
83,60.0,29.104839,388
128,111.428571,29.104839,389
127,108.0,29.104839,390
126,104.571429,29.104839,391
132,114.857143,29.104839,392
74,49.714286,29.104839,393
73,46.285714,29.104839,394
90,63.428571,29.104839,395
91,66.857143,29.104839,396
92,70.285714,29.104839,397
72,42.857143,29.104839,398
110,90.857143,29.104839,399
65,39.428571,29.104839,400
99,73.714286,29.104839,401
100,77.142857,29.104839,402
101,80.571429,29.104839,403
117,94.285714,29.104839,404
118,97.714286,29.104839,405
119,101.142857,29.104839,406
64,36.0,29.104839,407
108,84.0,29.104839,408
70,46.285714,26.153226,409
69,42.857143,26.153226,410
78,53.142857,26.153226,411
63,39.428571,26.153226,412
62,36.0,26.153226,413
115,97.714286,26.153226,414
71,49.714286,26.153226,415
116,101.142857,26.153226,416
79,56.571429,26.153226,417
96,73.714286,26.153226,418
114,94.285714,26.153226,419
106,87.428571,26.153226,420
105,84.0,26.153226,421
98,80.571429,26.153226,422
97,77.142857,26.153226,423
107,90.857143,26.153226,424
123,104.571429,26.153226,425
125,111.428571,26.153226,426
88,66.857143,26.153226,427
89,70.285714,26.153226,428
87,63.428571,26.153226,429
80,60.0,26.153226,430
124,108.0,26.153226,431
32,71.052632,23.201613,432
42,83.684211,23.201613,433
41,80.526316,23.201613,434
40,77.368421,23.201613,435
15,39.473684,23.201613,436
16,42.631579,23.201613,437
33,74.210526,23.201613,438
24,52.105263,23.201613,439
17,45.789474,23.201613,440
23,48.947368,23.201613,441
27,64.736842,23.201613,442
26,61.578947,23.201613,443
25,55.263158,23.201613,444
46,86.842105,23.201613,445
31,67.894737,23.201613,446
48,93.157895,23.201613,447
47,90.0,23.201613,448
61,108.947368,23.201613,449
60,105.789474,23.201613,450
57,102.631579,23.201613,451
56,99.473684,23.201613,452
55,96.315789,23.201613,453
45,93.157895,20.25,454
21,52.105263,20.25,455
22,55.263158,20.25,456
59,105.789474,20.25,457
29,71.052632,20.25,458
30,74.210526,20.25,459
54,102.631579,20.25,460
53,99.473684,20.25,461
52,96.315789,20.25,462
14,45.789474,20.25,463
37,77.368421,20.25,464
38,80.526316,20.25,465
39,83.684211,20.25,466
12,39.473684,20.25,467
13,42.631579,20.25,468
43,86.842105,20.25,469
44,90.0,20.25,470
20,48.947368,20.25,471
11,45.789474,17.298387,472
10,42.631579,17.298387,473
18,48.947368,17.298387,474
58,105.789474,17.298387,475
19,52.105263,17.298387,476
34,77.368421,17.298387,477
35,80.526316,17.298387,478
36,83.684211,17.298387,479
49,96.315789,17.298387,480
50,99.473684,17.298387,481
51,102.631579,17.298387,482
28,74.210526,17.298387,483
5,81.538462,14.346774,484
3,75.384615,14.346774,485
4,78.461538,14.346774,486
9,103.076923,14.346774,487
7,96.923077,14.346774,488
8,100.0,14.346774,489
6,100.0,11.395161,490
1,78.461538,11.395161,491
2,81.538462,11.395161,492
0,75.384615,11.395161,493
