,Lon,Lat,Index
72,94.285714,73.870968,0
80,145.714286,73.870968,1
79,128.571429,73.870968,2
78,111.428571,73.870968,3
71,77.142857,73.870968,4
81,162.857143,66.0,5
62,8.571429,66.0,6
68,60.0,66.0,7
69,77.142857,66.0,8
70,94.285714,66.0,9
63,25.714286,66.0,10
64,42.857143,66.0,11
75,111.428571,66.0,12
76,128.571429,66.0,13
77,145.714286,66.0,14
61,42.857143,58.129032,15
60,25.714286,58.129032,16
66,77.142857,58.129032,17
65,60.0,58.129032,18
67,94.285714,58.129032,19
73,111.428571,58.129032,20
74,128.571429,58.129032,21
32,50.769231,50.258065,22
58,143.076923,50.258065,23
56,133.846154,50.258065,24
55,124.615385,50.258065,25
54,115.384615,50.258065,26
50,106.153846,50.258065,27
49,96.923077,50.258065,28
48,87.692308,50.258065,29
40,69.230769,50.258065,30
39,60.0,50.258065,31
41,78.461538,50.258065,32
23,13.846154,50.258065,33
31,41.538462,50.258065,34
30,32.307692,50.258065,35
22,4.615385,50.258065,36
24,23.076923,50.258065,37
57,143.076923,42.387097,38
46,96.923077,42.387097,39
53,124.615385,42.387097,40
52,115.384615,42.387097,41
27,32.307692,42.387097,42
28,41.538462,42.387097,43
29,50.769231,42.387097,44
47,106.153846,42.387097,45
59,355.384615,42.387097,46
45,87.692308,42.387097,47
21,23.076923,42.387097,48
20,13.846154,42.387097,49
38,78.461538,42.387097,50
37,69.230769,42.387097,51
36,60.0,42.387097,52
19,4.615385,42.387097,53
34,69.230769,34.516129,54
33,60.0,34.516129,55
25,41.538462,34.516129,56
51,115.384615,34.516129,57
44,106.153846,34.516129,58
43,96.923077,34.516129,59
42,87.692308,34.516129,60
35,78.461538,34.516129,61
26,50.769231,34.516129,62
3,48.75,26.645161,63
4,56.25,26.645161,64
10,71.25,26.645161,65
11,78.75,26.645161,66
12,86.25,26.645161,67
17,101.25,26.645161,68
16,93.75,26.645161,69
18,108.75,26.645161,70
1,41.25,26.645161,71
5,63.75,26.645161,72
2,48.75,18.774194,73
7,71.25,18.774194,74
0,41.25,18.774194,75
8,78.75,18.774194,76
9,86.25,18.774194,77
14,93.75,18.774194,78
15,101.25,18.774194,79
6,78.75,10.903226,80
13,101.25,10.903226,81
