,Lon,Lat,Index
185,142.5,75.445161,0
177,112.5,75.445161,1
176,97.5,75.445161,2
178,127.5,75.445161,3
164,22.5,70.722581,4
165,37.5,70.722581,5
173,97.5,70.722581,6
174,112.5,70.722581,7
175,127.5,70.722581,8
169,82.5,70.722581,9
184,172.5,70.722581,10
182,142.5,70.722581,11
183,157.5,70.722581,12
167,67.5,66.0,13
161,7.5,66.0,14
162,22.5,66.0,15
163,37.5,66.0,16
180,157.5,66.0,17
166,52.5,66.0,18
179,142.5,66.0,19
168,82.5,66.0,20
170,97.5,66.0,21
171,112.5,66.0,22
172,127.5,66.0,23
181,172.5,66.0,24
147,106.153846,61.277419,25
119,13.846154,61.277419,26
120,23.076923,61.277419,27
127,32.307692,61.277419,28
128,41.538462,61.277419,29
129,50.769231,61.277419,30
136,60.0,61.277419,31
137,69.230769,61.277419,32
138,78.461538,61.277419,33
146,96.923077,61.277419,34
145,87.692308,61.277419,35
154,115.384615,61.277419,36
156,133.846154,61.277419,37
159,143.076923,61.277419,38
160,161.538462,61.277419,39
155,124.615385,61.277419,40
153,133.846154,56.554839,41
126,50.769231,56.554839,42
133,60.0,56.554839,43
134,69.230769,56.554839,44
135,78.461538,56.554839,45
124,32.307692,56.554839,46
158,161.538462,56.554839,47
118,23.076923,56.554839,48
117,13.846154,56.554839,49
142,87.692308,56.554839,50
143,96.923077,56.554839,51
144,106.153846,56.554839,52
152,124.615385,56.554839,53
151,115.384615,56.554839,54
125,41.538462,56.554839,55
116,23.076923,51.832258,56
115,13.846154,51.832258,57
121,32.307692,51.832258,58
122,41.538462,51.832258,59
123,50.769231,51.832258,60
114,4.615385,51.832258,61
150,133.846154,51.832258,62
149,124.615385,51.832258,63
130,60.0,51.832258,64
131,69.230769,51.832258,65
132,78.461538,51.832258,66
139,87.692308,51.832258,67
140,96.923077,51.832258,68
141,106.153846,51.832258,69
148,115.384615,51.832258,70
157,143.076923,51.832258,71
103,116.666667,47.109677,72
92,83.333333,47.109677,73
94,96.666667,47.109677,74
101,103.333333,47.109677,75
102,110.0,47.109677,76
112,143.333333,47.109677,77
108,123.333333,47.109677,78
109,130.0,47.109677,79
110,136.666667,47.109677,80
84,70.0,47.109677,81
85,76.666667,47.109677,82
93,90.0,47.109677,83
83,63.333333,47.109677,84
59,16.666667,47.109677,85
75,50.0,47.109677,86
74,43.333333,47.109677,87
67,36.666667,47.109677,88
66,30.0,47.109677,89
65,23.333333,47.109677,90
76,56.666667,47.109677,91
58,10.0,47.109677,92
57,3.333333,47.109677,93
62,23.333333,42.387097,94
63,30.0,42.387097,95
107,130.0,42.387097,96
56,16.666667,42.387097,97
55,10.0,42.387097,98
71,43.333333,42.387097,99
72,50.0,42.387097,100
113,356.666667,42.387097,101
111,143.333333,42.387097,102
54,3.333333,42.387097,103
82,76.666667,42.387097,104
64,36.666667,42.387097,105
73,56.666667,42.387097,106
106,123.333333,42.387097,107
89,83.333333,42.387097,108
90,90.0,42.387097,109
91,96.666667,42.387097,110
100,116.666667,42.387097,111
99,110.0,42.387097,112
81,70.0,42.387097,113
98,103.333333,42.387097,114
80,63.333333,42.387097,115
95,103.333333,37.664516,116
87,90.0,37.664516,117
88,96.666667,37.664516,118
60,30.0,37.664516,119
61,36.666667,37.664516,120
105,136.666667,37.664516,121
96,110.0,37.664516,122
97,116.666667,37.664516,123
68,43.333333,37.664516,124
69,50.0,37.664516,125
70,56.666667,37.664516,126
79,76.666667,37.664516,127
78,70.0,37.664516,128
77,63.333333,37.664516,129
104,130.0,37.664516,130
86,83.333333,37.664516,131
27,54.285714,32.941935,132
36,71.428571,32.941935,133
29,65.714286,32.941935,134
28,60.0,32.941935,135
18,37.142857,32.941935,136
20,48.571429,32.941935,137
19,42.857143,32.941935,138
38,82.857143,32.941935,139
37,77.142857,32.941935,140
51,105.714286,32.941935,141
52,111.428571,32.941935,142
45,88.571429,32.941935,143
46,94.285714,32.941935,144
47,100.0,32.941935,145
53,117.142857,32.941935,146
44,100.0,28.219355,147
16,42.857143,28.219355,148
24,54.285714,28.219355,149
25,60.0,28.219355,150
26,65.714286,28.219355,151
50,111.428571,28.219355,152
49,105.714286,28.219355,153
17,48.571429,28.219355,154
33,71.428571,28.219355,155
15,37.142857,28.219355,156
34,77.142857,28.219355,157
35,82.857143,28.219355,158
42,88.571429,28.219355,159
43,94.285714,28.219355,160
21,54.285714,23.496774,161
14,48.571429,23.496774,162
13,42.857143,23.496774,163
12,37.142857,23.496774,164
22,60.0,23.496774,165
23,65.714286,23.496774,166
30,71.428571,23.496774,167
31,77.142857,23.496774,168
32,82.857143,23.496774,169
39,88.571429,23.496774,170
40,94.285714,23.496774,171
41,100.0,23.496774,172
48,105.714286,23.496774,173
7,86.086957,18.774194,174
2,54.782609,18.774194,175
4,75.652174,18.774194,176
6,80.869565,18.774194,177
10,96.521739,18.774194,178
11,101.73913,18.774194,179
1,49.565217,18.774194,180
0,44.347826,18.774194,181
8,96.521739,14.051613,182
9,101.73913,14.051613,183
5,80.869565,14.051613,184
3,75.652174,14.051613,185
