Unplanned (%),Unplanned (Time)
100.0,38.546763576573966
100.0,6.156566259029954
100.0,24.771733686286563
100.0,12.599074057702245
100.0,20.61999651322272
100.0,25.014221586864004
100.0,31.460436422772894
100.0,13.738425633390268
100.0,20.492401700652326
100.0,28.44941234716786
100.0,24.502939051053357
100.0,44.49687580846207
100.0,40.41782900539251
100.0,30.895998900303507
100.0,37.61096844789028
100.0,44.364296265911854
100.0,14.601718734475476
100.0,43.069125509153466
100.0,18.480164487101135
100.0,11.794751892168518
100.0,13.181298750358877
100.0,10.372602315964109
100.0,5.222892907827778
100.0,19.750637422353588
100.0,8.234522849799689
100.0,28.709780045965417
100.0,12.72789039546728
100.0,21.69147209366251
100.0,23.078003028173818
100.0,12.59733489084602
100.0,11.8598843561614
100.0,18.814649870792095
100.0,19.267988609807606
100.0,8.787041037434328
100.0,22.006143511230682
100.0,45.565475200351145
100.0,14.050624333322059
100.0,11.241955716320081
100.0,16.99262751684889
100.0,20.619982635255905
100.0,15.538047419625382
100.0,11.592692989376783
100.0,29.58358599317282
100.0,13.601696747817881
100.0,17.12510640426361
100.0,17.47882142815765
100.0,36.4026556732759
100.0,20.42076586141808
100.0,19.6839965024872
100.0,37.46677277489891
100.0,21.484874071026052
100.0,15.402665910260497
100.0,33.84366039345139
100.0,19.065906122464096
100.0,17.54393767700471
100.0,7.09781560242243
100.0,35.78451801199206
100.0,37.27200751473154
100.0,19.802627431791333
100.0,16.876727152956644
100.0,6.7089008379245945
100.0,17.60952219495876
100.0,8.713927305454108
100.0,8.170778995185474
100.0,9.173206465599398
100.0,10.788706685194816
100.0,5.572877739254942
100.0,16.539389552223067
100.0,11.723128492273865
100.0,8.513207489005856
100.0,8.513634416856886
100.0,7.034892042241239
100.0,7.970934112625312
100.0,19.414766777147523
100.0,5.438974985961389
100.0,9.975981805998785
100.0,12.391938822810857
100.0,8.37968576028993
100.0,9.10775830741772
100.0,7.836713286496065
100.0,7.8370286738695025
100.0,8.83902630628419
