Unplanned (%),Unplanned (Time)
100.0,17.32573795591647
100.0,23.63614964883448
100.0,11.238534169836772
100.0,12.66313403815875
100.0,21.070368847150892
100.0,37.988033059464804
100.0,35.468222728221946
100.0,44.3659696829111
100.0,40.48529800985007
100.0,30.898276229716345
100.0,17.480217852262488
100.0,11.528807280545532
100.0,23.87850446938721
100.0,38.123889608744086
100.0,11.794341259107638
100.0,8.22893381983875
100.0,5.706287395605058
100.0,41.001280950204084
100.0,8.104166187331423
100.0,8.10402780898949
100.0,22.2091003454275
100.0,10.975021282021771
100.0,12.91427621692426
100.0,42.94047879306332
100.0,7.708672065749768
100.0,9.65220518184191
100.0,9.040099877252233
100.0,9.516307252860406
100.0,10.519287379453715
100.0,14.853487443754318
100.0,13.852428221965637
100.0,8.839648801728854
100.0,7.76966097969125
100.0,8.312825550103113
