Unplanned (%),Unplanned (Time),Planned (%),Planned (Time)
100.0,16.643173057999963,100.0,16.643173057999963
100.0,8.824044781201112,100.0,8.824044781201112
100.0,11.228784803381899,100.0,18.6425286603131
100.0,7.873274165095914,100.0,7.873274165095914
100.0,6.682288994372998,100.0,6.682288994372998
100.0,21.31882285069984,100.0,21.31882285069984
100.0,8.622645217062848,100.0,8.622645217062848
100.0,6.066161695390625,100.0,12.563930917842129
100.0,18.175565352987487,100.0,18.175565352987487
100.0,3.209260434238009,100.0,9.209219746624086
100.0,4.065220677530672,100.0,5.548027869705556
100.0,7.880585801064931,100.0,7.880585801064931
100.0,19.82633601403477,100.0,19.82633601403477
100.0,8.481718670365128,100.0,8.481718670365128
100.0,9.220795028598507,100.0,9.220795028598507
