Unplanned (%),Unplanned (Time)
100.0,14.741452837863436
100.0,34.53461417261458
100.0,55.53189618158732
100.0,45.56934090974614
100.0,45.501401850389165
100.0,40.993939236379916
100.0,42.425525558148415
100.0,40.48615468168535
100.0,35.53885692120311
100.0,55.332006443034885
100.0,35.47090749658058
100.0,41.86392717197044
100.0,41.68896081411377
100.0,15.743617452480521
100.0,35.60395845784359
100.0,30.78847439101479
100.0,27.71235895921175
100.0,47.57258198943367
100.0,14.11582791044632
100.0,23.076205169418888
100.0,12.598957327123633
100.0,19.195979818084467
100.0,27.019715118837098
100.0,16.74670116277271
100.0,45.70043809877023
100.0,15.051054004970672
100.0,28.715342482453853
100.0,21.55940318128669
100.0,19.687214192690462
100.0,27.51092502835884
100.0,13.670462445696574
100.0,33.53088224375425
100.0,15.986254993986712
100.0,11.2390668645611
100.0,29.962945745915267
100.0,15.987283176315866
100.0,14.738727555716146
100.0,34.59898511809486
100.0,42.42285889769834
100.0,7.024093610748866
100.0,11.037986962418275
100.0,46.57043746474575
100.0,39.41013919828829
100.0,13.469129821862998
100.0,23.633413169403912
100.0,16.477387029526643
100.0,25.437773770383785
100.0,41.866516455100815
100.0,19.420978064868414
100.0,20.557271224573228
100.0,24.88099311214634
100.0,15.921143018624722
100.0,6.576154899721227
100.0,14.40433674895324
100.0,23.697396163137547
100.0,15.18748649811103
100.0,35.114277025258474
100.0,12.796965598470614
100.0,15.255044149131203
100.0,23.145567337495265
100.0,11.858003412553195
100.0,19.753027801552502
100.0,20.135734405785705
100.0,17.12637224309369
100.0,15.316683666776203
100.0,43.07267068024249
100.0,11.793970774272742
100.0,25.08475850721977
100.0,27.643612657196716
100.0,9.301986088000266
100.0,21.69221229789354
100.0,22.074950782035486
100.0,24.63378589061861
100.0,38.992651454596526
100.0,16.607863332016688
100.0,8.300731146958148
100.0,27.023949477089825
100.0,40.48283648775968
100.0,15.740834628287223
100.0,34.531424081186934
100.0,7.782368681676123
100.0,21.004747339072143
100.0,19.199487312126262
100.0,18.547057379175705
100.0,9.036036934406933
100.0,28.963140276895228
100.0,37.91780195782964
100.0,17.68025285150823
100.0,13.53408380845095
100.0,9.721556461403125
100.0,22.943934700286427
100.0,14.670370607116991
100.0,13.984578790717523
100.0,10.97522806315891
100.0,26.639050821054365
100.0,39.85702861966012
100.0,13.915515574123031
100.0,26.37330261329161
100.0,27.89262862908316
100.0,24.883121864694296
100.0,11.108618562754653
100.0,15.923836225635347
100.0,12.914419117298959
100.0,28.57824105231278
100.0,20.421890249627
100.0,23.808260214010335
100.0,29.831839126115437
100.0,20.354049428810313
100.0,17.863048119012475
100.0,37.79021819675239
100.0,18.480907549587673
100.0,31.77104965194
100.0,19.80226001601566
100.0,15.806783520713184
100.0,12.79597111895801
100.0,24.14935382474036
100.0,9.371527146651482
100.0,9.919369511373358
100.0,15.737462167392511
100.0,20.6845929364141
100.0,7.7116644606950935
100.0,15.122190988549248
100.0,17.61059382005611
100.0,13.66526044618845
100.0,11.792080607272696
100.0,7.846787859434097
100.0,7.299283161611979
100.0,6.7087181662996525
100.0,10.242602240312303
100.0,7.64416567972846
100.0,25.018698433776734
100.0,9.036807855391551
100.0,15.991513644730695
100.0,10.788706669374399
100.0,16.539492952652
100.0,5.572412469718877
100.0,8.036975385611585
100.0,8.102705786187755
100.0,12.522236357409989
100.0,11.978507391741678
100.0,18.9335611792969
100.0,21.48914636827171
100.0,8.716074097796493
100.0,26.503494757562294
100.0,13.91501015765088
100.0,11.04048718790662
100.0,15.535954721653438
100.0,11.590573466579514
100.0,11.110108184799433
100.0,12.394575702211633
100.0,12.847854851118692
100.0,17.40882954411212
100.0,6.095778388518854
100.0,20.418124189884384
100.0,7.645220444105902
100.0,13.391545795597397
100.0,20.350561485689468
100.0,19.802884497356505
100.0,18.27816639507037
100.0,16.40528856517463
100.0,8.514553917478114
100.0,8.714031963190186
100.0,8.71377917961059
100.0,11.112294916085913
100.0,8.713643082029677
100.0,10.652661524782546
100.0,14.661187331048113
100.0,9.240410501606712
100.0,11.589714487883587
100.0,8.973359861153334
100.0,7.970318134271193
100.0,9.975812076993368
100.0,7.836566593460868
100.0,8.973525864165348
100.0,10.585511630367037
100.0,8.379299235443844
100.0,7.575466109469988
100.0,8.90635608869986
100.0,7.376608665281307
100.0,8.379894255808171
100.0,10.778292860070348
100.0,8.705734864097627
100.0,8.839926237287766
100.0,10.979940694740023
100.0,9.248816586471944
100.0,8.444993954589075
