Unplanned (%),Unplanned (Time),Planned (%),Planned (Time)
100.0,9.692435372854295,100.0,11.362776602972732
100.0,14.23923361117581,100.0,14.23923361117581
100.0,6.263780686929629,100.0,9.960444827352859
100.0,13.5686304176978,100.0,13.5686304176978
100.0,8.603708640274757,100.0,12.43134129483316
100.0,18.37693096729604,100.0,18.37693096729604
100.0,18.155237537833056,100.0,18.155237537833056
100.0,9.000086201376238,100.0,10.137524488462477
100.0,7.223739504612858,100.0,10.295361865791296
100.0,9.96257286860749,100.0,10.56036008083147
100.0,20.89385588358867,100.0,20.89385588358867
100.0,14.548609557571584,100.0,14.548609557571584
100.0,15.237424053522638,100.0,15.237424053522638
100.0,8.138008144244663,100.0,9.758042424551746
100.0,5.616255589384294,100.0,9.474049466246631
100.0,6.55046689730022,100.0,11.427698828667882
100.0,6.282527822287651,100.0,9.208588851871065
100.0,6.135767104166655,100.0,9.742285927135486
100.0,3.407993297400463,100.0,8.139902922162118
100.0,6.346696704707442,100.0,8.352346697915927
100.0,10.158514596289445,100.0,11.294860885122059
100.0,8.80593817583676,100.0,10.496429060550104
100.0,5.866849879043391,100.0,10.608810340236714
100.0,13.95145297971522,100.0,13.95145297971522
100.0,8.219647578645358,100.0,9.291009577276897
100.0,8.073317892592708,100.0,9.807689731093554
100.0,7.073132139437581,100.0,8.807648719713507
100.0,5.344972808807789,100.0,8.205423995469443
100.0,7.282346989400903,100.0,8.47414800534992
100.0,7.218412544988726,100.0,8.956903042777071
100.0,7.217697833570196,100.0,9.623071784056053
100.0,4.343214126617025,100.0,8.340609839361006
100.0,4.744084706581899,100.0,7.9507660477711575
100.0,6.0129319319285415,100.0,6.271067084817234
