Unplanned (%),Unplanned (Time)
100.0,33.53324867297268
100.0,32.597080093382154
100.0,31.660694302258655
100.0,21.133533507060534
100.0,43.42921682363352
100.0,30.456446950542535
100.0,44.36607919966362
100.0,32.898246016808876
100.0,42.86630202404626
100.0,32.529471520209455
100.0,50.71748533993636
100.0,24.571565178725326
100.0,28.716972432140125
100.0,49.51314289839779
100.0,46.077039191467975
100.0,37.04970987259086
100.0,26.576342454338022
100.0,13.603331869415983
100.0,23.63522470997831
100.0,21.562353306989234
100.0,24.77143673058616
100.0,22.69870919125535
100.0,32.66229718528067
100.0,44.004269087046225
100.0,45.56739546024955
100.0,40.9950402493041
100.0,17.548661933522627
100.0,26.21730874158648
100.0,34.53067491933777
100.0,13.671341577914674
100.0,31.96744440590431
100.0,49.51272565848792
100.0,11.167197428836145
100.0,34.467002768375266
100.0,32.46221473047018
100.0,43.56239497922412
100.0,40.0582009030748
100.0,66.0042505121225
100.0,32.66209772963875
100.0,38.921912189576624
100.0,21.493991961985486
100.0,30.162611262166006
100.0,53.4580558547411
100.0,16.479770040340565
100.0,27.58013936787758
100.0,13.470605686145891
100.0,13.980168985734675
100.0,38.41233289888293
100.0,10.97100537054566
100.0,47.507725585595914
100.0,44.00353160604736
100.0,55.398589995771836
100.0,36.60742820282107
100.0,42.86724259704174
100.0,44.49827135037518
100.0,34.10791376645228
100.0,11.597722786474213
100.0,17.925492118903957
100.0,54.457895411956336
100.0,31.525469908820778
100.0,42.357663105152184
100.0,14.91632849704141
100.0,30.721995821083347
100.0,25.081143764471445
100.0,74.16418842599423
100.0,25.081348604205633
100.0,43.55966277333626
100.0,38.0547186019046
100.0,26.285780865790116
100.0,35.04466762382881
100.0,36.539417598356756
100.0,12.73379287337647
100.0,24.212409758827974
100.0,37.67562638926128
100.0,43.00277267120058
100.0,50.58097962091827
100.0,26.775370033770407
100.0,43.00308156351544
100.0,30.0295099737295
100.0,39.993033834364034
100.0,41.48778032303961
100.0,30.02971136953088
100.0,29.16077604434537
100.0,42.62398915230075
100.0,31.234143813276066
100.0,55.5293425756052
100.0,31.72373292053725
100.0,17.68215549569935
100.0,34.977824423319376
100.0,22.00486942696994
100.0,25.014707176266086
100.0,34.97807425453204
100.0,13.53578734085603
100.0,28.51417879946109
100.0,36.18250686402733
100.0,32.97284057172317
100.0,10.235846933873471
100.0,22.63051801615006
100.0,31.456802698177327
100.0,35.53585051694069
100.0,29.963087206370137
100.0,39.9264370341953
100.0,36.67209572967927
100.0,33.46254509766007
100.0,41.130869856079585
100.0,26.953235576296887
100.0,7.025786165543217
100.0,27.578880584463874
100.0,18.484154470187143
100.0,40.48421329657692
100.0,34.91146700824098
100.0,37.921206907699585
100.0,17.54298635571016
100.0,38.41091132577825
100.0,21.938013072617036
100.0,31.901409616832805
100.0,11.664126079988021
100.0,25.505572742833973
100.0,19.9327253846425
100.0,45.432576069704226
100.0,46.0792327663081
100.0,42.86957322715782
100.0,22.491353801857915
100.0,32.52724316255376
100.0,26.886375756689446
100.0,36.8497722843548
100.0,39.8598469095692
100.0,30.453938932781877
100.0,24.88109168792685
100.0,43.35927763964971
