Unplanned (%),Unplanned (Time),Planned (%),Planned (Time)
22.530864197530864,1.0,22.530864197530864,0.8306209086902314
25.308641975308642,1.0,24.691358024691358,0.9109681037197338
24.382716049382715,1.0,9.25925925925926,0.9404018165058101
29.629629629629626,1.0,22.530864197530864,0.9288673322332407
28.39506172839506,1.0,19.753086419753085,0.9301678238191898
20.37037037037037,1.0,15.123456790123457,0.8009934796964815
24.691358024691358,1.0,9.5679012345679,0.8687572721996759
25.617283950617285,1.0,23.456790123456788,0.7948238404835996
22.22222222222222,1.0,8.333333333333332,0.7336913881635301
31.790123456790127,1.0,27.160493827160494,0.8718772227063774
30.555555555555557,1.0,15.123456790123457,0.8771117486145487
27.160493827160494,1.0,13.271604938271606,0.8114059090170601
24.382716049382715,1.0,23.765432098765434,0.7011892579152084
32.098765432098766,1.0,28.703703703703702,0.696775979819618
31.48148148148148,1.0,29.938271604938272,0.9640712960992013
