Unplanned (%),Unplanned (Time)
100.0,33.97183099287669
100.0,23.39855441098442
100.0,74.2515498167484
100.0,58.312890262422584
100.0,36.35975093262802
100.0,26.57200977516566
100.0,45.27950793434336
100.0,19.548472048288552
100.0,87.66148279006447
100.0,65.71299825353046
100.0,81.34127755586348
100.0,59.39265027753685
100.0,43.44969968983498
100.0,31.06482945762867
100.0,35.55311099863427
100.0,26.502978174288923
100.0,33.661194731554225
100.0,32.95632847331713
100.0,67.35728126218987
100.0,45.40874512868958
100.0,37.443864886740485
100.0,45.412964464957675
100.0,39.91592836066093
100.0,50.40929556667527
100.0,48.8990347690294
100.0,26.950466925363603
100.0,55.85444762624444
100.0,30.419807429637174
100.0,54.32758249870731
100.0,25.999778250901205
100.0,33.97288495512526
100.0,21.43793603633073
100.0,49.84440757950274
100.0,30.486828535174087
100.0,62.292233316188856
100.0,56.79931033744242
100.0,47.002292678904666
100.0,18.098315179232664
100.0,40.347910069595
100.0,34.850860598027516
100.0,48.02106090807058
100.0,23.396376994349247
100.0,31.36485657779199
100.0,39.33411005534408
100.0,50.78932287703622
100.0,55.2681420968142
100.0,39.334257847407294
100.0,80.7072626856382
100.0,28.84110514191163
100.0,32.51446244710092
100.0,71.21114184714912
100.0,49.262514683413976
100.0,36.809852901177685
100.0,41.29325487184581
100.0,35.79589542874939
100.0,19.54699433842905
100.0,24.34184659946681
100.0,31.49564803097717
100.0,57.227185922952096
100.0,69.38747832074935
100.0,42.95604062702586
100.0,18.33133845837572
100.0,68.88930968445871
100.0,25.69201318244132
100.0,30.68849778032514
100.0,32.57945611332418
100.0,47.95511220388509
100.0,31.498172023893982
100.0,21.009142885228773
100.0,33.656173136370825
100.0,35.547115103937394
100.0,37.442708896225646
100.0,41.94372779282625
100.0,42.43978513076088
100.0,20.490761779758262
100.0,20.693648273434572
100.0,36.94707081690409
100.0,50.40347066185043
100.0,65.85011678135626
100.0,22.648135612687593
100.0,30.621606615327973
100.0,22.96697813962288
100.0,53.380194061859555
100.0,31.43173277227464
100.0,58.37684410267666
100.0,29.5402676447584
100.0,31.43111459968625
100.0,32.51255646936714
100.0,54.84212933121061
100.0,42.37231612430798
100.0,15.560953331715684
100.0,17.451833943756945
100.0,42.37217600599061
100.0,39.395435291446354
100.0,71.79459996451483
100.0,55.33766267102337
100.0,19.61361991337131
100.0,27.582411701767825
100.0,53.31324207214977
100.0,50.33649204169694
100.0,65.78321855392342
100.0,29.47336375447611
100.0,32.57920582180794
100.0,28.9780554638747
100.0,36.36086282688142
