Gen,Pop,Alt,Inc,Initial_Raan,Delta_Raan,Num_Planes,Avg_Percentage,Std_Percentage,Avg_Time,Std_Time,
0,0,629,45,135,8,50.83570750237417,41.036786015638135,29.93917625737861,29.572336980551043,
0,1,621,67,159,22,87.94396961063626,21.215792410212455,8.549826985911496,19.11877408460864,
0,2,624,100,163,25,99.62962962962963,0.8915755535827978,2.3654481842486126,4.295885315872474,
0,3,612,66,70,39,87.03228869895536,22.47387661624454,10.703652409413944,19.459012186699407,
0,4,595,130,124,4,64.8860398860399,39.92561235051038,22.997410990980747,27.432530578182103,
0,5,628,121,154,6,78.39506172839506,34.02538602797048,15.442249642120093,23.653127847088513,
0,6,594,81,0,1,97.76353276353275,0.9939123456127305,6.162486509591416,10.551654926131784,
0,7,620,103,107,47,99.03133903133903,2.4832673261170237,1.93034845133152,5.997406401193296,
0,8,592,109,4,16,93.87464387464388,15.73559407595598,5.653371398614496,14.157779168277147,
0,9,578,98,178,35,95.3846153846154,2.9685127123048543,6.841219432273503,13.085962409148651,
0,10,628,64,125,6,82.57359924026589,26.574611878477757,12.202172972822327,22.158628225603948,
0,11,585,131,116,37,60.59354226020893,40.50368121292912,24.29649418161318,28.818861448004117,
0,12,620,133,73,40,55.5650522317189,41.6309674098192,27.24041033225978,29.31950949307559,
0,13,606,121,59,31,78.16714150047484,34.4481491795276,14.051871555775662,24.3330644987644,
0,14,619,48,48,1,56.581196581196586,39.93685543358393,27.155805949817996,28.844979217271888,
1,0,620,103,107,25,3,99.03133903133903,2.4832673261170237,2.6635079485889332,6.156223171442897,
1,1,624,100,163,47,4,99.62962962962963,0.8915755535827978,1.5586453330568046,3.915433244629283,
1,2,620,100,163,47,4,99.62962962962963,0.8915755535827978,1.6841676323368915,4.05800676653546,
1,3,589,71,156,25,3,91.66191832858499,15.003789624005476,6.941193221353735,16.128871483065527,
1,4,624,67,159,25,3,87.94396961063626,21.215792410212455,8.987699870400917,18.98447937526123,
1,5,621,100,163,22,3,99.62488129154796,0.8904115172261587,1.8724847596545309,4.158161521393574,
1,6,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
1,7,624,100,163,25,3,99.62962962962963,0.8915755535827978,2.3654481842486126,4.295885315872474,
1,8,594,81,163,1,1,97.63057929724594,0.912546083625909,6.055245697731406,10.590471692113034,
1,9,624,100,102,25,3,99.62962962962963,0.8915755535827978,2.3167506084343006,4.303286784718745,
1,10,592,109,107,16,2,94.07407407407409,15.37932095596951,5.406688452323498,13.965209381175118,
1,11,620,103,4,47,2,99.03133903133903,2.4832673261170237,2.8195653780027685,6.333035838980155,
1,12,594,81,0,47,4,98.25261158594492,1.3505328649292423,2.9175043719938047,8.095205309014574,
1,13,630,103,42,1,1,98.96011396011397,2.4611511630641085,5.216063270181754,8.251326476833325,
1,14,624,100,163,25,3,99.62962962962963,0.8915755535827978,2.3654481842486126,4.295885315872474,
2,0,620,100,163,25,4,99.62962962962963,0.8915755535827978,1.9928960230629014,4.060927450468127,
2,1,624,100,102,47,3,99.62962962962963,0.8915755535827978,1.7397603128141221,3.9750429571176578,
2,2,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
2,3,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
2,4,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
2,5,624,100,163,47,4,99.62962962962963,0.8915755535827978,1.5586453330568046,3.915433244629283,
2,6,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
2,7,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
2,8,624,100,102,25,3,99.62962962962963,0.8915755535827978,2.3167506084343006,4.303286784718745,
2,9,619,85,92,45,1,99.002849002849,0.9666104957264543,5.201174349009911,8.428421096569883,
2,10,624,100,163,22,3,99.62962962962963,0.8915755535827978,2.2669824260599807,5.426320500891109,
2,11,621,100,102,25,3,99.62962962962963,0.8915755535827978,2.3192909373642623,4.273818844541569,
2,12,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
2,13,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
2,14,624,70,32,2,4,90.91642924976257,16.7786649869481,6.455997258698259,16.977306562986097,
3,0,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,1,599,93,168,14,2,98.70370370370371,1.9196210139525494,5.618039168463454,12.131654193502591,
3,2,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,3,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,4,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,5,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,6,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,7,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,8,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,9,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,10,576,131,120,8,2,60.308641975308646,40.81336874358944,24.738021980234034,28.646345394234274,
3,11,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,12,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,13,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
3,14,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,0,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,1,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,2,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,3,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,4,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,5,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,6,582,93,120,28,2,99.99050332383665,0.05329996277455825,2.6627800097751027,4.05345811192196,
4,7,624,66,120,25,3,86.68091168091168,22.57341146338912,9.631623440112895,19.844972011510425,
4,8,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,9,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,10,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,11,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,12,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,13,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
4,14,581,93,120,25,4,100.0,0.0,2.1574407393670616,2.6247260554719727,
5,0,582,93,120,25,2,99.99525166191832,0.03798670465337181,2.9778344412483038,3.634582750314098,
5,1,624,93,120,28,2,100.0,0.0,2.446627788189919,4.268361150847404,
5,2,625,72,120,25,2,92.83000949667614,11.837198279205234,6.690656016253129,15.100048453946506,
5,3,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
5,4,602,81,28,14,3,97.67806267806267,0.9549237261524297,3.262842006296825,9.63085481952434,
5,5,581,93,120,25,4,100.0,0.0,2.1574407393670616,2.6247260554719727,
5,6,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
5,7,582,93,120,28,2,99.99050332383665,0.05329996277455825,2.6627800097751027,4.05345811192196,
5,8,624,50,174,13,4,62.47388414055081,38.6437612913145,23.141914733267175,28.580399162577375,
5,9,581,93,120,25,4,100.0,0.0,2.1574407393670616,2.6247260554719727,
5,10,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
5,11,581,93,120,25,4,100.0,0.0,2.1574407393670616,2.6247260554719727,
5,12,582,93,120,25,2,99.99525166191832,0.03798670465337181,2.9778344412483038,3.634582750314098,
5,13,624,93,120,28,2,100.0,0.0,2.446627788189919,4.268361150847404,
5,14,624,93,120,25,2,99.99050332383665,0.05329996277455825,3.4009612736349175,5.754856357151486,
