Gen,Pop,Alt,Inc,Initial_Raan,Delta_Raan,Num_Sats,Num_Planes,Avg_Percentage,Avg_Time,Cost,
8,36,589,92,125,19,12,12,100.0,0.387072,0.0,
8,37,589,92,125,19,12,12,100.0,0.387072,0.0,
8,38,577,88,125,19,12,2,0.06999999999999999,3.941568,10.0,
8,39,589,92,125,19,12,12,100.0,0.387072,0.0,
8,40,589,92,103,19,4,8,0.06999999999999999,1.9051200000000001,4796.0,
8,41,589,91,125,28,12,12,100.0,0.37843200000000005,0.0,
8,42,589,92,125,19,12,12,100.0,0.387072,0.0,
8,43,589,92,125,19,12,12,100.0,0.387072,0.0,
8,44,589,92,146,19,12,12,100.0,0.387072,0.0,
8,45,589,92,125,19,12,12,100.0,0.387072,0.0,
8,46,589,92,125,19,12,12,100.0,0.387072,0.0,
8,47,589,92,146,19,12,12,100.0,0.387072,0.0,
8,48,630,92,125,19,12,12,100.0,0.476064,0.0,
8,49,589,92,125,19,12,12,100.0,0.387072,0.0,
