Per_Weight,Cost_Weight,Gen,Pop,Alt,Inc,Initial_Raan,Delta_Raan,Num_Sats,Num_Planes,Avg_Percentage,Cost,
0.22777777777777777,-0.7722222222222223,3,14,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,15,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,16,614,93,37,28,4,4,98.58024691358025,8.0,
0.22777777777777777,-0.7722222222222223,3,17,606,91,60,26,7,7,99.40329218106996,14.0,
0.22777777777777777,-0.7722222222222223,3,18,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,19,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,20,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,21,584,88,138,12,11,11,99.46502057613169,22.0,
0.22777777777777777,-0.7722222222222223,3,22,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,23,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,24,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,0,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,1,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,4,2,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,3,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,4,591,93,47,24,6,1,88.72427983539096,7.0,
0.22777777777777777,-0.7722222222222223,4,5,599,87,72,23,4,4,97.1604938271605,8.0,
0.22777777777777777,-0.7722222222222223,4,6,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,4,7,617,93,113,28,10,10,99.38271604938271,20.0,
0.22777777777777777,-0.7722222222222223,4,8,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,9,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,10,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,11,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,4,12,581,91,119,26,8,8,99.15637860082303,16.0,
0.22777777777777777,-0.7722222222222223,4,13,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,14,600,93,146,19,11,4,99.17695473251028,15.0,
0.22777777777777777,-0.7722222222222223,4,15,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,16,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,17,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,18,599,94,47,16,8,8,99.87654320987654,16.0,
0.22777777777777777,-0.7722222222222223,4,19,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,4,20,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,21,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,4,22,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,4,23,621,91,47,26,10,2,95.41152263374484,12.0,
0.22777777777777777,-0.7722222222222223,4,24,615,89,74,20,11,10,99.8559670781893,21.0,
0.22777777777777777,-0.7722222222222223,5,0,610,90,36,8,7,6,99.8559670781893,13.0,
0.22777777777777777,-0.7722222222222223,5,1,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,2,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,3,602,88,47,29,11,3,97.57201646090533,14.0,
0.22777777777777777,-0.7722222222222223,5,4,625,93,47,25,8,2,96.97530864197532,10.0,
0.22777777777777777,-0.7722222222222223,5,5,617,93,47,24,11,5,91.2551440329218,16.0,
0.22777777777777777,-0.7722222222222223,5,6,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,7,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,8,601,95,94,16,11,1,88.72427983539094,12.0,
0.22777777777777777,-0.7722222222222223,5,9,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,10,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,11,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,12,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,13,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,14,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,15,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,16,580,93,105,22,8,8,99.50617283950616,16.0,
0.22777777777777777,-0.7722222222222223,5,17,614,93,96,9,9,9,99.91769547325103,18.0,
0.22777777777777777,-0.7722222222222223,5,18,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,19,581,89,48,17,11,11,99.81481481481481,22.0,
0.22777777777777777,-0.7722222222222223,5,20,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,21,599,87,117,29,7,7,99.52674897119341,14.0,
0.22777777777777777,-0.7722222222222223,5,22,590,94,141,12,6,4,98.62139917695475,10.0,
0.22777777777777777,-0.7722222222222223,5,23,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,5,24,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,0,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,1,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,2,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,3,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,4,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,5,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,6,608,93,104,29,7,1,86.50205761316873,8.0,
0.22777777777777777,-0.7722222222222223,6,7,581,93,108,16,11,6,98.86831275720164,17.0,
0.22777777777777777,-0.7722222222222223,6,8,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,9,581,92,44,15,11,1,88.02469135802471,12.0,
0.22777777777777777,-0.7722222222222223,6,10,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,11,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,12,593,89,97,7,11,7,99.30041152263375,18.0,
0.22777777777777777,-0.7722222222222223,6,13,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,14,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,15,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,16,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,17,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,18,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,19,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,20,581,92,75,14,12,11,99.93827160493827,23.0,
0.22777777777777777,-0.7722222222222223,6,21,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,22,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,23,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,6,24,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,0,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,1,586,87,148,1,12,8,99.44444444444443,20.0,
0.22777777777777777,-0.7722222222222223,7,2,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,3,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,4,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,5,630,95,79,24,8,3,92.98353909465023,11.0,
0.22777777777777777,-0.7722222222222223,7,6,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,7,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,8,623,95,72,14,10,10,99.97942386831276,20.0,
0.22777777777777777,-0.7722222222222223,7,9,610,93,47,27,11,1,88.60082304526752,12.0,
0.22777777777777777,-0.7722222222222223,7,10,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,11,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,12,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,13,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,14,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,15,581,95,148,29,4,4,99.30041152263375,8.0,
0.22777777777777777,-0.7722222222222223,7,16,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,17,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,18,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,19,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,20,603,93,94,13,7,5,98.64197530864199,12.0,
0.22777777777777777,-0.7722222222222223,7,21,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,22,618,89,36,14,3,3,95.20576131687243,6.0,
0.22777777777777777,-0.7722222222222223,7,23,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,7,24,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,0,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,1,630,95,145,28,5,5,99.48559670781891,10.0,
0.22777777777777777,-0.7722222222222223,8,2,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,3,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,4,623,95,47,29,11,11,99.93827160493827,22.0,
0.22777777777777777,-0.7722222222222223,8,5,581,93,72,14,10,10,99.50617283950616,20.0,
0.22777777777777777,-0.7722222222222223,8,6,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,8,7,623,95,72,14,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,8,8,611,90,144,3,11,4,98.93004115226336,15.0,
0.22777777777777777,-0.7722222222222223,8,9,580,95,72,23,12,5,99.58847736625513,17.0,
0.22777777777777777,-0.7722222222222223,8,10,623,93,47,29,11,11,99.91769547325103,22.0,
0.22777777777777777,-0.7722222222222223,8,11,597,92,51,1,10,9,99.8971193415638,19.0,
0.22777777777777777,-0.7722222222222223,8,12,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,13,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,14,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,15,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,16,585,93,65,25,11,9,99.69135802469134,20.0,
0.22777777777777777,-0.7722222222222223,8,17,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,18,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,19,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,20,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,8,21,591,90,93,1,9,3,99.21810699588477,12.0,
0.22777777777777777,-0.7722222222222223,8,22,628,93,47,4,3,3,98.45679012345678,6.0,
0.22777777777777777,-0.7722222222222223,8,23,581,90,62,14,9,9,98.95061728395062,18.0,
0.22777777777777777,-0.7722222222222223,8,24,588,93,46,14,4,4,99.15637860082305,8.0,
0.22777777777777777,-0.7722222222222223,9,0,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,9,1,581,93,105,3,3,3,98.47736625514403,6.0,
0.22777777777777777,-0.7722222222222223,9,2,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,9,3,595,93,47,7,12,4,99.38271604938271,16.0,
0.22777777777777777,-0.7722222222222223,9,4,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,9,5,604,95,78,29,8,5,99.46502057613168,13.0,
0.22777777777777777,-0.7722222222222223,9,6,581,95,81,14,3,3,96.91358024691358,6.0,
0.22777777777777777,-0.7722222222222223,9,7,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,9,8,614,95,47,28,11,5,99.46502057613169,16.0,
0.22777777777777777,-0.7722222222222223,9,9,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,9,10,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,9,11,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,9,12,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,9,13,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,9,14,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,9,15,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,9,16,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,9,17,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,9,18,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,9,19,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,9,20,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,9,21,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,9,22,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,9,23,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,9,24,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,10,0,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,1,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,2,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,3,611,95,123,2,11,8,99.77366255144032,19.0,
0.22777777777777777,-0.7722222222222223,10,4,581,92,74,18,7,7,99.03292181069958,14.0,
0.22777777777777777,-0.7722222222222223,10,5,581,95,72,29,7,7,99.62962962962962,14.0,
0.22777777777777777,-0.7722222222222223,10,6,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,7,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,8,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,9,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,10,598,88,47,29,11,7,99.67078189300409,18.0,
0.22777777777777777,-0.7722222222222223,10,11,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,12,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,13,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,14,581,88,71,6,11,10,97.94238683127573,21.0,
0.22777777777777777,-0.7722222222222223,10,15,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,16,581,91,101,4,10,4,97.09876543209877,14.0,
0.22777777777777777,-0.7722222222222223,10,17,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,18,578,87,45,29,6,2,95.80246913580245,8.0,
0.22777777777777777,-0.7722222222222223,10,19,599,94,53,13,7,2,93.35390946502058,9.0,
0.22777777777777777,-0.7722222222222223,10,20,577,88,87,29,6,6,99.65020576131687,12.0,
0.22777777777777777,-0.7722222222222223,10,21,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,22,612,93,62,29,9,6,99.1358024691358,15.0,
0.22777777777777777,-0.7722222222222223,10,23,581,93,47,29,11,10,99.97942386831276,21.0,
0.22777777777777777,-0.7722222222222223,10,24,621,88,127,0,11,11,87.81893004115226,22.0,
0.33666666666666667,-0.6633333333333333,0,0,584,90,108,29,6,6,99.50617283950616,12.0,
0.33666666666666667,-0.6633333333333333,0,1,629,89,52,22,6,2,97.1604938271605,8.0,
0.33666666666666667,-0.6633333333333333,0,2,605,90,45,10,3,3,96.29629629629629,6.0,
0.33666666666666667,-0.6633333333333333,0,3,596,87,129,9,11,9,99.7119341563786,20.0,
0.33666666666666667,-0.6633333333333333,0,4,577,91,63,28,6,5,98.39506172839505,11.0,
0.33666666666666667,-0.6633333333333333,0,5,619,94,87,22,6,4,99.11522633744855,10.0,
0.33666666666666667,-0.6633333333333333,0,6,594,94,48,18,9,9,98.00411522633746,18.0,
0.33666666666666667,-0.6633333333333333,0,7,577,87,91,10,4,4,98.62139917695472,8.0,
0.33666666666666667,-0.6633333333333333,0,8,592,89,118,3,11,8,92.77777777777779,18.999999999999996,
0.33666666666666667,-0.6633333333333333,0,9,575,90,121,27,10,8,99.69135802469134,18.0,
0.33666666666666667,-0.6633333333333333,0,10,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,0,11,628,91,123,1,11,6,99.83539094650205,17.0,
0.33666666666666667,-0.6633333333333333,0,12,612,88,126,16,9,7,99.65020576131685,16.0,
0.33666666666666667,-0.6633333333333333,0,13,589,94,39,24,5,5,96.70781893004113,10.0,
0.33666666666666667,-0.6633333333333333,0,14,620,94,72,3,7,7,99.79423868312757,14.0,
0.33666666666666667,-0.6633333333333333,0,15,618,90,84,9,11,4,98.14814814814814,15.0,
0.33666666666666667,-0.6633333333333333,0,16,580,92,37,2,8,8,91.99588477366255,16.0,
0.33666666666666667,-0.6633333333333333,0,17,578,88,97,3,7,7,99.48559670781891,14.0,
0.33666666666666667,-0.6633333333333333,0,18,600,90,115,26,10,1,83.47736625514402,11.0,
0.33666666666666667,-0.6633333333333333,0,19,629,91,79,12,9,3,94.54732510288065,12.0,
0.33666666666666667,-0.6633333333333333,0,20,586,88,72,15,9,9,99.11522633744855,18.0,
0.33666666666666667,-0.6633333333333333,0,21,590,91,88,2,8,5,99.60905349794236,13.0,
0.33666666666666667,-0.6633333333333333,0,22,593,91,48,19,10,10,99.8148148148148,20.0,
0.33666666666666667,-0.6633333333333333,0,23,624,94,100,29,8,3,98.99176954732509,11.0,
0.33666666666666667,-0.6633333333333333,0,24,581,88,38,2,8,8,98.04526748971195,16.0,
0.33666666666666667,-0.6633333333333333,1,0,596,87,129,9,11,9,99.7119341563786,20.0,
0.33666666666666667,-0.6633333333333333,1,1,605,87,79,1,6,5,98.95061728395062,11.0,
0.33666666666666667,-0.6633333333333333,1,2,628,91,123,1,11,6,99.83539094650205,17.0,
0.33666666666666667,-0.6633333333333333,1,3,590,87,129,17,3,3,97.5925925925926,6.0,
0.33666666666666667,-0.6633333333333333,1,4,628,91,74,1,9,6,99.83539094650206,15.0,
0.33666666666666667,-0.6633333333333333,1,5,592,87,123,5,11,8,99.62962962962962,18.999999999999996,
0.33666666666666667,-0.6633333333333333,1,6,628,87,123,1,11,6,99.60905349794238,17.0,
0.33666666666666667,-0.6633333333333333,1,7,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,1,8,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,1,9,593,87,48,19,10,10,99.60905349794238,20.0,
0.33666666666666667,-0.6633333333333333,1,10,628,91,123,1,11,6,99.83539094650205,17.0,
0.33666666666666667,-0.6633333333333333,1,11,620,94,72,3,7,7,99.79423868312757,14.0,
0.33666666666666667,-0.6633333333333333,1,12,575,87,121,5,9,8,99.5679012345679,17.0,
0.33666666666666667,-0.6633333333333333,1,13,608,91,121,15,12,8,99.73251028806584,20.0,
0.33666666666666667,-0.6633333333333333,1,14,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,1,15,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,1,16,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,1,17,596,87,129,9,11,9,99.7119341563786,20.0,
0.33666666666666667,-0.6633333333333333,1,18,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,1,19,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,1,20,620,94,123,3,7,7,99.73251028806584,14.0,
0.33666666666666667,-0.6633333333333333,1,21,628,91,72,1,11,6,99.73251028806584,17.0,
0.33666666666666667,-0.6633333333333333,1,22,628,87,123,5,11,8,99.69135802469137,18.999999999999996,
0.33666666666666667,-0.6633333333333333,1,23,592,91,74,1,9,6,99.34156378600822,15.0,
0.33666666666666667,-0.6633333333333333,1,24,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,2,0,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,2,1,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,2,2,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,2,3,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,2,4,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,2,5,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,2,6,592,93,132,16,5,5,99.44444444444443,10.0,
0.33666666666666667,-0.6633333333333333,2,7,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,2,8,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,2,9,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,2,10,613,94,50,23,8,8,99.75308641975309,16.0,
0.33666666666666667,-0.6633333333333333,2,11,592,87,107,12,4,4,94.95884773662551,8.0,
0.33666666666666667,-0.6633333333333333,2,12,628,91,74,5,9,8,99.73251028806584,17.0,
0.33666666666666667,-0.6633333333333333,2,13,592,91,74,1,9,6,99.34156378600822,15.0,
0.33666666666666667,-0.6633333333333333,2,14,592,90,76,8,10,1,84.8559670781893,11.0,
0.33666666666666667,-0.6633333333333333,2,15,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,2,16,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,2,17,592,87,74,5,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,2,18,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,2,19,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,2,20,613,89,81,20,8,8,99.77366255144032,16.0,
0.33666666666666667,-0.6633333333333333,2,21,592,87,111,7,3,3,98.00411522633746,6.0,
0.33666666666666667,-0.6633333333333333,2,22,592,87,46,19,10,10,99.79423868312757,20.0,
0.33666666666666667,-0.6633333333333333,2,23,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,2,24,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,0,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,1,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,2,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,3,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,4,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,5,592,92,55,5,5,5,99.56790123456788,10.0,
0.33666666666666667,-0.6633333333333333,3,6,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,7,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,8,577,95,74,5,6,6,99.46502057613168,12.0,
0.33666666666666667,-0.6633333333333333,3,9,579,91,74,5,7,7,99.8559670781893,14.0,
0.33666666666666667,-0.6633333333333333,3,10,592,91,42,22,10,8,99.7119341563786,18.0,
0.33666666666666667,-0.6633333333333333,3,11,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,12,590,91,41,0,9,2,86.2962962962963,11.0,
0.33666666666666667,-0.6633333333333333,3,13,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,14,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,15,592,88,50,5,11,5,99.56790123456788,16.0,
0.33666666666666667,-0.6633333333333333,3,16,592,94,37,25,8,8,99.7119341563786,16.0,
0.33666666666666667,-0.6633333333333333,3,17,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,18,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,19,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,3,20,600,87,74,5,8,8,98.95061728395062,16.0,
0.33666666666666667,-0.6633333333333333,3,21,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,22,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,23,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,3,24,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,4,0,592,91,74,20,9,8,99.7119341563786,17.0,
0.33666666666666667,-0.6633333333333333,4,1,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,4,2,592,91,74,5,9,8,99.8971193415638,17.0,
