Per_Weight,Cost_Weight,Gen,Pop,Alt,Inc,Initial_Raan,Delta_Raan,Num_Sats,Num_Planes,Avg_Percentage,Cost,
0.11888888888888888,-0.8811111111111112,2,14,629,90,86,4,11,10,99.91769547325103,21.0,
0.11888888888888888,-0.8811111111111112,2,15,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,2,16,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,2,17,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,2,18,626,93,70,7,12,6,99.73251028806584,18.0,
0.11888888888888888,-0.8811111111111112,2,19,605,90,147,0,11,2,83.93004115226339,13.0,
0.11888888888888888,-0.8811111111111112,2,20,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,2,21,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,2,22,629,93,55,3,9,10,99.87654320987654,2419.0,
0.11888888888888888,-0.8811111111111112,2,23,600,93,129,19,11,9,99.83539094650206,20.0,
0.11888888888888888,-0.8811111111111112,2,24,598,94,101,26,9,3,97.07818930041154,12.0,
0.11888888888888888,-0.8811111111111112,3,0,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,1,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,2,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,3,580,91,86,14,11,2,90.61728395061729,13.0,
0.11888888888888888,-0.8811111111111112,3,4,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,3,5,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,3,6,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,7,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,8,598,93,108,1,10,4,99.42386831275718,14.0,
0.11888888888888888,-0.8811111111111112,3,9,592,93,123,8,3,3,99.0946502057613,6.0,
0.11888888888888888,-0.8811111111111112,3,10,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,11,595,91,128,30,6,4,98.88888888888889,10.0,
0.11888888888888888,-0.8811111111111112,3,12,581,87,118,22,11,5,95.76131687242795,16.0,
0.11888888888888888,-0.8811111111111112,3,13,589,89,130,10,10,10,99.8971193415638,20.0,
0.11888888888888888,-0.8811111111111112,3,14,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,15,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,3,16,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,3,17,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,18,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,19,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,20,630,93,86,10,5,5,99.54732510288066,10.0,
0.11888888888888888,-0.8811111111111112,3,21,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,3,22,624,91,107,4,5,4,97.6954732510288,9.0,
0.11888888888888888,-0.8811111111111112,3,23,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,3,24,594,92,87,11,10,1,85.94650205761317,11.0,
0.11888888888888888,-0.8811111111111112,4,0,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,1,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,2,617,88,86,1,3,3,92.67489711934157,6.0,
0.11888888888888888,-0.8811111111111112,4,3,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,4,584,88,113,21,11,6,99.05349794238684,17.0,
0.11888888888888888,-0.8811111111111112,4,5,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,6,629,93,86,4,11,10,99.97942386831275,21.0,
0.11888888888888888,-0.8811111111111112,4,7,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,8,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,9,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,10,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,11,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,12,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,13,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,14,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,15,612,94,74,29,11,7,98.88888888888889,18.0,
0.11888888888888888,-0.8811111111111112,4,16,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,17,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,18,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,19,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,20,629,93,78,29,7,5,99.0946502057613,12.0,
0.11888888888888888,-0.8811111111111112,4,21,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,22,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,23,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,4,24,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,0,604,91,112,1,4,4,98.35390946502058,8.0,
0.11888888888888888,-0.8811111111111112,5,1,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,2,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,3,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,4,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,5,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,6,623,91,44,22,6,6,99.40329218106994,12.0,
0.11888888888888888,-0.8811111111111112,5,7,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,8,595,93,86,24,12,2,92.18106995884771,14.0,
0.11888888888888888,-0.8811111111111112,5,9,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,10,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,11,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,12,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,13,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,14,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,15,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,16,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,17,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,18,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,19,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,20,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,21,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,22,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,23,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,5,24,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,0,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,1,592,93,84,26,11,11,99.91769547325103,22.0,
0.11888888888888888,-0.8811111111111112,6,2,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,3,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,4,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,5,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,6,612,92,86,27,9,4,99.07407407407406,13.0,
0.11888888888888888,-0.8811111111111112,6,7,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,8,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,9,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,10,616,90,100,15,4,4,87.98353909465023,8.0,
0.11888888888888888,-0.8811111111111112,6,11,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,12,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,13,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,14,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,15,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,16,612,93,85,21,6,6,99.79423868312757,12.0,
0.11888888888888888,-0.8811111111111112,6,17,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,18,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,19,595,89,39,29,3,1,84.81481481481481,4.0,
0.11888888888888888,-0.8811111111111112,6,20,585,94,108,1,12,5,99.81481481481481,17.0,
0.11888888888888888,-0.8811111111111112,6,21,613,92,49,8,8,6,99.69135802469134,14.0,
0.11888888888888888,-0.8811111111111112,6,22,609,92,117,3,7,7,99.4238683127572,14.0,
0.11888888888888888,-0.8811111111111112,6,23,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,6,24,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,0,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,1,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,2,625,93,126,20,10,9,99.7119341563786,19.0,
0.11888888888888888,-0.8811111111111112,7,3,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,4,586,93,62,21,7,7,99.8559670781893,14.0,
0.11888888888888888,-0.8811111111111112,7,5,610,92,149,22,4,4,98.90946502057614,8.0,
0.11888888888888888,-0.8811111111111112,7,6,612,91,57,19,4,4,98.97119341563787,8.0,
0.11888888888888888,-0.8811111111111112,7,7,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,8,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,9,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,10,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,11,583,93,118,4,6,6,99.8559670781893,12.0,
0.11888888888888888,-0.8811111111111112,7,12,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,13,614,94,113,7,3,2,97.26337448559671,5.0,
0.11888888888888888,-0.8811111111111112,7,14,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,15,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,16,630,94,86,2,10,4,99.44444444444443,14.0,
0.11888888888888888,-0.8811111111111112,7,17,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,18,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,19,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,20,602,91,86,4,4,2,93.60082304526748,6.0,
0.11888888888888888,-0.8811111111111112,7,21,602,93,113,4,11,11,99.75308641975307,22.0,
0.11888888888888888,-0.8811111111111112,7,22,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,23,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,7,24,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,0,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,1,612,93,137,17,4,1,88.66255144032922,5.0,
0.11888888888888888,-0.8811111111111112,8,2,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,3,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,4,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,5,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,6,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,7,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,8,622,89,83,21,8,8,99.79423868312757,16.0,
0.11888888888888888,-0.8811111111111112,8,9,607,91,86,5,8,5,99.65020576131687,13.0,
0.11888888888888888,-0.8811111111111112,8,10,580,88,48,11,7,4,97.63374485596707,11.0,
0.11888888888888888,-0.8811111111111112,8,11,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,12,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,13,596,93,76,29,7,7,99.48559670781891,14.0,
0.11888888888888888,-0.8811111111111112,8,14,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,15,612,95,86,26,9,9,99.75308641975309,18.0,
0.11888888888888888,-0.8811111111111112,8,16,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,17,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,18,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,19,580,90,128,18,10,10,99.1358024691358,20.0,
0.11888888888888888,-0.8811111111111112,8,20,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,21,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,22,612,93,146,13,11,10,99.95884773662553,21.0,
0.11888888888888888,-0.8811111111111112,8,23,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,8,24,618,93,142,12,4,4,97.3662551440329,8.0,
0.11888888888888888,-0.8811111111111112,9,0,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,1,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,2,627,94,145,30,11,11,96.91358024691358,22.0,
0.11888888888888888,-0.8811111111111112,9,3,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,4,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,5,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,6,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,7,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,8,616,92,106,4,5,5,99.54732510288066,10.0,
0.11888888888888888,-0.8811111111111112,9,9,628,90,125,4,5,5,99.54732510288066,10.0,
0.11888888888888888,-0.8811111111111112,9,10,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,11,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,12,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,13,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,14,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,15,612,95,94,5,11,10,99.91769547325103,21.0,
0.11888888888888888,-0.8811111111111112,9,16,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,17,593,87,94,21,10,4,92.18106995884774,14.0,
0.11888888888888888,-0.8811111111111112,9,18,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,19,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,20,612,91,126,26,11,10,99.79423868312757,21.0,
0.11888888888888888,-0.8811111111111112,9,21,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,22,609,89,110,27,7,7,99.81481481481481,14.0,
0.11888888888888888,-0.8811111111111112,9,23,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,9,24,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,0,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,1,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,2,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,3,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,4,599,89,86,3,11,6,99.69135802469134,17.0,
0.11888888888888888,-0.8811111111111112,10,5,611,93,86,18,12,10,99.95884773662553,22.0,
0.11888888888888888,-0.8811111111111112,10,6,576,93,32,4,8,1,88.33333333333333,9.0,
0.11888888888888888,-0.8811111111111112,10,7,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,8,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,9,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,10,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,11,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,12,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,13,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,14,598,89,86,4,5,5,98.97119341563784,10.0,
0.11888888888888888,-0.8811111111111112,10,15,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,16,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,17,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,18,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,19,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,20,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,21,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,22,612,87,57,18,10,8,98.53909465020575,18.0,
0.11888888888888888,-0.8811111111111112,10,23,612,93,86,4,11,10,100.0,21.0,
0.11888888888888888,-0.8811111111111112,10,24,595,93,105,23,10,9,99.8559670781893,19.0,
0.22777777777777777,-0.7722222222222223,0,0,581,91,119,27,10,10,99.93827160493827,20.0,
0.22777777777777777,-0.7722222222222223,0,1,607,89,66,13,4,4,99.36213991769549,8.0,
0.22777777777777777,-0.7722222222222223,0,2,601,94,73,13,5,5,98.477366255144,10.0,
0.22777777777777777,-0.7722222222222223,0,3,594,91,146,8,3,3,98.62139917695471,6.0,
0.22777777777777777,-0.7722222222222223,0,4,625,89,113,17,3,1,90.55555555555556,4.0,
0.22777777777777777,-0.7722222222222223,0,5,576,94,141,0,6,6,86.06995884773663,12.0,
0.22777777777777777,-0.7722222222222223,0,6,619,88,127,2,10,10,99.58847736625515,20.0,
0.22777777777777777,-0.7722222222222223,0,7,583,88,47,1,3,3,97.26337448559671,6.0,
0.22777777777777777,-0.7722222222222223,0,8,608,89,146,17,11,8,99.77366255144032,19.0,
0.22777777777777777,-0.7722222222222223,0,9,602,92,56,12,9,8,99.87654320987654,17.0,
0.22777777777777777,-0.7722222222222223,0,10,592,88,115,3,8,5,86.6872427983539,13.0,
0.22777777777777777,-0.7722222222222223,0,11,577,93,47,29,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,0,12,601,91,124,23,11,9,99.69135802469134,20.0,
0.22777777777777777,-0.7722222222222223,0,13,593,87,43,18,9,2,85.14403292181069,11.0,
0.22777777777777777,-0.7722222222222223,0,14,604,88,32,22,9,7,99.52674897119344,16.0,
0.22777777777777777,-0.7722222222222223,0,15,626,90,112,11,6,6,99.58847736625513,12.0,
0.22777777777777777,-0.7722222222222223,0,16,604,90,115,25,9,6,99.40329218106996,15.0,
0.22777777777777777,-0.7722222222222223,0,17,609,89,75,29,3,1,88.55967078189299,4.0,
0.22777777777777777,-0.7722222222222223,0,18,628,87,144,25,4,4,98.84773662551439,8.0,
0.22777777777777777,-0.7722222222222223,0,19,608,88,84,19,7,7,98.47736625514403,14.0,
0.22777777777777777,-0.7722222222222223,0,20,597,88,82,2,3,3,97.55144032921808,6.0,
0.22777777777777777,-0.7722222222222223,0,21,601,91,113,16,8,7,99.83539094650205,15.0,
0.22777777777777777,-0.7722222222222223,0,22,616,92,76,0,4,2,77.22222222222223,6.0,
0.22777777777777777,-0.7722222222222223,0,23,589,90,115,7,7,4,99.48559670781893,11.0,
0.22777777777777777,-0.7722222222222223,0,24,611,93,57,18,6,6,99.7119341563786,12.0,
0.22777777777777777,-0.7722222222222223,1,0,601,91,113,16,8,7,99.83539094650205,15.0,
0.22777777777777777,-0.7722222222222223,1,1,581,91,119,27,10,10,99.93827160493827,20.0,
0.22777777777777777,-0.7722222222222223,1,2,627,95,42,9,11,7,99.77366255144032,18.0,
0.22777777777777777,-0.7722222222222223,1,3,623,92,123,17,8,8,99.87654320987654,16.0,
0.22777777777777777,-0.7722222222222223,1,4,608,94,105,19,10,3,98.84773662551439,13.0,
0.22777777777777777,-0.7722222222222223,1,5,581,91,119,27,10,10,99.93827160493827,20.0,
0.22777777777777777,-0.7722222222222223,1,6,630,88,150,22,9,9,99.87654320987654,18.0,
0.22777777777777777,-0.7722222222222223,1,7,577,93,47,29,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,1,8,608,87,85,16,11,5,96.21399176954735,16.0,
0.22777777777777777,-0.7722222222222223,1,9,601,91,113,16,8,7,99.83539094650205,15.0,
0.22777777777777777,-0.7722222222222223,1,10,620,87,84,27,10,10,99.44444444444443,20.0,
0.22777777777777777,-0.7722222222222223,1,11,581,91,119,27,10,10,99.93827160493827,20.0,
0.22777777777777777,-0.7722222222222223,1,12,608,89,43,9,11,8,99.81481481481481,19.0,
0.22777777777777777,-0.7722222222222223,1,13,577,95,111,3,5,5,99.69135802469134,10.0,
0.22777777777777777,-0.7722222222222223,1,14,577,93,47,29,10,10,99.91769547325103,20.0,
0.22777777777777777,-0.7722222222222223,1,15,581,91,119,27,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,1,16,576,91,99,2,10,10,99.91769547325103,20.0,
0.22777777777777777,-0.7722222222222223,1,17,627,89,129,5,5,5,99.58847736625513,10.0,
0.22777777777777777,-0.7722222222222223,1,18,577,91,119,27,11,10,99.81481481481481,21.0,
0.22777777777777777,-0.7722222222222223,1,19,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,1,20,618,94,47,10,7,7,95.08230452674896,14.0,
0.22777777777777777,-0.7722222222222223,1,21,602,92,56,12,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,1,22,602,92,113,16,9,7,99.8559670781893,16.0,
0.22777777777777777,-0.7722222222222223,1,23,601,91,56,12,8,8,99.91769547325103,16.0,
0.22777777777777777,-0.7722222222222223,1,24,577,93,47,29,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,2,0,577,93,47,29,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,2,1,577,93,47,29,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,2,2,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,2,3,577,93,47,29,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,2,4,577,93,31,13,5,5,97.2633744855967,10.0,
0.22777777777777777,-0.7722222222222223,2,5,589,90,120,26,12,12,99.75308641975307,24.0,
0.22777777777777777,-0.7722222222222223,2,6,606,93,53,25,6,6,99.46502057613169,12.0,
0.22777777777777777,-0.7722222222222223,2,7,581,91,119,27,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,2,8,607,94,130,15,5,2,94.19753086419752,7.0,
0.22777777777777777,-0.7722222222222223,2,9,608,87,146,8,10,10,99.15637860082305,20.0,
0.22777777777777777,-0.7722222222222223,2,10,582,91,139,12,12,3,97.34567901234567,15.0,
0.22777777777777777,-0.7722222222222223,2,11,581,91,119,27,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,2,12,623,92,119,3,4,4,96.06995884773663,8.0,
0.22777777777777777,-0.7722222222222223,2,13,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,2,14,626,92,104,6,9,9,99.79423868312757,18.0,
0.22777777777777777,-0.7722222222222223,2,15,602,92,56,12,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,2,16,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,2,17,577,93,47,29,11,11,99.95884773662553,22.0,
0.22777777777777777,-0.7722222222222223,2,18,581,91,119,29,10,10,99.87654320987654,20.0,
0.22777777777777777,-0.7722222222222223,2,19,581,93,47,27,10,11,99.93827160493827,2421.0,
0.22777777777777777,-0.7722222222222223,2,20,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,2,21,613,94,50,12,5,5,99.05349794238684,10.0,
0.22777777777777777,-0.7722222222222223,2,22,581,91,47,29,10,10,99.83539094650206,20.0,
0.22777777777777777,-0.7722222222222223,2,23,581,93,119,27,10,11,99.9588477366255,2421.0,
0.22777777777777777,-0.7722222222222223,2,24,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,0,581,93,47,29,11,11,99.97942386831276,22.0,
0.22777777777777777,-0.7722222222222223,3,1,577,93,47,29,10,11,99.91769547325103,2421.0,
0.22777777777777777,-0.7722222222222223,3,2,612,89,47,29,10,10,99.7119341563786,20.0,
0.22777777777777777,-0.7722222222222223,3,3,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,4,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,5,581,93,136,28,10,2,94.54732510288065,12.0,
0.22777777777777777,-0.7722222222222223,3,6,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,7,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,8,586,88,65,28,11,3,97.57201646090533,14.0,
0.22777777777777777,-0.7722222222222223,3,9,584,91,113,29,5,3,94.8971193415638,8.0,
0.22777777777777777,-0.7722222222222223,3,10,581,93,47,29,10,11,99.97942386831276,2421.0,
0.22777777777777777,-0.7722222222222223,3,11,581,90,146,29,10,10,99.83539094650206,20.0,
0.22777777777777777,-0.7722222222222223,3,12,602,90,37,29,12,10,99.83539094650206,22.0,
0.22777777777777777,-0.7722222222222223,3,13,581,93,47,29,10,11,99.97942386831276,2421.0,
