Gen,Pop,Alt,Inc,Initial_Raan,Delta_Raan,Num_Planes,Avg_Percentage,Std_Percentage,Avg_Time,Std_Time,
0,0,575,92,92,42,99.37796771130104,0.9692194356826644,3.3894308800751127,7.534036609633864,
0,1,592,68,27,48,89.14055080721745,20.35064027003134,8.770813172601775,18.129472107252994,
0,2,584,100,55,34,99.71509971509973,0.893394478738213,2.456109720550064,4.455321650250464,
0,3,610,56,160,32,71.03988603988604,36.40798372576968,18.66559187635811,26.458435875903145,
0,4,627,92,99,22,99.91452991452991,0.2062113081729189,1.7299456013277106,3.5584697393299254,
0,5,616,62,115,27,79.64387464387463,30.292832499563062,13.482730066968536,23.66667352009046,
0,6,578,118,113,34,81.63342830009496,31.540553254286664,12.48676534394463,22.653113160485727,
0,7,596,102,62,30,99.25925925925927,1.7831511071655963,4.5165543557260035,7.187824567827924,
0,8,590,132,64,25,57.35042735042735,41.3715903928507,27.27895879884449,28.33402031907836,
0,9,581,71,132,47,91.80911680911682,14.828072269572038,7.049996786363878,16.012798997926208,
0,10,603,119,354,1,80.31339031339033,32.822109987385744,13.222796919197801,23.221938340983755,
0,11,593,45,180,37,50.593542260208935,41.27283211942176,30.217327401630516,29.450555701387994,
0,12,590,83,30,1,97.98195631528965,0.8067983940909627,4.152162178351289,8.934457626375053,
0,13,593,107,32,3,86.08736942070276,7.34288687633627,11.028986712390655,20.285126169240844,
0,14,627,134,60,36,53.679962013295345,42.2172412998496,29.22860898521089,28.687286157600457,
1,0,627,92,99,22,3,99.91452991452991,0.2062113081729189,1.7299456013277106,3.5584697393299254,
1,1,590,83,30,1,2,97.98195631528965,0.8067983940909627,4.152162178351289,8.934457626375053,
1,2,575,92,92,22,2,99.84330484330485,0.3555233912124384,3.5202099682930803,5.387333248891737,
1,3,627,92,99,42,3,100.0,0.0,1.7459215430788313,2.628791624054296,
1,4,627,71,99,47,3,91.7758784425451,14.649924292015376,6.375455047843569,16.236412867487335,
1,5,581,92,132,22,3,99.9667616334283,0.1225402459692677,3.1130249954553637,5.279084071251034,
1,6,584,100,55,34,2,99.71509971509973,0.893394478738213,2.456109720550064,4.455321650250464,
1,7,627,92,99,22,3,99.91452991452991,0.2062113081729189,1.7299456013277106,3.5584697393299254,
1,8,584,100,99,22,2,99.71509971509973,0.893394478738213,3.6868842908819874,5.533513697998988,
1,9,627,92,55,34,3,99.985754985755,0.06475869751655286,1.7472734842539361,3.0695931210757137,
1,10,627,92,99,22,3,99.91452991452991,0.2062113081729189,1.7299456013277106,3.5584697393299254,
1,11,584,100,3,34,2,99.57264957264957,1.0659992554911528,2.6421547640384744,5.035404465676368,
