Gen,Pop,Alt,Inc,Aop,Initial_Raan,Delta_Raan,Num_Planes,Avg_Percentage,Std_Percentage,Avg_Time,Std_Time,
9,12,599,66,5,47,32,8,22.9835390946502,7.712234996833177,0.03534208533946147,0.012035296749679226,
9,13,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
9,14,579,176,5,47,19,1,0.2674897119341564,0.6842917344985963,0.04156881741547851,0.001891162965393177,
9,15,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
9,16,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
9,17,630,59,7,168,11,8,32.51028806584362,14.342464148013429,0.0321751326567202,0.014022691633797098,
9,18,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
9,19,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
9,20,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
9,21,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
9,22,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
9,23,579,39,174,47,32,8,1.6049382716049378,2.6698274211207558,0.04158226659295024,0.0013699014679155316,
9,24,623,133,5,88,14,8,1.7489711934156378,3.7962823558020773,0.04101559550872868,0.0048940009161351486,
10,0,579,171,40,47,29,8,0.9259259259259259,2.4406796464541083,0.041384170447574524,0.0031466756458340215,
10,1,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
10,2,630,59,19,62,10,8,31.748971193415635,15.73725720618608,0.03173144356177292,0.014856240253473893,
10,3,626,59,27,171,11,1,10.370370370370372,6.73264108861036,0.0385468293736786,0.009667194593261192,
10,4,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
10,5,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
10,6,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
10,7,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
10,8,579,59,5,47,8,8,30.514403292181075,17.469196391679986,0.03285397611539519,0.013593371158019132,
10,9,579,59,5,22,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
10,10,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
10,11,601,138,60,110,33,7,2.9423868312757198,3.0758392032386177,0.04068330376891027,0.00577725394741268,
10,12,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
10,13,630,59,7,168,11,8,32.51028806584362,14.342464148013429,0.0321751326567202,0.014022691633797098,
10,14,579,59,5,47,32,8,24.814814814814817,6.277709999593651,0.03489811348156679,0.012217162888864106,
10,15,630,59,7,168,11,8,32.51028806584362,14.342464148013429,0.0321751326567202,0.014022691633797098,
10,16,630,59,7,168,11,8,32.51028806584362,14.342464148013429,0.0321751326567202,0.014022691633797098,
10,17,579,59,94,22,8,8,11.090534979423868,15.557705558301926,0.03728453172167261,0.01242667879713922,
10,18,630,59,5,47,32,8,25.370370370370374,6.168928802370321,0.03478367904504376,0.012264251103673405,
10,19,579,59,7,168,11,8,31.85185185185185,14.523979964354774,0.032342855142568974,0.013966963836692596,
