Gen,Pop,Alt,Inc,Initial_Raan,Delta_Raan,Num_Planes,Avg_Percentage,Std_Percentage,Avg_Time,Std_Time,
3,11,577,95,120,2,5,100.0,0.0,1.6245032357255726,2.4557784567554184,
3,12,590,68,338,2,5,89.12630579297245,20.344653341920708,5.918778719676211,13.718094106619436,
3,13,625,95,338,2,5,100.0,0.0,1.1129801948136575,1.5996853719315909,
3,14,625,72,338,2,4,93.17188983855651,11.300681520338111,4.224767720863922,11.143204150026838,
4,0,577,97,168,38,3,100.0,0.0,1.7797702004918696,2.9967695024381364,
4,1,577,97,120,38,5,100.0,0.0,1.0565376837493612,2.0895108539273415,
4,2,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
4,3,625,111,130,45,5,92.28869895536562,19.10533465075464,4.253528190744791,11.850711491312875,
4,4,625,97,120,33,5,99.94301994301995,0.17867889574764095,0.8968946994835814,1.68793078923396,
4,5,623,95,93,34,5,100.0,0.0,1.216414588596283,1.969787687315272,
4,6,625,97,120,38,5,99.94301994301995,0.17867889574764095,1.173788112345369,2.4419388215210067,
4,7,577,95,338,2,5,100.0,0.0,1.6184139720548438,2.3754509537072495,
4,8,585,55,93,31,5,69.93827160493827,37.33057938409748,13.976737585385786,20.355311067052803,
4,9,625,97,120,22,1,99.68660968660969,0.44805797196905783,4.021663850657386,5.5667486172097576,
4,10,625,74,144,11,4,95.23741690408357,5.644525854895083,3.539520108871702,9.711309616607574,
4,11,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
4,12,625,95,338,2,5,100.0,0.0,1.1129801948136575,1.5996853719315909,
4,13,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
4,14,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
5,0,577,97,120,38,5,100.0,0.0,1.0565376837493612,2.0895108539273415,
5,1,625,95,338,2,5,100.0,0.0,1.1129801948136575,1.5996853719315909,
5,2,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
5,3,613,47,93,34,2,54.41120607787274,40.48542705377258,21.370608245864545,21.70684951965907,
5,4,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
5,5,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
5,6,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
5,7,625,95,93,37,5,100.0,0.0,1.283977564552335,1.9091602386187267,
5,8,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
5,9,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
5,10,624,95,93,19,5,99.41120607787276,0.9135338482530447,2.9013076155145825,7.358339361885058,
5,11,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
5,12,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
5,13,625,66,93,33,4,86.88034188034187,22.191080524328175,6.6706309357452644,14.943881338035936,
5,14,625,95,93,33,5,100.0,0.0,0.9211903571824047,1.445835318451696,
