Run_Num,Per_Weight,Time_Weight,Cost_Weight,Gen,Pop,Alt,Inc,Initial_Raan,Delta_Raan,Num_Sats,Num_Planes,Avg_Percentage,Avg_Time [days],Cost,
0,0.5,-0.25,-0.25,0,0,604,87,149,12,7,5,98.95536562203229,15.0,12.0,
0,0.5,-0.25,-0.25,0,1,603,90,106,6,10,9,99.97625830959164,15.0,19.0,
0,0.5,-0.25,-0.25,0,2,580,87,119,12,6,6,96.94207027540361,15.0,12.0,
0,0.5,-0.25,-0.25,0,3,606,86,121,26,7,4,97.10351377018044,15.0,11.0,
0,0.5,-0.25,-0.25,0,4,610,97,54,26,11,11,99.93827160493827,15.0,22.0,
0,0.5,-0.25,-0.25,0,5,605,80,142,5,9,3,96.8945868945869,15.0,12.0,
0,0.5,-0.25,-0.25,0,6,622,88,126,5,7,3,99.34472934472934,15.0,10.0,
0,0.5,-0.25,-0.25,0,7,625,86,61,13,10,2,97.64007597340931,15.0,12.0,
0,0.5,-0.25,-0.25,0,8,610,90,130,12,7,4,99.76258309591644,15.0,11.0,
0,0.5,-0.25,-0.25,0,9,595,83,50,3,7,7,98.72269705603038,15.0,14.0,
0,0.5,-0.25,-0.25,0,10,611,99,138,16,7,4,99.76258309591644,15.0,11.0,
0,0.5,-0.25,-0.25,0,11,625,92,146,25,8,2,98.12915479582148,15.0,10.0,
0,0.5,-0.25,-0.25,0,12,582,80,47,22,7,5,93.29534662867997,15.0,12.0,
0,0.5,-0.25,-0.25,0,13,618,97,35,9,10,3,98.02469135802471,15.0,13.0,
0,0.5,-0.25,-0.25,0,14,597,96,62,26,3,2,99.2165242165242,15.0,5.0,
0,0.5,-0.25,-0.25,0,15,629,87,107,9,10,5,99.46343779677113,15.0,15.0,
0,0.5,-0.25,-0.25,0,16,590,82,82,20,5,4,97.56410256410257,15.0,9.0,
0,0.5,-0.25,-0.25,0,17,600,84,73,17,10,5,97.5735992402659,15.0,15.0,
0,0.5,-0.25,-0.25,0,18,597,98,79,12,6,4,99.70560303893637,15.0,10.0,
0,0.5,-0.25,-0.25,0,19,611,94,132,20,8,6,99.17378917378917,15.0,14.0,
0,0.5,-0.25,-0.25,0,20,607,99,51,12,6,4,93.24786324786325,15.0,10.0,
0,0.5,-0.25,-0.25,0,21,609,90,110,11,4,4,99.69135802469135,15.0,8.0,
0,0.5,-0.25,-0.25,0,22,614,99,34,11,11,4,99.79107312440647,15.0,15.0,
0,0.5,-0.25,-0.25,0,23,616,90,136,27,8,5,99.21177587844254,15.0,13.0,
0,0.5,-0.25,-0.25,0,24,610,86,144,3,7,1,92.46438746438746,15.0,8.0,
0,0.5,-0.25,-0.25,0,25,590,99,102,3,4,1,94.71035137701804,15.0,5.0,
0,0.5,-0.25,-0.25,0,26,626,92,68,20,5,1,95.45584045584046,15.0,6.0,
0,0.5,-0.25,-0.25,0,27,575,95,124,28,7,7,99.97625830959164,15.0,14.0,
0,0.5,-0.25,-0.25,0,28,578,88,116,19,8,1,94.8338081671415,15.0,9.0,
0,0.5,-0.25,-0.25,0,29,614,92,50,4,4,4,99.81956315289649,15.0,8.0,
0,0.5,-0.25,-0.25,0,30,604,95,57,9,3,3,99.33048433048432,15.0,6.0,
0,0.5,-0.25,-0.25,0,31,587,97,66,12,9,2,99.28300094966761,15.0,11.0,
0,0.5,-0.25,-0.25,0,32,602,95,143,8,5,3,99.65811965811965,15.0,8.0,
0,0.5,-0.25,-0.25,0,33,609,82,80,5,8,4,97.85375118708451,15.0,12.0,
0,0.5,-0.25,-0.25,0,34,604,84,140,21,11,2,96.47673314339981,15.0,13.0,
0,0.5,-0.25,-0.25,0,35,597,91,54,4,10,9,99.99525166191833,15.0,19.0,
0,0.5,-0.25,-0.25,0,36,622,85,41,11,4,4,98.24786324786324,15.0,8.0,
0,0.5,-0.25,-0.25,0,37,619,88,149,28,4,4,99.57264957264958,15.0,8.0,
0,0.5,-0.25,-0.25,0,38,619,97,60,2,3,1,93.71794871794873,15.0,4.0,
0,0.5,-0.25,-0.25,0,39,614,95,122,22,7,7,99.80056980056982,15.0,14.0,
0,0.5,-0.25,-0.25,0,40,576,94,37,22,7,5,99.82905982905983,15.0,12.0,
0,0.5,-0.25,-0.25,0,41,624,95,59,27,6,6,95.24216524216523,15.0,12.0,
0,0.5,-0.25,-0.25,0,42,589,86,42,21,11,9,99.5346628679962,15.0,20.0,
0,0.5,-0.25,-0.25,0,43,621,81,43,23,6,6,97.91547958214625,15.0,12.0,
0,0.5,-0.25,-0.25,0,44,615,85,108,8,4,4,98.71794871794873,15.0,8.0,
0,0.5,-0.25,-0.25,0,45,577,86,86,10,11,11,99.39696106362773,15.0,22.0,
0,0.5,-0.25,-0.25,0,46,617,89,48,18,8,8,99.87654320987656,15.0,16.0,
0,0.5,-0.25,-0.25,0,47,608,92,71,20,11,9,99.62962962962962,15.0,20.0,
0,0.5,-0.25,-0.25,0,48,627,93,102,14,9,2,98.8841405508072,15.0,11.0,
0,0.5,-0.25,-0.25,0,49,610,83,124,8,11,3,98.18138651471986,15.0,14.0,
0,0.5,-0.25,-0.25,1,0,597,91,54,4,10,9,99.99525166191833,15.0,19.0,
0,0.5,-0.25,-0.25,1,1,605,100,79,17,6,6,99.57264957264958,15.0,12.0,
0,0.5,-0.25,-0.25,1,2,587,80,100,30,4,4,97.32193732193734,15.0,8.0,
0,0.5,-0.25,-0.25,1,3,603,87,124,0,4,4,92.54510921177588,15.0,8.0,
0,0.5,-0.25,-0.25,1,4,575,95,50,28,4,7,99.76258309591644,15.0,731.0,
0,0.5,-0.25,-0.25,1,5,614,92,124,4,7,4,99.82431149097815,15.0,11.0,
0,0.5,-0.25,-0.25,1,6,597,91,54,4,10,9,99.99525166191833,15.0,19.0,
0,0.5,-0.25,-0.25,1,7,597,91,54,4,10,9,99.99525166191833,15.0,19.0,
0,0.5,-0.25,-0.25,1,8,608,94,52,18,4,4,99.36372269705602,15.0,8.0,
0,0.5,-0.25,-0.25,1,9,597,91,54,4,10,9,99.99525166191833,15.0,19.0,
0,0.5,-0.25,-0.25,1,10,597,91,54,4,10,9,99.99525166191833,15.0,19.0,
0,0.5,-0.25,-0.25,1,11,597,91,54,4,10,9,99.99525166191833,15.0,19.0,
0,0.5,-0.25,-0.25,1,12,575,91,124,4,10,7,99.43969610636276,15.0,17.0,
0,0.5,-0.25,-0.25,1,13,618,95,54,11,4,4,99.89553656220323,15.0,8.0,
0,0.5,-0.25,-0.25,1,14,575,95,124,28,7,7,99.97625830959164,15.0,14.0,
0,0.5,-0.25,-0.25,1,15,603,90,106,6,10,9,99.97625830959164,15.0,19.0,
0,0.5,-0.25,-0.25,1,16,575,95,106,6,10,9,100.0,0.9256311327602522,19.0,
0,0.5,-0.25,-0.25,1,17,630,85,30,2,7,7,98.96011396011394,15.0,14.0,
0,0.5,-0.25,-0.25,1,18,597,91,124,28,10,7,99.92877492877491,15.0,17.0,
0,0.5,-0.25,-0.25,1,19,575,95,54,4,7,9,99.63912630579297,15.0,496.0,
0,0.5,-0.25,-0.25,1,20,591,97,54,4,5,5,99.9002849002849,15.0,10.0,
0,0.5,-0.25,-0.25,1,21,614,82,40,17,4,4,98.01044634377968,15.0,8.0,
0,0.5,-0.25,-0.25,1,22,614,92,50,4,4,4,99.81956315289649,15.0,8.0,
0,0.5,-0.25,-0.25,1,23,597,91,54,4,10,9,99.99525166191833,15.0,19.0,
0,0.5,-0.25,-0.25,1,24,575,95,124,28,7,7,99.97625830959164,15.0,14.0,
0,0.5,-0.25,-0.25,1,25,627,80,95,23,3,2,95.97815764482432,15.0,5.0,
0,0.5,-0.25,-0.25,1,26,581,82,144,21,7,7,98.11965811965813,15.0,14.0,
0,0.5,-0.25,-0.25,1,27,603,90,124,6,10,9,99.97625830959164,15.0,19.0,
0,0.5,-0.25,-0.25,1,28,606,90,54,4,10,9,82.64007597340931,15.0,19.0,
0,0.5,-0.25,-0.25,1,29,597,91,54,4,10,9,99.99525166191833,15.0,19.0,
0,0.5,-0.25,-0.25,1,30,603,90,106,6,10,9,99.97625830959164,15.0,19.0,
0,0.5,-0.25,-0.25,1,31,603,90,106,6,10,9,99.97625830959164,15.0,19.0,
0,0.5,-0.25,-0.25,1,32,610,91,54,26,10,9,99.87654320987656,15.0,19.0,
0,0.5,-0.25,-0.25,1,33,597,97,54,4,11,11,99.94301994301993,15.0,22.0,
0,0.5,-0.25,-0.25,1,34,597,95,124,28,7,7,99.96676163342832,15.0,14.0,
0,0.5,-0.25,-0.25,1,35,575,91,54,4,10,9,99.56790123456791,15.0,19.0,
0,0.5,-0.25,-0.25,1,36,597,97,54,26,11,9,100.0,0.7954470252036069,20.0,
0,0.5,-0.25,-0.25,1,37,610,91,54,4,10,11,99.96676163342829,15.0,261.0,
0,0.5,-0.25,-0.25,1,38,597,91,79,4,10,4,99.78632478632478,15.0,14.0,
0,0.5,-0.25,-0.25,1,39,597,98,54,12,6,9,99.8338081671415,15.0,735.0,
0,0.5,-0.25,-0.25,1,40,613,84,148,4,10,10,99.12155745489079,15.0,20.0,
0,0.5,-0.25,-0.25,1,41,597,91,54,4,10,9,99.99525166191833,15.0,19.0,
0,0.5,-0.25,-0.25,1,42,597,90,103,28,12,8,99.9335232668566,15.0,20.0,
0,0.5,-0.25,-0.25,1,43,576,91,54,22,10,5,99.87654320987653,15.0,15.0,
0,0.5,-0.25,-0.25,1,44,598,100,125,8,4,4,99.5204178537512,15.0,8.0,
0,0.5,-0.25,-0.25,1,45,600,80,114,21,8,1,90.57454890788223,15.0,9.0,
0,0.5,-0.25,-0.25,1,46,587,98,56,6,3,3,99.56790123456791,15.0,6.0,
0,0.5,-0.25,-0.25,1,47,575,95,143,28,7,3,99.60588793922126,15.0,10.0,
0,0.5,-0.25,-0.25,1,48,575,95,124,28,7,7,99.97625830959164,15.0,14.0,
