Alt,Inc,Initial_Raan,Delta_Raan,Num_Sats,Num_Planes,Avg_Percentage,Avg_Time,Cost
575.0,97.0,93.0,21.0,8.0,4.0,0.0,30.0,183215957.5732814
602.0,80.0,97.0,15.0,8.0,4.0,0.0,30.0,183215957.5732814
582.0,89.0,47.0,27.0,7.0,4.0,0.0,30.0,182949464.0083812
629.0,83.0,48.0,19.0,10.0,4.0,0.0,30.0,183748944.70308185
579.0,82.0,69.0,11.0,10.0,4.0,0.0,30.0,183748944.70308185
595.0,90.0,60.0,16.0,12.0,4.0,0.0,30.0,184281931.8328822
605.0,81.0,33.0,0.0,11.0,4.0,0.0,30.0,184015438.267982
603.0,88.0,126.0,30.0,8.0,4.0,0.0,30.0,183215957.5732814
609.0,84.0,31.0,15.0,12.0,4.0,0.0,30.0,184281931.8328822
622.0,89.0,85.0,13.0,7.0,4.0,0.0,30.0,182949464.0083812
620.0,100.0,52.0,9.0,6.0,4.0,0.0,30.0,182682970.443481
613.0,96.0,124.0,22.0,9.0,4.0,0.0,30.0,183482451.1381816
576.0,94.0,41.0,29.0,6.0,4.0,0.0,30.0,182682970.443481
586.0,84.0,42.0,10.0,6.0,4.0,0.0,30.0,182682970.443481
578.0,95.0,62.0,8.0,6.0,4.0,0.0,30.0,182682970.443481
582.0,89.0,64.0,25.0,7.0,4.0,0.0,30.0,182949464.0083812
626.0,96.0,47.0,27.0,9.0,4.0,0.0,30.0,183482451.1381816
610.0,95.0,67.0,8.0,11.0,4.0,0.0,30.0,184015438.267982
602.0,92.0,126.0,3.0,6.0,4.0,0.0,30.0,182682970.443481
629.0,88.0,126.0,30.0,8.0,4.0,0.0,30.0,183215957.5732814
603.0,82.0,84.0,29.0,9.0,4.0,0.0,30.0,183482451.1381816
617.0,87.0,147.0,9.0,5.0,4.0,0.0,30.0,182416476.8785808
629.0,83.0,101.0,22.0,10.0,4.0,0.0,30.0,183748944.70308185
581.0,97.0,48.0,19.0,10.0,4.0,0.0,30.0,183748944.70308185
579.0,82.0,33.0,11.0,11.0,4.0,0.0,30.0,184015438.267982
605.0,81.0,69.0,0.0,10.0,4.0,0.0,30.0,183748944.70308185
602.0,97.0,57.0,23.0,4.0,4.0,0.0,30.0,182149983.3136806
592.0,86.0,30.0,10.0,8.0,4.0,0.0,30.0,183215957.5732814
617.0,100.0,147.0,9.0,5.0,4.0,0.0,30.0,182416476.8785808
620.0,87.0,52.0,9.0,6.0,4.0,0.0,30.0,182682970.443481
576.0,84.0,42.0,10.0,6.0,4.0,0.0,30.0,182682970.443481
586.0,94.0,41.0,29.0,6.0,4.0,0.0,30.0,182682970.443481
583.0,96.0,124.0,6.0,4.0,4.0,0.0,30.0,182149983.3136806
580.0,95.0,36.0,9.0,7.0,4.0,0.0,30.0,182949464.0083812
575.0,89.0,64.0,21.0,7.0,4.0,0.0,30.0,182949464.0083812
582.0,91.0,66.0,25.0,8.0,4.0,0.0,30.0,183215957.5732814
613.0,96.0,47.0,27.0,9.0,4.0,0.0,30.0,183482451.1381816
576.0,80.0,121.0,24.0,9.0,4.0,0.0,30.0,183482451.1381816
579.0,92.0,114.0,13.0,11.0,4.0,0.0,30.0,184015438.267982
608.0,97.0,107.0,1.0,9.0,4.0,0.0,30.0,183482451.1381816
596.0,88.0,108.0,6.0,9.0,4.0,0.0,30.0,183482451.1381816
616.0,94.0,76.0,10.0,6.0,4.0,0.0,30.0,182682970.443481
577.0,97.0,147.0,1.0,12.0,4.0,0.0,30.0,184281931.8328822
619.0,96.0,73.0,1.0,6.0,4.0,0.0,30.0,182682970.443481
620.0,87.0,147.0,9.0,6.0,4.0,0.0,30.0,182682970.443481
617.0,100.0,52.0,9.0,5.0,4.0,0.0,30.0,182416476.8785808
586.0,94.0,42.0,29.0,6.0,4.0,0.0,30.0,182682970.443481
576.0,84.0,41.0,10.0,6.0,4.0,0.0,30.0,182682970.443481
578.0,84.0,62.0,18.0,6.0,4.0,0.0,30.0,182682970.443481
583.0,95.0,146.0,8.0,6.0,4.0,0.0,30.0,182682970.443481
592.0,89.0,64.0,21.0,8.0,4.0,0.0,30.0,183215957.5732814
578.0,97.0,30.0,21.0,10.0,4.0,0.0,30.0,183748944.70308185
613.0,88.0,126.0,27.0,8.0,4.0,0.0,30.0,183215957.5732814
579.0,96.0,71.0,6.0,9.0,4.0,0.0,30.0,183482451.1381816
576.0,97.0,107.0,1.0,9.0,4.0,100.0,16.523660477504837,183482451.1381816
612.0,86.0,141.0,10.0,7.0,4.0,0.0,30.0,182949464.0083812
629.0,88.0,108.0,6.0,9.0,4.0,0.0,30.0,183482451.1381816
596.0,83.0,101.0,22.0,10.0,4.0,0.0,30.0,183748944.70308185
581.0,94.0,70.0,7.0,6.0,4.0,0.0,30.0,182682970.443481
626.0,87.0,114.0,0.0,12.0,4.0,0.0,30.0,184281931.8328822
599.0,95.0,64.0,6.0,5.0,3.0,0.0,30.0,170416476.87858078
602.0,97.0,39.0,19.0,11.0,3.0,0.0,30.0,172015438.267982
575.0,90.0,125.0,20.0,6.0,3.0,0.0,30.0,170682970.443481
585.0,85.0,43.0,4.0,10.0,3.0,0.0,30.0,171748944.7030818
597.0,94.0,108.0,29.0,11.0,3.0,0.0,30.0,172015438.267982
611.0,97.0,68.0,9.0,6.0,3.0,0.0,30.0,170682970.443481
585.0,84.0,37.0,11.0,5.0,3.0,0.0,30.0,170416476.87858078
605.0,89.0,44.0,20.0,11.0,3.0,0.0,30.0,172015438.267982
595.0,96.0,63.0,1.0,3.0,3.0,0.0,30.0,169883489.7487804
629.0,90.0,141.0,16.0,4.0,3.0,0.0,30.0,170149983.3136806
578.0,82.0,140.0,4.0,6.0,3.0,0.0,30.0,170682970.443481
579.0,80.0,141.0,15.0,11.0,3.0,0.0,30.0,172015438.267982
601.0,94.0,104.0,8.0,9.0,3.0,0.0,30.0,171482451.1381816
621.0,80.0,121.0,0.0,4.0,3.0,0.0,30.0,170149983.3136806
621.0,97.0,71.0,18.0,6.0,3.0,0.0,30.0,170682970.443481
581.0,86.0,32.0,27.0,11.0,3.0,0.0,30.0,172015438.267982
607.0,88.0,136.0,20.0,10.0,3.0,0.0,30.0,171748944.7030818
575.0,84.0,138.0,17.0,11.0,3.0,0.0,30.0,172015438.267982
601.0,96.0,34.0,10.0,4.0,3.0,0.0,30.0,170149983.3136806
628.0,96.0,72.0,21.0,6.0,3.0,0.0,30.0,170682970.443481
603.0,86.0,33.0,27.0,7.0,3.0,0.0,30.0,170949464.00838122
615.0,94.0,84.0,17.0,4.0,3.0,0.0,30.0,170149983.3136806
598.0,86.0,49.0,25.0,10.0,3.0,0.0,30.0,171748944.7030818
581.0,88.0,39.0,9.0,9.0,3.0,0.0,30.0,171482451.1381816
621.0,89.0,84.0,3.0,7.0,3.0,0.0,30.0,170949464.00838122
629.0,96.0,141.0,16.0,4.0,3.0,0.0,30.0,170149983.3136806
595.0,90.0,63.0,1.0,3.0,3.0,0.0,30.0,169883489.7487804
621.0,86.0,135.0,25.0,7.0,3.0,0.0,30.0,170949464.00838122
575.0,90.0,125.0,11.0,6.0,3.0,0.0,30.0,170682970.443481
598.0,94.0,141.0,21.0,12.0,3.0,0.0,30.0,172281931.8328822
611.0,82.0,140.0,4.0,6.0,3.0,0.0,30.0,170682970.443481
578.0,97.0,68.0,9.0,6.0,3.0,0.0,30.0,170682970.443481
621.0,90.0,138.0,3.0,11.0,3.0,0.0,30.0,172015438.267982
621.0,89.0,33.0,27.0,7.0,3.0,0.0,30.0,170949464.00838122
603.0,86.0,84.0,3.0,7.0,3.0,0.0,30.0,170949464.00838122
581.0,94.0,39.0,9.0,9.0,3.0,0.0,30.0,171482451.1381816
601.0,88.0,104.0,8.0,9.0,3.0,0.0,30.0,171482451.1381816
585.0,85.0,136.0,20.0,10.0,3.0,0.0,30.0,171748944.7030818
609.0,91.0,43.0,13.0,10.0,3.0,0.0,30.0,171748944.7030818
605.0,85.0,53.0,19.0,7.0,3.0,0.0,30.0,170949464.00838122
575.0,94.0,108.0,29.0,11.0,3.0,0.0,30.0,172015438.267982
630.0,84.0,138.0,25.0,12.0,3.0,0.0,30.0,172281931.8328822
589.0,90.0,56.0,10.0,4.0,3.0,0.0,30.0,170149983.3136806
575.0,95.0,64.0,11.0,5.0,3.0,0.0,30.0,170416476.87858078
599.0,90.0,125.0,6.0,6.0,3.0,0.0,30.0,170682970.443481
621.0,86.0,33.0,27.0,7.0,3.0,0.0,30.0,170949464.00838122
603.0,89.0,84.0,3.0,7.0,3.0,0.0,30.0,170949464.00838122
605.0,89.0,118.0,4.0,7.0,3.0,0.0,30.0,170949464.00838122
612.0,94.0,33.0,16.0,10.0,3.0,0.0,30.0,171748944.7030818
621.0,94.0,108.0,3.0,11.0,3.0,0.0,30.0,172015438.267982
604.0,96.0,143.0,3.0,4.0,3.0,0.0,30.0,170149983.3136806
590.0,93.0,141.0,2.0,6.0,3.0,0.0,30.0,170682970.443481
579.0,89.0,44.0,15.0,11.0,3.0,0.0,30.0,172015438.267982
581.0,97.0,65.0,30.0,7.0,3.0,0.0,30.0,170949464.00838122
595.0,99.0,75.0,1.0,5.0,3.0,0.0,30.0,170416476.87858078
589.0,90.0,84.0,10.0,4.0,3.0,0.0,30.0,170149983.3136806
615.0,94.0,56.0,17.0,4.0,3.0,0.0,30.0,170149983.3136806
604.0,92.0,101.0,24.0,8.0,3.0,0.0,30.0,171215957.5732814
575.0,96.0,64.0,11.0,5.0,3.0,0.0,30.0,170416476.87858078
617.0,82.0,132.0,10.0,6.0,3.0,0.0,30.0,170682970.443481
621.0,97.0,68.0,9.0,6.0,3.0,0.0,30.0,170682970.443481
578.0,97.0,71.0,18.0,6.0,3.0,0.0,30.0,170682970.443481
621.0,93.0,141.0,25.0,7.0,3.0,0.0,30.0,170949464.00838122
590.0,86.0,135.0,2.0,6.0,3.0,0.0,30.0,170682970.443481
578.0,85.0,84.0,5.0,8.0,3.0,0.0,30.0,171215957.5732814
601.0,94.0,39.0,9.0,9.0,3.0,0.0,30.0,171482451.1381816
581.0,88.0,104.0,8.0,9.0,3.0,0.0,30.0,171482451.1381816
621.0,94.0,108.0,25.0,10.0,3.0,0.0,30.0,171748944.7030818
609.0,96.0,132.0,11.0,8.0,3.0,0.0,30.0,171215957.5732814
598.0,94.0,141.0,21.0,11.0,3.0,0.0,30.0,172015438.267982
591.0,95.0,64.0,18.0,6.0,3.0,0.0,30.0,170682970.443481
583.0,97.0,117.0,27.0,3.0,3.0,0.0,30.0,169883489.7487804
626.0,94.0,120.0,26.0,3.0,3.0,0.0,30.0,169883489.7487804
575.0,90.0,64.0,6.0,6.0,3.0,0.0,30.0,170682970.443481
599.0,96.0,125.0,11.0,5.0,3.0,0.0,30.0,170416476.87858078
621.0,97.0,132.0,9.0,6.0,3.0,0.0,30.0,170682970.443481
617.0,82.0,68.0,10.0,6.0,3.0,0.0,30.0,170682970.443481
590.0,86.0,71.0,18.0,6.0,3.0,0.0,30.0,170682970.443481
578.0,97.0,135.0,2.0,6.0,3.0,0.0,30.0,170682970.443481
592.0,83.0,64.0,21.0,8.0,3.0,0.0,30.0,171215957.5732814
621.0,93.0,68.0,12.0,12.0,3.0,0.0,30.0,172281931.8328822
621.0,89.0,118.0,27.0,7.0,3.0,0.0,30.0,170949464.00838122
605.0,86.0,33.0,4.0,7.0,3.0,0.0,30.0,170949464.00838122
628.0,97.0,140.0,30.0,12.0,3.0,0.0,30.0,172281931.8328822
617.0,89.0,126.0,24.0,12.0,3.0,0.0,30.0,172281931.8328822
599.0,90.0,95.0,21.0,10.0,3.0,0.0,30.0,171748944.7030818
611.0,94.0,117.0,1.0,9.0,3.0,0.0,30.0,171482451.1381816
596.0,88.0,32.0,14.0,9.0,3.0,0.0,30.0,171482451.1381816
612.0,94.0,136.0,20.0,10.0,3.0,0.0,30.0,171748944.7030818
585.0,85.0,33.0,16.0,10.0,3.0,0.0,30.0,171748944.7030818
596.0,94.0,145.0,5.0,3.0,3.0,0.0,30.0,169883489.7487804
598.0,99.0,124.0,21.0,7.0,3.0,0.0,30.0,170949464.00838122
626.0,97.0,76.0,28.0,7.0,3.0,0.0,30.0,170949464.00838122
583.0,94.0,120.0,26.0,3.0,3.0,0.0,30.0,169883489.7487804
596.0,94.0,145.0,16.0,3.0,3.0,0.0,30.0,169883489.7487804
629.0,96.0,141.0,5.0,4.0,3.0,0.0,30.0,170149983.3136806
599.0,80.0,114.0,29.0,5.0,3.0,0.0,30.0,170416476.87858078
589.0,90.0,125.0,10.0,4.0,3.0,0.0,30.0,170149983.3136806
621.0,81.0,145.0,19.0,10.0,3.0,0.0,30.0,171748944.7030818
575.0,91.0,71.0,6.0,8.0,3.0,0.0,30.0,171215957.5732814
621.0,89.0,135.0,27.0,6.0,3.0,0.0,30.0,170682970.443481
586.0,98.0,118.0,24.0,4.0,3.0,0.0,30.0,170149983.3136806
598.0,100.0,33.0,1.0,8.0,3.0,0.0,30.0,171215957.5732814
605.0,86.0,124.0,21.0,7.0,3.0,0.0,30.0,170949464.00838122
578.0,85.0,84.0,21.0,8.0,3.0,0.0,30.0,171215957.5732814
608.0,97.0,68.0,5.0,11.0,3.0,0.0,30.0,172015438.267982
611.0,88.0,32.0,1.0,9.0,3.0,0.0,30.0,171482451.1381816
596.0,94.0,117.0,14.0,9.0,3.0,0.0,30.0,171482451.1381816
625.0,94.0,43.0,26.0,3.0,3.0,0.0,30.0,169883489.7487804
601.0,91.0,92.0,15.0,5.0,3.0,0.0,30.0,170416476.87858078
609.0,97.0,125.0,10.0,4.0,3.0,0.0,30.0,170149983.3136806
589.0,90.0,141.0,5.0,4.0,3.0,0.0,30.0,170149983.3136806
599.0,98.0,118.0,29.0,5.0,3.0,0.0,30.0,170416476.87858078
586.0,80.0,114.0,24.0,4.0,3.0,0.0,30.0,170149983.3136806
602.0,91.0,81.0,5.0,6.0,3.0,0.0,30.0,170682970.443481
577.0,96.0,106.0,10.0,6.0,3.0,0.0,30.0,170682970.443481
598.0,85.0,131.0,28.0,5.0,3.0,0.0,30.0,170416476.87858078
578.0,100.0,84.0,1.0,8.0,3.0,0.0,30.0,171215957.5732814
596.0,88.0,117.0,14.0,9.0,3.0,0.0,30.0,171482451.1381816
611.0,94.0,32.0,1.0,9.0,3.0,0.0,30.0,171482451.1381816
621.0,90.0,95.0,19.0,10.0,3.0,0.0,30.0,171748944.7030818
599.0,81.0,145.0,21.0,10.0,3.0,0.0,30.0,171748944.7030818
585.0,94.0,136.0,16.0,10.0,3.0,0.0,30.0,171748944.7030818
608.0,85.0,56.0,1.0,4.0,3.0,0.0,30.0,170149983.3136806
594.0,99.0,104.0,9.0,6.0,3.0,0.0,30.0,170682970.443481
630.0,84.0,126.0,24.0,12.0,3.0,0.0,30.0,172281931.8328822
617.0,89.0,143.0,21.0,7.0,3.0,0.0,30.0,170949464.00838122
617.0,95.0,140.0,16.0,6.0,3.0,0.0,30.0,170682970.443481
625.0,94.0,125.0,10.0,4.0,3.0,0.0,30.0,170149983.3136806
609.0,97.0,43.0,26.0,3.0,3.0,0.0,30.0,169883489.7487804
601.0,91.0,56.0,15.0,4.0,3.0,0.0,30.0,170149983.3136806
608.0,85.0,92.0,1.0,5.0,3.0,0.0,30.0,170416476.87858078
594.0,87.0,110.0,28.0,4.0,3.0,0.0,30.0,170149983.3136806
599.0,85.0,131.0,29.0,5.0,3.0,0.0,30.0,170416476.87858078
577.0,96.0,113.0,14.0,5.0,3.0,0.0,30.0,170416476.87858078
626.0,89.0,126.0,13.0,6.0,3.0,0.0,30.0,170682970.443481
615.0,97.0,124.0,15.0,12.0,3.0,0.0,30.0,172281931.8328822
617.0,95.0,140.0,28.0,6.0,3.0,0.0,30.0,170682970.443481
617.0,86.0,124.0,21.0,7.0,3.0,0.0,30.0,170949464.00838122
605.0,89.0,143.0,21.0,7.0,3.0,0.0,30.0,170949464.00838122
578.0,100.0,71.0,1.0,8.0,3.0,0.0,30.0,171215957.5732814
575.0,91.0,84.0,6.0,8.0,3.0,0.0,30.0,171215957.5732814
602.0,98.0,133.0,0.0,6.0,3.0,0.0,30.0,170682970.443481
621.0,96.0,143.0,20.0,3.0,3.0,0.0,30.0,169883489.7487804
626.0,94.0,82.0,21.0,4.0,3.0,0.0,30.0,170149983.3136806
621.0,94.0,136.0,16.0,10.0,3.0,0.0,30.0,171748944.7030818
585.0,93.0,68.0,12.0,12.0,3.0,0.0,30.0,172281931.8328822
588.0,80.0,41.0,0.0,5.0,3.0,0.0,30.0,170416476.87858078
621.0,97.0,143.0,20.0,3.0,3.0,0.0,30.0,169883489.7487804
603.0,81.0,108.0,28.0,4.0,3.0,0.0,30.0,170149983.3136806
589.0,90.0,125.0,5.0,4.0,3.0,0.0,30.0,170149983.3136806
625.0,94.0,40.0,10.0,4.0,3.0,0.0,30.0,170149983.3136806
586.0,80.0,56.0,15.0,4.0,3.0,0.0,30.0,170149983.3136806
601.0,91.0,114.0,24.0,4.0,3.0,0.0,30.0,170149983.3136806
608.0,85.0,131.0,1.0,5.0,3.0,0.0,30.0,170416476.87858078
599.0,85.0,92.0,29.0,5.0,3.0,0.0,30.0,170416476.87858078
577.0,80.0,113.0,0.0,5.0,3.0,0.0,30.0,170416476.87858078
588.0,96.0,41.0,14.0,5.0,3.0,0.0,30.0,170416476.87858078
626.0,99.0,143.0,29.0,12.0,3.0,0.0,30.0,172281931.8328822
596.0,90.0,142.0,12.0,9.0,3.0,0.0,30.0,171482451.1381816
607.0,99.0,47.0,22.0,6.0,3.0,0.0,30.0,170682970.443481
617.0,98.0,133.0,0.0,6.0,3.0,0.0,30.0,170682970.443481
617.0,96.0,98.0,0.0,7.0,3.0,0.0,30.0,170949464.00838122
620.0,98.0,84.0,22.0,6.0,3.0,0.0,30.0,170682970.443481
615.0,97.0,136.0,15.0,12.0,3.0,0.0,30.0,172281931.8328822
621.0,94.0,124.0,16.0,10.0,3.0,0.0,30.0,171748944.7030818
591.0,97.0,36.0,22.0,12.0,3.0,0.0,30.0,172281931.8328822
589.0,94.0,40.0,10.0,4.0,3.0,0.0,30.0,170149983.3136806
625.0,90.0,125.0,5.0,4.0,3.0,0.0,30.0,170149983.3136806
586.0,91.0,114.0,15.0,4.0,3.0,0.0,30.0,170149983.3136806
601.0,80.0,56.0,24.0,4.0,3.0,0.0,30.0,170149983.3136806
609.0,83.0,82.0,20.0,9.0,3.0,0.0,30.0,171482451.1381816
599.0,91.0,92.0,28.0,5.0,3.0,0.0,30.0,170416476.87858078
607.0,99.0,130.0,25.0,5.0,3.0,0.0,30.0,170416476.87858078
620.0,91.0,97.0,28.0,6.0,3.0,0.0,30.0,170682970.443481
578.0,100.0,142.0,1.0,8.0,3.0,0.0,30.0,171215957.5732814
596.0,90.0,71.0,12.0,9.0,3.0,0.0,30.0,171482451.1381816
626.0,95.0,66.0,22.0,6.0,3.0,0.0,30.0,170682970.443481
610.0,98.0,124.0,29.0,11.0,3.0,0.0,30.0,172015438.267982
585.0,96.0,61.0,1.0,6.0,3.0,0.0,30.0,170682970.443481
603.0,87.0,33.0,28.0,7.0,3.0,0.0,30.0,170949464.00838122
599.0,87.0,110.0,28.0,5.0,3.0,0.0,30.0,170416476.87858078
594.0,91.0,92.0,28.0,4.0,3.0,0.0,30.0,170149983.3136806
588.0,80.0,92.0,1.0,5.0,3.0,0.0,30.0,170416476.87858078
608.0,85.0,41.0,0.0,5.0,3.0,0.0,30.0,170416476.87858078
595.0,86.0,143.0,1.0,5.0,3.0,0.0,30.0,170416476.87858078
577.0,99.0,130.0,25.0,5.0,3.0,0.0,30.0,170416476.87858078
620.0,97.0,122.0,23.0,6.0,3.0,0.0,30.0,170682970.443481
602.0,91.0,81.0,28.0,6.0,3.0,0.0,30.0,170682970.443481
617.0,98.0,133.0,22.0,6.0,3.0,0.0,30.0,170682970.443481
626.0,95.0,66.0,0.0,6.0,3.0,0.0,30.0,170682970.443481
605.0,89.0,98.0,21.0,7.0,3.0,0.0,30.0,170949464.00838122
617.0,96.0,143.0,0.0,7.0,3.0,0.0,30.0,170949464.00838122
609.0,100.0,82.0,20.0,9.0,3.0,0.0,30.0,171482451.1381816
578.0,86.0,142.0,16.0,12.0,3.0,0.0,30.0,172281931.8328822
626.0,91.0,120.0,25.0,12.0,3.0,0.0,30.0,172281931.8328822
614.0,87.0,136.0,17.0,12.0,3.0,0.0,30.0,172281931.8328822
593.0,91.0,105.0,3.0,7.0,3.0,0.0,30.0,170949464.00838122
616.0,95.0,143.0,29.0,7.0,3.0,0.0,30.0,170949464.00838122
618.0,85.0,76.0,21.0,5.0,3.0,0.0,30.0,170416476.87858078
611.0,83.0,92.0,0.0,10.0,3.0,0.0,30.0,171748944.7030818
620.0,88.0,133.0,6.0,6.0,3.0,0.0,30.0,170682970.443481
588.0,83.0,47.0,14.0,11.0,3.0,0.0,30.0,172015438.267982
613.0,80.0,101.0,19.0,6.0,3.0,0.0,30.0,170682970.443481
590.0,80.0,48.0,21.0,5.0,3.0,0.0,30.0,170416476.87858078
586.0,87.0,89.0,16.0,4.0,3.0,0.0,30.0,170149983.3136806
604.0,94.0,127.0,11.0,11.0,3.0,0.0,30.0,172015438.267982
597.0,97.0,144.0,5.0,11.0,3.0,0.0,30.0,172015438.267982
627.0,90.0,67.0,23.0,3.0,3.0,0.0,30.0,169883489.7487804
624.0,97.0,147.0,25.0,8.0,3.0,0.0,30.0,171215957.5732814
627.0,82.0,35.0,8.0,9.0,3.0,0.0,30.0,171482451.1381816
620.0,97.0,45.0,2.0,3.0,3.0,0.0,30.0,169883489.7487804
629.0,88.0,93.0,14.0,9.0,3.0,0.0,30.0,171482451.1381816
626.0,99.0,37.0,0.0,3.0,3.0,0.0,30.0,169883489.7487804
584.0,90.0,113.0,18.0,5.0,3.0,0.0,30.0,170416476.87858078
600.0,90.0,42.0,20.0,9.0,3.0,0.0,30.0,171482451.1381816
607.0,97.0,30.0,18.0,10.0,3.0,0.0,30.0,171748944.7030818
600.0,98.0,121.0,17.0,5.0,3.0,0.0,30.0,170416476.87858078
579.0,92.0,111.0,18.0,4.0,3.0,0.0,30.0,170149983.3136806
596.0,94.0,103.0,9.0,10.0,3.0,0.0,30.0,171748944.7030818
602.0,93.0,111.0,12.0,7.0,3.0,0.0,30.0,170949464.00838122
597.0,85.0,128.0,21.0,3.0,3.0,0.0,30.0,169883489.7487804
584.0,83.0,108.0,13.0,6.0,3.0,0.0,30.0,170682970.443481
628.0,93.0,55.0,13.0,10.0,3.0,0.0,30.0,171748944.7030818
623.0,98.0,31.0,19.0,6.0,3.0,0.0,30.0,170682970.443481
603.0,91.0,120.0,9.0,5.0,3.0,0.0,30.0,170416476.87858078
577.0,85.0,87.0,0.0,7.0,3.0,0.0,30.0,170949464.00838122
624.0,93.0,106.0,16.0,7.0,3.0,0.0,30.0,170949464.00838122
610.0,81.0,58.0,13.0,9.0,3.0,0.0,30.0,171482451.1381816
582.0,98.0,92.0,7.0,11.0,3.0,0.0,30.0,172015438.267982
590.0,86.0,121.0,1.0,3.0,3.0,0.0,30.0,169883489.7487804
595.0,94.0,43.0,17.0,3.0,3.0,0.0,30.0,169883489.7487804
611.0,90.0,36.0,3.0,5.0,3.0,0.0,30.0,170416476.87858078
623.0,88.0,101.0,2.0,6.0,3.0,0.0,30.0,170682970.443481
578.0,84.0,140.0,22.0,7.0,3.0,0.0,30.0,170949464.00838122
612.0,99.0,127.0,20.0,8.0,3.0,0.0,30.0,171215957.5732814
596.0,83.0,102.0,25.0,11.0,3.0,0.0,30.0,172015438.267982
582.0,98.0,55.0,9.0,8.0,3.0,0.0,30.0,171215957.5732814
594.0,82.0,31.0,22.0,5.0,3.0,0.0,30.0,170416476.87858078
580.0,91.0,126.0,26.0,10.0,3.0,0.0,30.0,171748944.7030818
626.0,93.0,86.0,7.0,6.0,3.0,0.0,30.0,170682970.443481
621.0,87.0,86.0,5.0,8.0,3.0,0.0,30.0,171215957.5732814
619.0,90.0,91.0,0.0,10.0,3.0,0.0,30.0,171748944.7030818
620.0,82.0,134.0,5.0,4.0,3.0,0.0,30.0,170149983.3136806
628.0,96.0,72.0,21.0,4.0,3.0,0.0,30.0,170149983.3136806
604.0,96.0,101.0,28.0,9.0,3.0,0.0,30.0,171482451.1381816
585.0,88.0,140.0,22.0,8.0,3.0,0.0,30.0,171215957.5732814
620.0,90.0,45.0,23.0,3.0,3.0,0.0,30.0,169883489.7487804
627.0,97.0,67.0,2.0,3.0,3.0,0.0,30.0,169883489.7487804
626.0,94.0,71.0,17.0,6.0,3.0,0.0,30.0,170682970.443481
597.0,99.0,128.0,0.0,3.0,3.0,0.0,30.0,169883489.7487804
603.0,93.0,105.0,16.0,3.0,3.0,0.0,30.0,169883489.7487804
595.0,91.0,43.0,20.0,12.0,3.0,0.0,30.0,172281931.8328822
586.0,87.0,111.0,18.0,4.0,3.0,0.0,30.0,170149983.3136806
615.0,92.0,42.0,18.0,5.0,3.0,0.0,30.0,170416476.87858078
595.0,91.0,124.0,9.0,4.0,3.0,0.0,30.0,170149983.3136806
605.0,90.0,36.0,12.0,5.0,3.0,0.0,30.0,170416476.87858078
594.0,82.0,133.0,22.0,5.0,3.0,0.0,30.0,170416476.87858078
620.0,88.0,31.0,6.0,6.0,3.0,0.0,30.0,170682970.443481
589.0,84.0,60.0,19.0,5.0,3.0,0.0,30.0,170416476.87858078
604.0,85.0,31.0,8.0,6.0,3.0,0.0,30.0,170682970.443481
593.0,93.0,105.0,3.0,7.0,3.0,0.0,30.0,170949464.00838122
626.0,91.0,81.0,5.0,12.0,3.0,100.0,16.03673812721113,172281931.8328822
616.0,95.0,111.0,29.0,7.0,3.0,0.0,30.0,170949464.00838122
602.0,93.0,143.0,12.0,7.0,3.0,0.0,30.0,170949464.00838122
624.0,93.0,106.0,0.0,7.0,3.0,0.0,30.0,170949464.00838122
577.0,85.0,87.0,16.0,7.0,3.0,0.0,30.0,170949464.00838122
624.0,97.0,140.0,22.0,8.0,3.0,0.0,30.0,171215957.5732814
578.0,84.0,147.0,25.0,7.0,3.0,0.0,30.0,170949464.00838122
612.0,99.0,127.0,9.0,8.0,3.0,0.0,30.0,171215957.5732814
596.0,88.0,139.0,28.0,4.0,3.0,0.0,30.0,170149983.3136806
621.0,88.0,86.0,22.0,8.0,3.0,0.0,30.0,171215957.5732814
595.0,87.0,81.0,5.0,9.0,3.0,0.0,30.0,171482451.1381816
624.0,84.0,89.0,30.0,9.0,3.0,0.0,30.0,171482451.1381816
589.0,87.0,148.0,10.0,6.0,3.0,0.0,30.0,170682970.443481
610.0,81.0,58.0,20.0,9.0,3.0,0.0,30.0,171482451.1381816
600.0,90.0,42.0,13.0,9.0,3.0,0.0,30.0,171482451.1381816
604.0,94.0,100.0,24.0,4.0,3.0,0.0,30.0,170149983.3136806
611.0,96.0,92.0,28.0,10.0,3.0,0.0,30.0,171748944.7030818
599.0,100.0,127.0,27.0,11.0,3.0,0.0,30.0,172015438.267982
607.0,95.0,108.0,23.0,12.0,3.0,0.0,30.0,172281931.8328822
619.0,83.0,91.0,14.0,11.0,3.0,0.0,30.0,172015438.267982
588.0,90.0,89.0,19.0,7.0,3.0,0.0,30.0,170949464.00838122
596.0,83.0,102.0,11.0,11.0,3.0,0.0,30.0,172015438.267982
604.0,94.0,127.0,25.0,11.0,3.0,0.0,30.0,172015438.267982
582.0,97.0,92.0,5.0,11.0,3.0,0.0,30.0,172015438.267982
597.0,98.0,99.0,7.0,11.0,3.0,0.0,30.0,172015438.267982
627.0,97.0,45.0,2.0,3.0,3.0,0.0,30.0,169883489.7487804
606.0,90.0,92.0,23.0,10.0,3.0,0.0,30.0,171748944.7030818
603.0,93.0,128.0,0.0,3.0,3.0,0.0,30.0,169883489.7487804
