Per,Apo,Inc,AoP,Asc,Loc,Tar
597,597,95.50638651014768,125.27832894461126,0,0,1
597,597,95.50638651014768,125.27832894461126,22.5,0,1
597,597,95.50638651014768,125.27832894461126,45.0,0,1
597,597,95.50638651014768,125.27832894461126,67.5,0,1
597,597,95.50638651014768,125.27832894461126,90.0,0,1
597,597,95.50638651014768,125.27832894461126,112.5,0,1
597,597,95.50638651014768,125.27832894461126,135.0,0,1
597,597,95.50638651014768,125.27832894461126,157.5,0,1
597,597,95.50638651014768,125.27832894461126,180.0,0,1
