Per,Apo,Inc,AoP,Asc,Loc,Tar
602,602,42,134,0,0,1
602,602,42,134,0,180.0,1
602,602,42,134,0,360.0,1
602,602,42,134,34.5,0,1
602,602,42,134,34.5,360.0,1
602,602,42,134,69.0,0,1
602,602,42,134,69.0,360.0,1
602,602,42,134,103.5,0,1
602,602,42,134,103.5,360.0,1
602,602,42,134,138.0,0,1
602,602,42,134,138.0,360.0,1
