Unplanned (%),Unplanned (Time),Planned (%),Planned (Time)
100.0,10.563640409552605,100.0,27.173290001100312
100.0,7.264387818528588,100.0,26.461403494672016
100.0,13.811505243935311,100.0,28.12968410911376
100.0,9.803261891066922,100.0,28.70867089265625
100.0,6.690817788450844,100.0,27.43907224421414
100.0,13.43278060072919,100.0,27.12834585447448
100.0,13.369215925074931,100.0,29.06539321176221
100.0,11.03109288755624,100.0,28.6433774252586
100.0,8.560019014837975,100.0,28.46333916173536
100.0,9.49633918868029,100.0,27.595749227276528
100.0,11.807279857813148,100.0,28.709870058171713
100.0,16.17041441498603,100.0,29.10953111283036
100.0,10.496187360579201,100.0,28.777002705963586
100.0,17.707839419575787,100.0,26.105682783043427
100.0,9.359771710477663,100.0,28.46206732525484
100.0,18.020856258515774,100.0,29.511315494740984
100.0,8.06909136447132,100.0,29.045123556399524
100.0,10.6071202155475,100.0,29.664455829653022
100.0,10.541747646737893,100.0,27.05992016168278
100.0,10.359659018736679,100.0,29.46353434564148
100.0,17.021074544383264,100.0,29.99853522926058
100.0,11.474778383698496,100.0,29.19761790547377
100.0,10.96314705089544,100.0,29.44563439521764
100.0,7.490201354785764,100.0,29.31068526437492
100.0,13.011723953696631,99.69135802469135,29.914333565661888
100.0,8.00235241132147,99.38271604938271,28.86444351966087
100.0,10.160852410303645,100.0,29.464007967153297
100.0,10.475004619470939,100.0,29.578035191094376
100.0,11.209657853854686,99.69135802469135,29.980542541193092
100.0,6.19830010421353,100.0,29.844828004988553
100.0,8.358430600559965,100.0,27.928653812860553
100.0,12.142675735571805,100.0,28.843080226779108
100.0,13.301264145102511,100.0,29.378132124665857
100.0,14.235549974392372,100.0,27.459149806244167
100.0,7.93554850585508,100.0,27.92742818230985
100.0,10.094089044852002,100.0,28.910718565968725
100.0,10.40820086530868,100.0,27.974640458782616
100.0,11.142915241713704,100.0,29.13073892831825
100.0,14.301080894543297,100.0,29.913177407901966
100.0,8.001190204254364,100.0,29.864915598236536
100.0,21.450719291198542,100.0,29.59701501679244
100.0,12.49869495203611,99.69135802469135,29.531237779916157
100.0,15.036770283049236,99.69135802469135,29.264705853238713
100.0,19.11159717565169,100.0,29.26341031231935
100.0,9.290345123214271,99.69135802469135,29.778571152613754
100.0,10.159801910373819,100.0,29.979403259298437
100.0,6.065769636853275,100.0,28.929738712567847
100.0,7.001124160934098,100.0,20.696203941590035
100.0,18.820291663066737,100.0,18.820291663066737
100.0,6.2673989620218515,100.0,22.833167416369875
100.0,22.29926601334258,100.0,25.57291639642868
100.0,12.079185696859652,100.0,27.976002330823075
100.0,8.602405372489827,100.0,23.116366305584283
100.0,18.09183679135684,100.0,26.10717734031538
100.0,6.617415973955695,100.0,27.977228426608868
100.0,7.747225690725926,100.0,23.90365891587933
100.0,6.2021338089039935,100.0,26.055979194447545
100.0,9.357159724630185,100.0,29.51250636985
100.0,9.75793054761544,99.69135802469135,29.52985971974619
100.0,7.00248507627802,99.69135802469135,29.930921234414434
100.0,8.687185655660777,100.0,29.997303250699062
100.0,6.550562393213738,100.0,29.446756880450003
100.0,9.622875454957361,99.69135802469135,28.110491237951194
100.0,5.480579554123009,100.0,25.639837037741145
100.0,7.551463465643589,100.0,26.99120588717321
100.0,6.415950106500857,100.0,27.109039700367962
100.0,5.866953777819908,100.0,28.50973441055038
100.0,7.402921725449027,100.0,28.643653844609673
100.0,6.133817478032083,99.69135802469135,29.379250617775995
100.0,8.487807443895242,100.0,27.509050703870937
100.0,18.106232331159735,100.0,27.926194152097175
100.0,8.468817373892337,100.0,29.663135557246374
100.0,9.743350667787176,100.0,26.639986607008666
100.0,10.144327863339733,100.0,26.305360228250173
100.0,7.472329693612281,100.0,27.041862565850963
100.0,4.998231208946933,99.69135802469135,29.113169604847418
100.0,21.113300002544168,100.0,29.84645547476986
100.0,10.810012951850636,100.0,28.043878063267744
100.0,7.333253814176771,100.0,29.580411588583218
100.0,16.8226464896228,100.0,29.262060645319075
100.0,14.01717252914368,100.0,28.12651330854243
100.0,6.336827343693634,100.0,28.111679746843368
100.0,6.482358674500081,100.0,26.30764917521111
100.0,7.016962670298149,100.0,25.84107326941779
100.0,9.088320821664688,100.0,24.117730229761342
100.0,7.417806583187477,100.0,23.035038539669884
100.0,6.147828135079896,100.0,16.100502718723902
100.0,7.4029852335610995,100.0,18.708632139924582
100.0,5.345977876603368,100.0,20.497740939988347
100.0,4.072285594081238,100.0,23.43629692273809
100.0,8.551937783309317,100.0,24.318131100135567
100.0,4.409433447560046,100.0,18.96196552429198
100.0,4.1344734316586225,100.0,20.498072484255776
100.0,10.489362678422198,100.0,23.57013570983405
100.0,7.550206962662708,100.0,24.65212009503594
100.0,7.2824327431376625,100.0,23.85132287511505
100.0,3.4031554880835535,100.0,20.50988294434919
100.0,4.798186547224873,100.0,19.2401674333216
100.0,4.075740192623102,100.0,19.44012509280522
100.0,2.471306590138183,100.0,15.498447716232118
100.0,2.872035432037396,100.0,15.030962025208737
100.0,4.343231966359039,100.0,22.447525629388668
100.0,6.280728704267154,100.0,18.694663399441065
100.0,5.80289805429147,100.0,14.219238097822398
100.0,5.344502319782604,100.0,19.841729170523937
100.0,5.20147465309331,100.0,16.90184290444759
100.0,7.014281577892165,100.0,14.09563338858948
100.0,2.2650172704350693,100.0,15.756981165002095
100.0,1.5304552426531481,100.0,14.89719015724007
