Unplanned (%),Unplanned (Time),Planned (%),Planned (Time)
100.0,17.64459642503479,100.0,17.64459642503479
100.0,8.426160868494884,100.0,17.24237615791903
100.0,6.354317932570452,100.0,17.708335200658887
100.0,6.2207264832175,100.0,18.242538198270463
100.0,11.233475113539145,100.0,15.973733263040312
100.0,8.734380744454063,100.0,17.553740933637627
100.0,12.500129517918356,100.0,18.69101374402029
100.0,12.366578154114977,100.0,18.356626105481286
100.0,12.232993300375822,100.0,17.555486968194167
100.0,15.877284464135254,100.0,17.441677071802488
100.0,15.743696670224745,100.0,17.687640017769258
100.0,12.099367884072592,100.0,20.892443093831066
100.0,10.295587020197754,100.0,18.15588714587545
100.0,10.162003232692905,100.0,18.55655305971993
100.0,10.626242629417073,100.0,16.103616956084213
100.0,8.489481021965336,100.0,18.089588337260185
100.0,9.556375077580636,100.0,14.283724848580775
100.0,8.005327911518577,100.0,16.437290595974478
100.0,10.075966912432857,100.0,17.890429856279816
100.0,20.313913435027246,100.0,20.313913435027246
100.0,6.7542037631209135,100.0,18.491080186540984
100.0,9.492986866378496,100.0,18.508889214454015
100.0,12.229779189779816,100.0,18.424410369463253
100.0,11.009525883005429,100.0,18.643210626744377
100.0,12.158827534093831,100.0,18.84376438090905
100.0,6.2686377811918526,100.0,18.62489068488384
100.0,9.41863925168457,100.0,17.64067415260396
100.0,5.615652116540671,100.0,18.358089958986692
100.0,13.233325327008217,100.0,17.506956512428633
100.0,18.8899988321147,100.0,18.8899988321147
100.0,11.496331937381205,100.0,18.108855127327836
100.0,19.110266530864397,100.0,19.110266530864397
100.0,12.092034790160266,100.0,18.57565574465874
100.0,8.289156228120707,100.0,18.82435824006794
100.0,20.110552609776494,100.0,20.110552609776494
100.0,6.550409024998136,100.0,17.756888761029177
100.0,9.289525121747188,100.0,17.488879188797014
100.0,20.113737109752627,100.0,20.113737109752627
100.0,8.738840086872269,100.0,18.890633656077764
100.0,6.552290448088194,100.0,17.755674081978725
100.0,13.029970272934236,100.0,18.892041554351078
100.0,8.272533238880765,100.0,17.757044972223103
100.0,7.003021876634873,100.0,15.235453426776285
100.0,18.15677783946984,100.0,18.15677783946984
100.0,10.49024936912691,100.0,16.303724526392212
100.0,7.551036966965903,100.0,16.905680431868113
100.0,2.1348213250404746,100.0,11.947730115620903
100.0,8.07463046855501,100.0,13.684345993971737
100.0,5.345468519928518,100.0,13.617843176627304
100.0,9.488542787848228,100.0,17.02060807627779
100.0,5.134542292205949,100.0,16.420564105869342
100.0,5.28036806620309,100.0,16.888339646739965
100.0,5.6127025527926735,100.0,14.632714795735602
100.0,5.344972815561701,100.0,14.164172090377443
100.0,7.282432736719179,100.0,14.017675484768924
100.0,1.7373105269552893,100.0,12.349398200592695
100.0,3.8013333648707177,100.0,11.559796932326678
100.0,1.8706456696579745,100.0,11.48136508833661
100.0,8.474262325953925,100.0,15.42018557149913
100.0,5.803416652978797,100.0,13.497566889748983
100.0,6.200192238670556,100.0,12.560297265565115
100.0,4.8018203344409836,100.0,10.012075952849422
100.0,3.1395961440226503,100.0,12.159107748934593
100.0,1.5302519402033794,100.0,11.023194163724536
100.0,2.799302616127882,100.0,9.478490366167883
