Unplanned (%),Unplanned (Time),Planned (%),Planned (Time)
100.0,27.709727366581575,100.0,30.587646761195032
100.0,20.064466487501377,100.0,29.58267013697231
100.0,24.07809289154552,100.0,32.59239690210489
100.0,11.66414459231118,100.0,34.177198384575846
100.0,44.63360159729369,100.0,44.63360159729369
100.0,44.56541021031486,100.0,44.56541021031486
100.0,41.487778706266205,100.0,41.487778706266205
100.0,25.505889523332698,100.0,34.98052389984624
100.0,40.92926014058619,100.0,40.92926014058619
100.0,34.107135401146486,100.0,34.107135401146486
100.0,18.125234924056052,100.0,34.91078625238816
100.0,24.947368083307122,100.0,34.97994485729287
100.0,12.533508087738507,100.0,33.10718968252797
100.0,42.35714097590406,100.0,42.35714097590406
100.0,16.675982482288113,100.0,28.645875939295372
100.0,17.126374996170938,100.0,31.235994675747314
100.0,11.793511937115312,100.0,24.216488186534875
100.0,6.911971034490925,100.0,29.714436471837068
100.0,28.094329212139094,100.0,31.65453013921575
100.0,27.577390492623735,100.0,34.04226881370973
100.0,22.69600962341449,100.0,32.59130953433596
100.0,13.246661302603634,100.0,34.97791864967498
100.0,16.609271178560682,100.0,34.97869619772955
100.0,22.6278531384167,100.0,33.461108433323
100.0,28.579045004282822,100.0,34.913095318903274
100.0,17.677820997995184,100.0,32.97468081574263
100.0,11.592392971536933,100.0,33.45972966669374
100.0,11.109626105897176,100.0,34.914218656563925
100.0,11.729508881632697,100.0,31.389662934444722
100.0,27.44386306590222,100.0,34.10959350036886
100.0,40.863467920434445,100.0,40.863467920434445
100.0,16.99276514338374,100.0,32.037217417331135
100.0,22.94393948919722,100.0,40.54440594418992
100.0,11.594291694070046,100.0,33.173990773919606
100.0,27.960782079568368,100.0,31.970848846885286
100.0,29.580861692218217,100.0,32.725248844498644
100.0,11.454561595128485,100.0,33.5264332505045
100.0,16.47705684627352,100.0,34.109633342499144
100.0,16.40894371555859,100.0,34.04392208228958
100.0,11.527422361870428,100.0,33.04210206387599
100.0,17.477429907093367,100.0,33.04097671744028
100.0,11.392186224509839,100.0,32.45691147328718
100.0,17.343238676880787,100.0,29.38010019342838
100.0,5.910232226308923,100.0,19.68380082634427
100.0,5.706080954666945,100.0,29.030721856591274
100.0,6.642370894312453,100.0,28.71329153605708
100.0,8.71391193947992,100.0,22.825384820085777
100.0,7.644456582035382,100.0,25.701068355613344
100.0,7.644461376787118,100.0,24.56419052014413
100.0,6.5758442494352085,100.0,30.450537237393103
100.0,7.7130061014855436,100.0,30.968206353978402
100.0,9.652143467102627,100.0,30.901178953801136
100.0,8.580649183491968,100.0,26.504122286373843
100.0,9.51631408360391,100.0,27.506345772189757
100.0,10.653758610214213,100.0,25.955971090763196
100.0,9.040370156026297,100.0,22.880138208768646
100.0,9.582337386688437,100.0,21.55333913091222
100.0,9.974413050860138,100.0,23.49256792088285
100.0,36.78903166876542,100.0,36.78903166876542
100.0,8.379697077954132,100.0,26.50254344549147
100.0,6.833452623880243,100.0,21.878569374314733
100.0,7.769295353748727,100.0,21.07561723262546
100.0,8.839425609474617,100.0,23.4259850849017
100.0,7.836712116725752,100.0,23.42487093520088
100.0,7.770033470347419,100.0,20.349484770596504
