Unplanned (%),Unplanned (Time),Planned (%),Planned (Time)
100.0,38.54676106688561,100.0,39.05700829515038
100.0,6.156862573459688,100.0,40.12810261788618
100.0,12.735213333243115,100.0,39.19084241493627
100.0,12.599070248897974,100.0,40.68340970666124
100.0,20.619996994869734,100.0,42.001329433555796
100.0,25.014224870079897,100.0,43.425669311902766
100.0,31.46043517637956,100.0,38.47778209651989
100.0,13.738426243954144,100.0,42.62350401895199
100.0,20.49240685921543,100.0,39.54784747292807
100.0,14.981906502345788,100.0,39.480515575513635
100.0,24.502935834968312,100.0,44.87617844617219
100.0,44.49687305851272,100.0,44.49687305851272
100.0,40.417825719185174,100.0,41.552193788683404
100.0,30.895999615731633,100.0,39.482135376775496
100.0,37.61096895484955,100.0,41.06319687897504
100.0,44.36429367146347,100.0,44.36429367146347
100.0,14.601719480523865,100.0,40.93171976374721
100.0,34.600213019251655,100.0,42.5552028747282
100.0,18.480164972847845,100.0,43.62550431877439
100.0,11.794751359786817,100.0,28.09418933099135
100.0,13.181300837016423,100.0,31.787499154505717
100.0,10.372602863706263,100.0,35.53276007874049
100.0,5.222870982142385,100.0,30.16662890119802
100.0,19.750633142734607,100.0,33.04290546105614
100.0,8.234524389999144,100.0,36.60194041690449
100.0,28.709780792301657,100.0,40.4830586749466
100.0,12.727891139322487,100.0,41.93394965160032
100.0,21.691468149265393,100.0,40.06176022273675
100.0,17.746077860339863,100.0,41.61901526706906
100.0,12.597337587834085,100.0,42.93726739956145
100.0,11.859884292079721,100.0,37.990632441362386
100.0,18.81464980288637,100.0,40.61520852156676
100.0,19.26798940068604,100.0,37.98718740799152
100.0,8.787043946845984,100.0,43.42414690158223
100.0,22.006147391119676,100.0,42.871510146952474
100.0,33.528972961807355,100.0,39.993821808276515
100.0,14.050626398245752,100.0,44.4943607716566
100.0,11.24195633252971,100.0,41.93444103525756
100.0,16.992629511423196,100.0,40.061269633954176
100.0,20.619978345634202,100.0,42.55392487896864
100.0,15.538045329827407,100.0,40.54811129468343
100.0,11.592691584500983,100.0,37.9883394460222
100.0,17.479170093373494,100.0,40.681953583264686
100.0,13.601694841507962,100.0,41.932835774301445
100.0,17.1251081303761,100.0,42.621847442010534
100.0,17.478819575131144,100.0,41.55332242940038
100.0,14.670065162317394,100.0,43.00409598447088
100.0,20.420761014286665,100.0,43.13805154038877
100.0,19.683996415720692,100.0,39.126386849572455
100.0,37.466773257949725,100.0,39.92927376561112
100.0,21.484874557588807,100.0,41.48462086710651
100.0,15.402666044795971,100.0,43.87214959449455
100.0,33.84366516082096,100.0,44.94341778363499
100.0,19.065906857836495,100.0,40.86446970964693
100.0,17.543935319478948,100.0,42.42036081074198
100.0,7.097816707925543,100.0,39.99610741477775
100.0,35.78452334973382,100.0,36.8541377633676
100.0,37.27200268695802,100.0,37.27200268695802
100.0,19.802632819992095,100.0,31.839354800302416
100.0,16.876724926498518,100.0,24.349125726727756
100.0,6.708900399425058,100.0,33.24322981932135
100.0,17.609516748024966,100.0,36.050873443591726
100.0,8.7139279365992,100.0,25.153211994437978
100.0,8.170778455808518,100.0,28.57639778487361
100.0,9.173208875150127,100.0,30.034420573339318
100.0,10.78870673841147,100.0,35.11604614822947
100.0,5.5728780869301735,100.0,36.05158057707895
100.0,6.576098144451551,100.0,35.53195115432462
100.0,11.723126561876528,100.0,29.098640185271655
100.0,8.513208068201783,100.0,30.903871224850036
100.0,8.513634762499816,100.0,29.031703143646073
100.0,7.034892363556366,100.0,25.499148686441018
100.0,7.970934847837581,100.0,22.49105175060627
100.0,19.41476129402432,100.0,36.47013340240663
100.0,5.438975235164086,100.0,33.593376851382374
100.0,9.975983447051204,100.0,30.51553326924816
100.0,12.391933881970857,100.0,30.38161539142231
100.0,8.379685862760857,100.0,27.026973938775
100.0,9.107758963185058,100.0,26.568107667937568
100.0,7.836711403239295,100.0,25.15382114387721
100.0,7.837029457153507,100.0,25.364956514477257
100.0,8.839028718233576,100.0,26.568348174257086
