Unplanned (%),Unplanned (Time),Planned (%),Planned (Time)
100.0,48.149455498916076,100.0,48.149455498916076
100.0,31.101232177802746,100.0,31.101232177802746
100.0,11.107517473188206,100.0,11.107517473188206
100.0,7.2323369086923845,100.0,10.722553976168749
100.0,21.074543534963404,100.0,21.074543534963404
100.0,33.594503707313365,100.0,33.594503707313365
100.0,31.655751597310186,100.0,31.655751597310186
100.0,22.49455569458824,100.0,22.49455569458824
100.0,14.53728191953963,100.0,14.53728191953963
100.0,10.721237728614248,100.0,10.788706731484675
100.0,13.659530861210312,100.0,13.659530861210312
100.0,8.035356695699353,100.0,10.789346976315231
100.0,35.84935008461437,100.0,35.84935008461437
100.0,10.91069168231838,100.0,10.91069168231838
100.0,11.457362172207258,100.0,11.457362172207258
